Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
KMK Metallwerke GmbH,https://www.kmk-metalltechnik.de,True,Baugruppen,Blechverarbeitungen,Systemlösungen,Fräsmaschinen,Kantmaschinen,Schweißmaschinen,Biegen,Laserschneiden,Schweißen
STEINEL Normalien AG,https://www.steinel.com,True,Führungselemente,Gewindeformen,Stickstoffsysteme,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen
G. A. Röders GmbH & Co. KG,https://roeders.com,True,Aluminium-Druckgussteile,Kunststoff-Spritzgussteile,Zink-Druckgussteile,CNC-Fräsmaschinen,Druckgussmaschinen,Schleifmaschinen,Anwendungsforschungen,Druckgüsse,Simulationen
A. Schüth GmbH,https://schueth.de,False,Belüftungselemente,Dichtungen,gestanzte Teile,,,,,,
Pentair Südmo GmbH,https://foodandbeverage.pentair.com,False,Anwendungen,Dienstleistungen,Lösungen,,,,,,
Ketten-Wulf Betriebs GmbH,https://www.kettenwulf.com,True,Antriebsketten,Förderketten,Kettenräder,CNC-Maschinen,Schleifmaschinen,Schweißanlagen,Fräsen,Schleifen,Schweißen
Der Grüne Punkt – Duales System Deutschland GmbH,https://www.gruener-punkt.de,False,Nachhaltige Verpackungen,Systalen® Rezyklate,Verpackungslizenzierungen,,,,,,
Albert Pielhau GmbH & Co. KG,http://www.pielhau.de,True,Schmiedestücke,Schweißkonstruktionen,gehärtete Werkstücke,Induktionshärteanlagen,Schmiedepressen,Schweißgeräte,Härten,Schmieden,Schweißen
Sekisui Alveo BS GmbH,https://www.sekisuialveo.com,False,Funktionale Oberflächenprodukte,Polyolefin-basierte Schaumlösungen,Schaumstoffe,,,,,,
BTE Biegetechnik Engineering GmbH,https://www.bte-biegetechnik.com,True,Biegen,Schweißen,Umformen,Biegemaschinen,Prototypenbaumaschinen,Schweißmaschinen,Biegen,Prototypenbau,Schweißen
Müller Präzision GmbH,https://www.mueller-praezision.de,True,Drehungen,Fräsungen,Schleifungen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen
Fidlock GmbH,https://www.fidlock.com,False,magnetische Verschlüsse,,,,,,,,
GLEASON-PFAUTER Maschinenfabrik GmbH,https://www.gleason.com,False,Automatisierungen,Maschinen,Werkzeuge,Fasenmaschinen,Messtechniksysteme,Zylindermaschinen,Hobben,Mahlen,Schneiden
SZW Prophet GmbH,http://www.seilzugwerk.de,False,,,,,,,,,
DLB Oberviechtach GmbH & Co. KG,https://www.dlb-ovi.com,False,Litzen,Mehrfachdrähte,Seile,,,,,,
ELAFLEX HIBY GmbH & Co. KG,https://elaflex.de,False,Armaturen,Schlauchleitungen,Zapfventile,Metallgussmaschinen,Montagemaschinen,Schraubmaschinen,Gießens,Mechanische Bearbeitungen,Montierens
Meteor Umformtechnik GmbH & Co. KG,https://www.mendritzki.de,False,Broschüren,Präzisionsteile,Schneidwerkzeuge,,,,,,
Cartonplast Group GmbH,https://www.cartonplast.com,False,Lagenpolster,Oberkappen,Paletten,,,,Desinfektionen,Inspektionen,Reinigungen
F & G Normteile Dresden GmbH,https://fug-normteile.de,True,Drehteile,Kontaktstifte,Präzisionsdrehteile,Drehmaschinen,Kerbmaschinen,Schleifmaschinen,Drehungen,Kerben,Schleifen
Boyd Corporation GmbH,https://www.boydcorp.com,False,Ingenieurmaterialien,Materialwissenschaften,Thermomanagementlösungen,,,,,,
Corodur Verschleiß-Schutz GmbH,https://www.corodur-thale.de,True,Auftragschweißungen,Fülldrähte,Panzerblechfertigungen,CNC-Maschinen,Drehmaschinen,Fräsmaschinen,Auftragschweißens,Innenrohrbeschichtungen,Lichtbogenspritzens
horizont group gmbh,http://group.horizont.com,False,Elektronische Spezialprodukte,Verkehrssicherheitstechnik,Weidezaunprodukte,,,,,,
Hans Pfeiffer GmbH,https://pfeiffer-praezision.com,True,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen
MAFAC - E. Schwarz GmbH & Co. KG,https://www.mafac.de,True,Lohnreinigungen,Reinigungsanlagen,Sonderanlagen,,,,,,
R + B Filter GmbH,http://www.rb-filter.de,False,Filterkassetten,Filterpatronen,Filterplatten,,,,,,
Heismann Drehtechnik GmbH,https://www.heismann.de,True,Baugruppen,Drehteile,Präzisionsdrehteile,CNC-Drehmaschinen,Drehfräszentren,Lasertechniken,Drehungen,Fräsungen,Montagen
Härter Werkzeugbau GmbH,https://haerter.com,True,Metall-Kunststoff-Komponenten,Stanzteile,Werkzeuge,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Einpresstechniken,Stanztechniken,Werkzeugbauten
Metallveredelungswerk Sulz a.N. GmbH,https://www.mv-sulz.de,True,Beschichtungen,Oberflächenveredelungen,Verfahren,Bandstrahlanlagen,Beschichtungsanlagen,Galvanikanlagen,Beschichtungen,Galvanisierungen,Oberflächenbehandlungen
KOLEKTOR CONTTEK GmbH,https://conttek.de,False,Kontaktteile,Metall-Kunststoff-Verbundteile,Präzisionsstanzteile,Biegeautomaten,Spritzgussmaschinen,Stanzautomaten,Montagen,Spritzgüsse,Stanztechniken
Blech- und Technologiezentrum Linda GmbH,https://www.blectec.de,True,Biegemaschinen,Laserschneider,Stanzmaschinen,Abkantpressen,Laserschneidanlagen,Stanzen,Biegen,Laserschneiden,Stanzen
Brandenburger Liner GmbH & Co. KG,https://brandenburger-liner.com,False,Schlauchliner,UV-lichthärtende GfK-Schlauchliner,grabenlose Kanalsanierungen,,,,Imprägnierungen,UV-Härtungen,Wickeltechniken
Deutsche Mechatronics GmbH,https://dtmt.de/de/,True,Anlagen,Baugruppen,Systeme,Laserschneidmaschinen,Stanzmaschinen,Umformmaschinen,Laserschneiden,Stanzen,Umformen
Hans Berg GmbH & Co. KG,https://www.berg-kg.de/de/,False,Präzisionskomponenten,Rohrkomponenten,Tiefziehteile,Bearbeitungsmaschinen,Pressen,Sondermaschinen,Fügetechniken,Kaltumformungen,Zerspanungstechniken
Wiedemann GmbH,https://www.wiedemann-technik.de,False,Crashguards,Entwässerungstechnologien,Türen,,,,,,
SD GmbH Klaus Hirsch,http://www.sdhirsch.de,False,,,,,,,,,
Steinmeyer Mechatronik GmbH,https://www.steinmeyer-mechatronik.de,False,Antriebe,Controller,Positioniersysteme,CNC-Bearbeitungszentren,Messsysteme,Montagemaschinen,Fräsen,Montierungen,Schleifen
Desoi GmbH,https://www.desoi.de,False,Injektionsgeräte,Injektionspacker,Injektionsschlauchsysteme,Drehmaschinen,Fräsmaschinen,Schweißmaschinen,Drehungen,Fräsungen,Schweißungen
Sill Optics GmbH & Co. KG,https://www.silloptics.de,False,Abbildende Optiken,Kundenspezifische Optiken,Laseroptiken,Fräsmaschinen,Poliermaschinen,Schleifmaschinen,Fräsen,Polieren,Schleifen
Baisch GmbH,https://www.baisch-metall.de,True,Gitterkonstruktionen,Schweißbaugruppen,Sonderkonstruktionen,Bohrmaschinen,Fräsmaschinen,Schleifmaschinen,Montagen,Oberflächenbehandlungen,Schweißens
HÄHL GmbH,http://www.haehl.com,False,Beschichtungen,Rollen,Verbundwerkstoffe,,,,,,
Sudhaus GmbH,https://sudhaus.de,False,Möbelschlösser,Sicherheitsprodukte,Verschlusskomponenten,Kunststoffspritzgussmaschinen,Zerspanungsmaschinen,Zinkdruckgussmaschinen,Kunststoffspritzgüsse,Zerspanungen,Zinkdruckgüsse
FORMTEC Kunststofftechnik GmbH,https://www.formtec-kt.com/de/,True,Baugruppen,Bauteile,Lösungen,CNC-Fräsen,Oberflächenveredelungen,PUR-Verbundsysteme,Montagen,Polyurethanverarbeitungen,Thermoformen
Bruks Klöckner GmbH,https://www.bruks-siwertell.com,False,Förderbänder,Schiffsentlader,Schiffslader,Förderbänder,Schiffsentlader,Schiffslader,Mischen,Pressen,Sieben
GEBA Kunststoffcompounds GmbH,http://www.geba.eu,True,Kunststoffgranulate,Verbindungen,Wiederverbindungen,Compoundiermaschinen,Extruder,Mischmaschinen,Compoundierungen,Extrusionen,Mischungen
Ortlinghaus-Werke GmbH,https://www.ortlinghaus.com,False,Bremsen,Kupplungen,Lamellen,,,,,,
Deventer Profile GmbH,https://www.deventer-profile.com,False,Fensterdichtungen,Innentürdichtungen,Türdichtungen,,,,,,
PRIMO Profile GmbH,https://www.primodeutschland.de,False,Extrusionsprofile,Kunststoffprofile,Polymerkomponenten,Extrusionsmaschinen,Kalibriermaschinen,Schneidemaschinen,Co-Extrusionen,Kunststoffextrusionen,Profilierungen
Miba Industrial Bearings Germany GmbH,https://www.miba.com/de/,False,Gleitlager,Reibbeläge,Sinterformteile,,,,,,
GTMB Metallteilfertigung GmbH,https://www.gtmb.de,True,Baugruppen,CNC-Drehteile,CNC-Frästeile,Automatendrehmaschinen,Drehmaschinen,Fräsmaschinen,Drehen,Fräsen,Montagen
REMA TIP TOP AG,https://www.rema-tiptop.de,False,Fördergurte,Reifenreparaturmaterialien,Verschleißschutzmaßnahmen,,,,,,
Hutzel DrehTech GmbH,https://www.hutzel.de,False,,,,,,,,,
Sixt GmbH Werkzeugbau und Stanzerei,https://www.sixt-gmbh.de,True,Folgeverbundteile,Stanzteile,Tiefziehteile,Exzenterpressen,Hydraulikpressen,Stanzautomaten,Stanzen,Tiefziehen,Umformen
KMA Umwelttechnik GmbH,https://www.kma-filter.de,False,Elektrofilter Plattenfilter,Elektrofilter Röhrenfilter,Filter-Reinigungssystem,,,,,,
Precision Dispensing Solutions,https://www.precisionglobal.com,False,Aerosolaktoren,Aerosoldosenkappen,Aerosolventile,,,,,,
Wunderlich GmbH,https://www.wunderlich.de,False,Ersatzteile,Geschenkgutscheine,Zubehör,,,,,,
gh AUER GUSS GmbH,https://www.auer-guss.de,True,Baugruppen,Druckgussteile,Prototypen,CNC-Bearbeitungsmaschinen,Gießmaschinen,Stanzmaschinen,CNC-Bearbeitungen,Gießens,Stanzungen
Heinz Dreeskornfeld GmbH & Co. KG,https://www.dreeskornfeld.de,True,Baugruppen,Blechteile,Metallverarbeitungen,Abkantmaschinen,Laserschneidmaschinen,Stanzmaschinen,Abkanten,Laserschneiden,Stanzen
DRADURA Holding GmbH & Co. KG,https://www.dradura.com/de/,True,elektropolierte drähte,galvanisierte drähte,stahldrahtprodukte,automatisierte produktionslinien,automatisierte verpackungssysteme,digitale qualitätsprüfsysteme,automatisierte herstellungen,digitale qualitätskontrollen,lean-managements
OVALO GmbH,https://www.ovalo.de,False,Drehtische,Präzisionsgetriebe,Wellgetriebe,,,,,,
MAAS Profilzentrum GmbH,https://www.maasprofile.de,False,Kantteile,Trapezbleche,Wellbleche,,,,,,
Harbort GmbH & Co. KG,https://www.harbort.de,False,Bauteile,Schaumstoffe,Vliesstoffe,,,,,,
ASMPT AMICRA GmbH,https://amicra.semi.asmpt.com,False,Die Flip Chip Bonder,High Speed Dispense Systeme,,,,,,,
HFB Wälzlager-Gehäusetechnik GmbH,https://www.hfb-waelzlager.de,False,Blocklager,Pendelrollenlager,Stehlager,5-Achsen-Bearbeitungszentren,CNC-Drehmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen
WMH Herion Antriebstechnik GmbH,https://www.wmh-herion.de,False,Antriebselemente,Getriebetechniken,Zahnstangen,,,,,,
HKS Dreh-Antriebe GmbH,https://www.hks-partner.com,True,Drehantriebe,Schwenkmotoren,TiltRotatoren,CNC-Drehmaschinen,CNC-Fräsmaschinen,Zylindermaschinen,Drehen,Fräsen,Montagen
GUMMI-WELZ GmbH u. Co. KG,http://www.gummi-welz.de,False,Einklemmschutzprofile,Gummiformteile,Gummiprofile,,,,Gummivulkanisationsverfahren,Klebe,
BOKELA GmbH,https://www.bokela.com,False,Crossflowfilter,Druckfilter,Vakuumfilter,,,,,,
SWG Metallverarbeitung,http://www.swg-gmbh.com,True,CNC-Bearbeitungen,Rundtaktbearbeitungen,Sägetechniken,CNC-Bearbeitungszentren,Profilbearbeitungsmaschinen,Rundtaktautomaten,CNC-Bearbeitungen,Rundtaktbearbeitungen,Sägetechniken
LACROIX + KRESS GmbH,https://lacroixundkress.de,False,Kupferbeschichtete Aluminiums,Kupferbeschichtete Stähle,Kupferdrahterzeugnisse,Drahtziehmaschinen,Flechtmaschinen,Walzmaschinen,Flechten,Walzen,Ziehen
Oehmetic GmbH,https://oehmetic.com,True,Pressungen,Punchings,Zeichnungen,Automatische Stanzpressen,Exzenterpressen,Hydraulikpressen,Pressungen,Stanzungen,Zeichnungen
VINCENZ WIEDERHOLT GmbH,https://www.wiederholt.com,False,Genaulängen,Kaltgezogene Sonderprofile,Präzisionsstahlrohre,Richtmaschinen,Schweißanlagen,Ziehbänke,Richten,Schweißen,Ziehen
NEUWEG Fertigung GmbH,https://www.nskeurope.de,False,Kugellager,Lineare Produkte,Rollenlager,,,,,,
Gartner Extrusion GmbH,http://www.gutmann-group.com,False,Aluminiumprofile,Bausysteme,Fassadensysteme,Extrusionsmaschinen,Oberflächenbehandlungsmaschinen,Weiterverarbeitungsmaschinen,Extrudierungen,Oberflächenbehandlungen,Weiterverarbeitungen
Chemnitzer Zahnradfabrik GmbH & Co. KG,https://www.czf-getriebe.de,False,Sondergetriebe,Standardgetriebe,Verzahnungsteile,,,,,,
Bartolosch GmbH,https://www.bartolosch.de,True,Drehteile,Frästeile,Montagen,Drehmaschinen,Fräsmaschinen,,Drehungen,Fräsungen,Montagen
Jäger GmbH,https://www.jaeger-mengen.de,True,Bearbeitungsverfahren,Fertigungen,Oberflächenbehandlungen,,,,,,
Cytec Zylindertechnik GmbH,http://www.cytec.de,False,Spanntechniken,Spindeln,Zylinder,,,,,,
Solmax Geosynthetics GmbH,https://www.solmaxgeosynthetics.de,False,Broschüren,Geokunststoffe,Technische Datenblätter,,,,,,
DIRAK Dieter Ramsauer Konstruktionselemente GmbH,https://dirak.com,False,Lösungen,Maschinengriffe,Mechatronische Schließsysteme,,,,,,
GROB GmbH,https://www.grob-antriebstechnik.de,False,Elektrozylinder,Schubketten,Spindelhubgetriebe,,,,,,
Karl Popp GmbH & Co. KG,https://www.spaeh.de,True,Dichtungen,Gummiteile,Halbzeuge,CNC-Drehautomaten,Fräszentren,Stanzmaschinen,Drehen,Fräsen,Stanzen
Heber GmbH,https://www.heber.de,False,Dachzentralen,Rahmengeräte,Trocknungsanlagen,Biegemaschinen,Blechbearbeitungsmaschinen,Stanzmaschinen,Biegearbeiten,Blechbearbeitungen,Stanzarbeiten
STEINCO Paul vom Stein GmbH,https://www.steinco.com/de/,False,Rollen,Räder,Systemlösungen,,,,,,
f-tronic GmbH,https://www.f-tronic.de,False,Dosen,Verteiler,Zählerschränke,,,,,,
EagleBurgmann Espey GmbH,https://www.eagleburgmann-espey.com,False,Dichtungslieferanlagen,Magnetkupplungen,Mechanische Dichtungen,,,,,,
Deutsche Giessdraht GmbH,http://www.deutsche-giessdraht.de,False,Kupfergießwalzdraht,Kupferprodukte,Recyclingprodukte,Recyclinganlagen,Schmelzöfen,Walzmaschinen,Recycling,Schmelzen,Walzen
ST Extruded Products Germany GmbH,https://www.step-g.com/de/,True,Aluminium Komponenten,Aluminium Leichtbaulösungen,Aluminium Strangpressprofile,Oberflächenbehandlungsmaschinen,Strangpressmaschinen,Weiterverarbeitungsmaschinen,Oberflächenbehandlungen,Strangpressen,Weiterverarbeitungen
LEWA Attendorn GmbH,https://www.lewa-attendorn.com,True,Ausbildungsprogramme,Automationsanlagen,Zerspanungsmaschinen,CNC-Bohrwerke,Drehmaschinen,Fräsmaschinen,Bohrer,Dreher,Fräser
Chart Industries,https://www.chartindustries.com,False,ISO-Container,Kryogene Transportanhänger,Schüttungsspeichertanks,,,,,,
Staiger GmbH & Co. KG,https://www.staiger.de,False,Magnetventile,Mikroventile,Proportionalventile,,,,,,
Crane Process Flow Technologies GmbH,http://www.cranecpe.com,False,,,,,,,,,
Rampf Formen GmbH,https://www.rampf.com,False,Formen,Pflastersteine,Platten,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen
Endurance GmbH,http://www.enduranceoverseas.com,False,Automobilkomponenten,Bremssysteme,Getriebesysteme,Bearbeitungsgeräte,Gießmaschinen,Spritzgießpressen,Gießereien,Maschinenbau,Spritzgießverfahren
Paul Köster GmbH,https://www.paul-koester.de,False,Automationssysteme,Dichtheitsprüfungen,Montagetechniken,Fördertechniken,Portallösungen,Roboter,Automationen,Dichtheitsprüfungen,Montagen
Raithel + Co. GmbH,https://www.raico-federn.de,True,Druckfedern,Schenkelfedern,Zugfedern,CNC-Biegemaschinen,CNC-Wickelmaschinen,CNC-Windemaschinen,Biegeprozesse,Wicklungen,Winden
Georg Martin GmbH,https://georgmartin.com/de/,False,Laserschneiden,Passelemente,Teile nach Zeichnungen,,,,Laserschneiden,,
LST - Laserschneidtechnik GmbH,https://www.lstgmbh.de,True,Laserschneiden,Profilbearbeitungen,Rohrbearbeitungen,Biegemaschinen,Lasersysteme,Pressbremsen,Baugruppenfertigungen,Biegetechniken,Laserschneiden
Mozart AG,https://www.mozart-blades.com,False,Griffe,Klingen,Sonderanfertigungen,,,,,,
Weppler Filter GmbH,https://weppler-filter.com,False,Filter,Hightech-Filter,Mikrofilter,,,,,,
Durbal Metallwarenfabrik GmbH,https://www.durbal.de,False,Gelenkköpfe,Gelenklager,Systemstangen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen
GEWO Feinmechanik GmbH,https://www.gewo.net,True,Laborgeräte,Pipettenspüler,Zubehör,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehungen,Erodierungen,Fräsen
Brady GmbH,https://www.brady.de,False,,,,,,,,,
Fritz Brenner GmbH & Co. KG,https://brenner-blech.de,True,Konstruktionen,Prototypen,Serienwerkzeuge,CNC-Bearbeitungsmaschinen,Laserschneidmaschinen,Wasserstrahlschneidmaschinen,Bohren,Fräsen,Schleifen
Aerocom GmbH & Co,https://www.aerocom.de/de/,False,Durchlaufstationen,Endstationen,Steuerungssysteme,,,,,,
Hellma GmbH & Co. KG,https://www.hellma.com,False,Küvetten,Prozesssonden,UV/Vis-Referenzmaterialien,,,,,,
rogatti BEWEGUNGSTECHNIK GmbH & Co. KG,https://www.rogatti.de,False,Kundenspezifische Lösungen,Schlauchschneidemaschinen,Standardlösungen,5-Achsen Bearbeitungszentren,CNC-Maschinen,,Drehungen,Fräsungen,Schleifungen
EZU-Metallwaren GmbH & Co. KG,https://www.ezu.de/de/,True,Hartzerspanungen,Präzisionsdrehteile,Rohlinge,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsen,Schleifen
Stahl Maschinenbau GmbH,https://www.stahl-mb.de,True,Montagearbeitsplätze,Präzisionswerkzeuge,Testadapter,CNC-Maschinen,Montagestationen,Testsysteme,Kalibrierungen,Montagen,Prüfungen
GSC-Schwörer GmbH,https://gsc-schwoerer.de,False,Getriebe,Getriebemotoren,Getriebeteile,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen
Bernecker Umformtechnik GmbH,https://www.bernecker-group.com,True,Baugruppen,Werkzeugbau,geformte Teile,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Biegen,Schweißen,Tiefziehn
OBO-Werke GmbH,https://www.obo-werke.de,False,Kleber,Pasten,Platten,,,,,,
Carl August Wirth GmbH,https://www.cawi.de,True,Baugruppen,Kunststoffteile,Metallbauteile,Pressen,Schweißanlagen,Spritzgießmaschinen,Schweißen,Spritzgießen,Stanzen
Mech-Tron GmbH & Co. KG,https://www.mech-tron.de,True,Elektronik-Equipments,Gehäusesysteme,Haltewinkel,Biegezellen,Laserschneidmaschinen,Laserschweißmaschinen,Biegetechniken,Laserschneiden,Laserschweißen
Schauenburg Industrietechnik GmbH,https://www.schauenburg-industrietechnik.com/de/,True,Formteile,Schlauchtechniken,Stanzteile,Extrusionsmaschinen,Spritzgießmaschinen,Tiefziehmaschinen,Extrudierens,Spritzgießens,Tiefziehens
Walter Förster GmbH,https://www.walter-foerster.de/de/,True,Metallverarbeitungen,Stanzteile,Ziehteile,Pressen,Stanzmaschinen,Werkzeugmaschinen,Laserschneidungen,Stanzungen,Tiefziehungen
Rudert Edelstahl-Technik GmbH,https://www.rudert-edelstahl.de,False,Spezialapparate,Warmwasserspeicher,Wärmetauscher,Laserschneidanlagen,Laserschweißanlagen,Orbitalschweißanlagen,Oberflächenbehandlungen,Schnitte,Schweißnähte
J.D. Theile GmbH & Co. KG,https://www.jdt.de,True,Ketten,Schlösser,Zubehör,Drehmaschinen,Fräsmaschinen,Laserschneidmaschinen,Drehen,Fräsen,Laserschneiden
Junkerwerk Linder GmbH & Co. KG,https://www.junkerwerk.de,False,Abdichtungen,Dichtungen,Schaumstoffteile,,,,Formpresstechniken,Stanztechniken,Vakuumtechniken
Hubert Stüken GmbH & Co. KG,https://stueken.com,True,Baugruppen,Stanzteile,Tiefziehteile,Automatische Stanzpressen,Spritzgießmaschinen,Transferpressen,Spritzgießens,Stanzens,Tiefziehens
Schäfer-Technik GmbH,https://www.schaefer-technik.de,False,,,,,,,,,
Kremo Werke Hermanns GmbH & Co. KG,https://www.kremo-werke.de,False,Flansche,Rohrzubehör,Schauglasarmaturen,Drehautomaten,Pressen,Stanzen,Kaltumformungen,Stanztechniken,Streckprojizier-Techniken
MN Kaltformteile Märkische Nietenfabrik,https://www.mn-kaltform.de,True,Achsen,Buchsen,Ventilrohlinge,Nachbearbeitungsmaschinen,Pressen,Werkzeugmaschinen,Nachbearbeitungen,Pressen,Wärmebehandlungen
MUNK GmbH,https://www.steigtechnik.de,False,Arbeitsbühnen,Gerüste,Steigleitern,,,,,,
Berghoff GmbH & Co. KG,http://www.berghoff.eu,True,Baugruppen,Komponenten,Module,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen
Martin Höhn GmbH,https://www.hoehn-praezision.de,True,Drehteile,Frästeile,Schleifteile,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen
Fritz Kübler GmbH,https://www.kuebler.com,False,Encoder,Motorfeedbacksysteme,lagerlose Encoder,,,,,,
Vogt Umformtechnik GmbH,https://www.kaizhong-vogt.com,False,Komponenten,Präzisionskomponenten,Systemlösungen,Montagemaschinen,Multislidemaschinen,Stanzmaschinen,Härten,Montierungen,Stanzen
KUGEL Edelstahlverarbeitung GmbH,https://www.kugel-edelstahl.com/de/,False,,,,,,,,,
Reiners + Fürst GmbH u. Co. KG,https://www.reinersfuerst.de,False,Geräte,Ringläufer,Spinnringe,,,,,,
GC-heat Gebhard GmbH & Co. KG,https://gc-heat.de,False,Heizelemente für Heißkanalsysteme,Spannjacken,Spiralenheizungen,,,,,,
AWS Fertigungstechnik GmbH,https://www.aws-ft.de,True,Baugruppenmontagen,Drehteile,Frästeile,CNC-Drehmaschinen,CNC-Fräsmaschinen,Montagemaschinen,Drehungen,Fräsungen,Montagen
DVS Production GmbH,http://technology.dvs-gruppe.com,False,,,,,,,,,
SPN Schwaben Präzision Fritz Hopf GmbH,https://www.spn-drive.de,False,Antriebssysteme,Getriebe,Verzahnungsteile,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehen,Erodieren,Fräsen
Wilhelm Schröder GmbH,https://www.schroeder-hybrid.de/de/,True,Hybridbauteile,Spritzgussteile,Werkzeuge,Exzenterpressen,Spritzgießmaschinen,Stanzautomaten,Spritzgüsse,Stanztechniken,Werkzeugbauten
Müller Präzisionsteile GmbH,https://muepraez.de,True,Bauteile,Komponenten,Präzisionsteile,CNC-Maschinen,Drehmaschinen,Fräsmaschinen,Drehungen,Fräsungen,Oberflächenbehandlungen
Erich Schäfer GmbH & Co. KG,http://www.e-schaefer-kg.de,False,Krane,Motoren,Services,,,,,,
Walter Bornmann GmbH,https://www.walter-bornmann.de,True,Baugruppen,Präzisionsdrehteile,Werkstoffe,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen
PTM Präzisionsteile GmbH Meiningen,https://www.ptm-meiningen.de,True,Präzisionsdrehteile,Präzisionserodierteile,Präzisionsfrästeile,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehungen,Erodierungen,Fräsungen
VACUUBRAND GMBH + CO KG,https://www.vacuubrand.com/de/,False,Membranpumpen,Rotationsflügelpumpen,Schraubensp pumps,,,,,,
Schlösser GmbH & Co. KG,https://www.schloesser-dichtungen.de,True,DAE-Membranen,Dichtungen,OCA-Verklebungen,Laserschneidmaschinen,Stanzmaschinen,Wasserstrahlschneidmaschinen,Laserschneiden,Stanzen,Wasserstrahlschneiden
H. Gewing GmbH,https://gewing.de,True,Kanten,Lasern,Stanzen,CNC-Abkantpressen,Laseranlagen,Stanzanlagen,Biegen,Laserschneiden,Stanzen
