Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
Tennant GmbH & Co. KG,http://de.tennantco.com,False,Cleaner,Extraktoren,Scrubber,,,,,,
EWK Umwelttechnik GmbH,https://www.valmet.com,False,Automatisierungslösungen,Dienstleistungen,Technologien,,,,,,
Krifft & Zipsner GmbH Maschinenbau,https://www.krifft-zipsner.de/de/,False,Anlagenkonstruktionen,Fördertechniken,Stapelwender,,,,,,
STASSKOL GmbH,https://www.stasskol.de,False,Dichtungselemente,Digitale Lösungen,Hochleistungspolymere,,,,,,
WS Wärmeprozesstechnik GmbH,https://flox.com/de/,False,Brennersysteme,FLOX® Brenner,Green Gas Ready Lösungen,,,,,,
Linck Holzverarbeitungstechnik GmbH,https://www.linck.com,False,Profilierlinien,Reduzierlinien,Sägewerksanlagen,Mechanisierungsmaschinen,Profiliermaschinen,Spanmaschinen,Mechanisierungen,Profilieren,Späne
Hugo MIEBACH GmbH,https://www.miebach.de,False,Reparaturservices,Schaltanlagen,Schweißmaschinen,,,,,,
SOMIC Verpackungsmaschinen GmbH & Co. KG,https://www.somic-packaging.com,False,Kollations- und Gruppiersysteme,Produkthandlings- und Transportsysteme,Verpackungsmaschinen,,,,,,
Hans Hundegger AG,https://www.hundegger.de,False,Abbundmaschinen,Plattenbearbeitungsmaschinen,Zuschnittmaschinen,,,,,,
Temafa Maschinenfabrik GmbH,https://www.temafa.com,False,Air-Engineering-Lösungen,Fasermischanlagen,Recyclinganlagen,,,,,,
NTG Neue Technologien GmbH & Co. KG,https://www.ntg.de,True,Ionenstrahl-Bearbeitungen,Teilchen-Beschleuniger,Vakuum-Technologien,Fräsmaschinen,Lohnfertigungsmaschinen,Sondermaschinen,Elektronikfertigungen,Metallbearbeitungen,Präzisionsfertigungen
ruhlamat GmbH,https://www.ruhlamat.com,True,Kartensysteme und Passsysteme,Montagesysteme und Automatisierungssysteme,Original Equipment Manufacturing,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Automatisierungsprozesse,Montageprozesse,Qualitätssicherungsprozesse
Sumitomo (SHI),https://emeia.sumitomodrive.com,False,Aktuatoren,Getriebe- & Getriebemotoren,Industriegetriebe,,,,,,
Gebr. Reinfurt GmbH Co. KG,https://www.grw.de/de/,False,Kugellager,Prüftechniken,Zubehörteile,,,,,,
WTO-Werkzeug-Einrichtungen GmbH,https://www.wto-tools.com/de/,False,CoolSpeed® Ultra-High-Speed-Werkzeugspindeln,Präzisionswerkzeughalter,Werkzeugsysteme,,,,,,
bdg Gesellschaft für Montage- und Prüfsysteme,https://bdg-online.de,False,Automationsanlagen,Beratungsdienstleistungen,Prüfsysteme,,,,,,
Wilhelm Fischer Spezialmaschinenfabrik GmbH,https://www.wilhelm-fischer.de,False,Automatisierungslösungen,Dienstleistungen,Verpackungsmaschinen,,,,,,
Aachener Maschinenbau GmbH,http://www.amba.de/de/,False,All-in-one Schraubenmaschinen,All-in-one Speichenmaschinen,Rohrumformungs-Maschinen,,,,Kaltumformungen von Metallen,,
JW Froehlich Maschinenfabrik GmbH,https://www.jwf.com,False,Batterien,Brennstoffzellen,Elektrische Antriebseinheiten,,,,,,
Eberlein Apparatebau GmbH,https://www.eberlein-apparatebau.de,True,Blechteile aus Aluminium- und Stahlwerkstoffen,Konstruktionen,Werkzeugbauten,3D Laserschneiden / Schweißen,3D Messen,Baugruppen / Gerätemontagen,3D Laserschweißen,Baugruppenmontagen,Biegen
ILLIG Maschinenbau GmbH & Co. KG,https://www.illig.de,False,Thermoformmaschinen,Verpackungsmaschinen,Werkzeuge,Thermoformmaschinen,Verpackungsmaschinen,Werkzeugmaschinen,Thermoformungen,Verpackungsprozesse,Werkzeugherstellungen
Theegarten-Pactec GmbH & Co. KG,https://www.theegarten-pactec.de,False,Integrierte Verpackungssysteme,Systemkomponenten,Verpackungsmaschinen,,,,,,
Christian Pfeiffer Maschinenfabrik GmbH,https://www.christianpfeiffer.com/en/,False,Diaphragmen,Mühlen,Separatoren,,,,,,
Karl Eugen Fischer GmbH,https://kefischer.de,False,Extrusionsmaschinen,RFID-Systeme,Schneidmaschinen,,,,,,
REBS Zentralschmiertechnik GmbH,https://www.rebs.de/de/,False,Kettenschmiersysteme,Zentralschmiersysteme,Öl-Luft-Schmierungen,,,,,,
Starrag Technology GmbH,https://www.starrag.com,False,CNC-Drehmaschinen,CNC-Fräsmaschinen,CNC-Schleifmaschinen,,,,Drehen,Fräsen,Schleifen
PEKRUN GETRIEBEBAU GmbH,https://www.pekrun.de,False,Mühlen-Getriebeeinheiten,Turbo-Getriebeeinheiten,Walzwerk-Getriebeeinheiten,,,,,,
MultiWeigh GmbH,https://www.multiweigh.com,False,Einzellösungen,Multihead-Waagen,Sonderverpackungslösungen,,,,,,
Kutter- und Gerätebau Wetter GmbH,https://kgwetter.de,False,Kutter,Mischwölfe,Wölfe,,,,,,
Alfa Laval Mid Europe GmbH,https://www.alfalaval.de,False,Plattenwärmetauscher,Separatoren,Services,,,,,,
TVI Entwicklung und Produktion GmbH,https://tvi-gmbh.de,False,Einlegesysteme,Portioniersysteme,Temperiersysteme,Einlegemaschinen,Portioniermaschinen,Temperiermaschinen,Einlegungen,Portionierungen,Temperierungen
Gottlob Stahl Wäschereimaschinenbau GmbH,https://stahl-waeschereimaschinen.de,False,Trockenschränke,Waschmaschinen,Wäschetrockner,,,,,,
VetterTec GmbH,http://www.vettertec.de,False,Brauereiausrüstungen,Komplexe Trocknungssysteme,Mechanische Entwässerungsanlagen,,,,,,
Krallmann GmbH,https://www.krallmann.de,False,Anlaufprozesse,Innovationsgestaltungen,Kunststoffverarbeitungen,,,,Kunststoffspritzgießverfahren,Werkzeugbauten,
Reich GmbH,http://www.reich-gmbh.com,False,Drehteile,Komponenten für Einspritzanlagen,Kugellager,,,,,,
bielomatik GmbH,http://www.bielomatik.com/en/,False,Automatisierungs- und Endbearbeitungssysteme,Kunststoffschweißsysteme,Technologiezentren,,,,2-Schritt-Laserschweißen,Heißplattenschweißen,Infrarotschweißen
Alfred H. Schütte GmbH & Co. KG,https://www.schuette.de,True,Mehrspindel-Drehautomaten,Schleifmaschinen,Software,,,,,,
SKR Antriebstechnik GmbH,https://www.skr.biz,False,Keil-/Keilrippenriemen,Riemenscheiben,Zahnriemen,CNC-Maschinen,Erodiermaschinen,Fräsmaschinen,CNC-Bearbeitungen,Erodierungen,Fräsen
STEINERT GmbH,https://steinertglobal.com/de/,False,Magnetabscheider,STEINERT.digital,Sensorsortiersysteme,,,,,,
RONO Maschinenbau GmbH,https://ro-no.com,False,Dienstleistungen,Ersatzteile,Maschinen,Pilotanlagen,Prozessmodule,Verfahrenstechnikmaschinen,Lebensmitteltechnologien,Prozesstechniken,Verfahrenstechniken
Buhmann Systeme GmbH,https://buhmann.com,True,Automatisierungslösungen für Verpackungsprozesse,Endverpackungsmaschinen,Formenbauten für Silikonformteile,,,,,,
MSB GmbH & Co. KG,https://www.schmittwerke.com,True,Sondermaschinen,Teilefertigungen im Kundenauftrag,Werkzeug-und Werkstück-Handling Systeme,,,,,,
IPTE Germany GmbH,https://www.ipte.com,False,Montagelösungen,Produktionssysteme,Testlösungen,,,,,,
PLAKOMA GmbH,https://www.plakoma.de/de/,True,Fertigungslösungen,Maschinen- und Anlagenbauten,Montage- und Instandhaltungsdienstleistungen,,,,,,
Andreas Hofer Hochdrucktechnik GmbH,https://www.hofer-hochdrucktechnik.de,False,Elektrolyseure,Kompressoren & Kompressoranlagen,Wasserstofftankstellen,,,,,,
WIMA Wilsdruffer,http://www.wima-maschinen.de,True,Dichtetrenner,Doppelschwertwäschen,Lamellenabschneider,,,,,,
Gehring Technologies GmbH,https://www.gehring-group.com,True,E-Mobilitätslösungen,Honmaschinen,Laseranlagen,Erodiermaschinen,Fräsmaschinen,Lasermaschinen,Honen,Laserschweißen,Laserstrukturieren
Mall + Herlan GmbH,http://www.mall-herlan.de,False,Aluminium- und Stahl-Aerosoldosenlinien,Aluminium-Flaschenlinien,komplette Linien oder einzelne Maschinen,,,,Dekorationsanwendungen,Halsungen und Qualitätskontrollen,Materialzufuhren
Huning Maschinenbau GmbH,https://www.huning-maschinenbau.de,True,Anlagenbauten,Blechbearbeitungen,Metallverarbeitungsmaschinen,Abkantmaschinen,Drehmaschinen,Fräsmaschinen,Abkanttechniken,Drehtechniken,Frästechniken
MINDA Industrieanlagen GmbH,https://www.minda.com/de/,False,Anlagen für die Bahntechnik,Anlagen für die Intralogistik,Anlagenbaulösungen,,,,,,
RB Solutions GmbH & Co. KG,https://rbs-germany.de,True,Anlagen,Baugruppen,Sondermaschinen,Fräsmaschinen,Montagemaschinen,Schweißmaschinen,Fräsen,Montagen,Schweißen
Heidrive GmbH,https://www.heidrive.com,False,Asynchronprodukte,Servoregler,Synchron-Servoprodukte,,,,,,
MFT Maschinenfabrik Thale GmbH,http://www.mft-thale.de,True,Ersatzteile,Reparaturen,maschinentechnische Ausrüstungen,Drehmaschinen,Fräsmaschinen,Schweißmaschinen,Herstellungen,Konstruktionen,Montagen
schwartz GmbH,https://schwartz-wba.com,False,Thermo-Inline-Printer,Wärmebehandlungsanlagen für Aluminium,Wärmebehandlungsanlagen für das Presshärten,,,,,,
ALD Vacuum Technologies GmbH,https://www.ald-vt.com,True,Vakuummetallurgiesysteme,Vakuumwärmebehandlungssysteme,Wärmebehandlungsdienstleistungen,Beschichtungsanlagen,Gießsysteme,Vakuumöfen,Sintern,Vakuummetallurgien,Vakuumwärmebehandlungen
Pipetronics GmbH & Co. KG,https://www.pipetronics.de,False,Spachtel- und Verpress-Systeme,elektrische Fräsroboter,hydraulische Fräsroboter,,,,,,
UFT Umwelt- und Fluid-Technik,https://www.uft.eu,False,Elektrotechniken,Hydro-Mechaniken,Prozessleittechniken,,,,,,
DIRKRA Sondermaschinenbau GmbH & Co. KG,https://dirkra.de,True,Reinigungstechnologien,Schleifzentren,Sondermaschinen,,,,,,
Stahl- und Apparatebau Hans Leffer GmbH & Co. KG,https://www.leffer.de/de/,False,Druckbehälter,Reaktoren,Wärmeaustauscher,,,,,,
Dürkopp Fördertechnik GmbH,http://www.duerkopp-web.de,False,Materialhandhabungen,Software,Sortiersysteme,,,,,,
Adolf Müller GmbH u. Co. KG,https://www.mueller-machines.com,False,After-Sales-Services,Schneidemaschinen,Wickelmaschinen,Laminiermaschinen,Rollenschneider,Schmalschneidmaschinen,Automatisierungstechniken,Elektromontagen,Pneumatiken
Amada Machinery Europe GmbH,https://amada-machinery.com,False,Bandsägemaschinen,Kreissägemaschinen,Sägebänder,Fräsmaschinen,Schleifmaschinen,,Fräsen,Schleifen,Sägen
KRACHT GmbH,https://www.kracht.eu,False,Fluidmessgeräte,Pumpen,Ventile,,,,,,
Werkzeugmaschinenfabrik WALDRICH COBURG,https://www.waldrich-coburg.de,True,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen
Gebrüder Tigges GmbH & Co. KG,https://tigges.com,True,Eisengussteile,Kettenrollen,Landmaschinen,Bearbeitungsmaschinen,Gießmaschinen,Wärmebehandlungsmaschinen,Gussverfahren,Mechanische Bearbeitungen,Wärmebehandlungen
SEALPAC GmbH,https://www.sealpac.de,False,Thermoformer,Traysealder,Verpackungslösungen,Thermoformer,Traysealer,,,,
AMADA WELD TECH GmbH,https://www.amadaweldtech.eu,False,Lasermarkiergeräte,Laserschneidgeräte,Laserschweißgeräte,,,,Lasermarkierungen,Laserschneidungen,Laserschweißen
Maschinenbau Hellwig GmbH,https://hellwig-gmbh.de,False,Aufarbeitungen von Werkzeugmaschinen,Modernisierungen von Werkzeugmaschinen,Spezial-Kabelsysteme und Sonderleitungen,,,,,,
SOLAYER GmbH,https://solayer.de,False,Funktionale und optische Schichten,Sputtertechnologien,Vakuumbeschichtungssysteme,,,,Plasmatechnologien,Vakuumbeschichtungen,
Mayr & Wilhelm GmbH & Co. KG,https://mayr-wilhelm.de,False,Helix-Rohrbündel®,Twisted Tubes®,Wärmetauscher,Fertigungsanlagen,Schweißmaschinen,,Fertigungsverfahren,Schweißens,
RSGetriebe GmbH,https://www.rsgetriebe.de,True,Extrudergetriebe,Flachgetriebe,Prüfstandsgetriebe,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Montagen,Qualitätssicherungen,Zerspanungen
KOBRA Formen GmbH,https://www.kobragroup.com,False,Betonsteinformen,Härtestandards,Technologien,Fräsmaschinen,,,Fräsbearbeitungen,,
A & W Maschinenbau GmbH,https://www.a-w-maschinenbau.de,True,Behälter,Blechbearbeitungen,Stahlbauten,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehen,Erodieren,Fräsen
KOEPFER Zahnrad- und Getriebetechnik,https://www.koepfer.com,False,Getriebekomponenten,Kettenräder,Zahnräder,,,,Hartbearbeitung,"Messen, Prüfen, Montieren",Weichbearbeitung
Eugen Arnold GmbH,https://www.arnoldgroup.com,False,Elektrische Begleitheizsysteme,Isoliersysteme,Vor-Ort-Bearbeitungen,,,,,,
Lang Technik GmbH,https://lang-technik.de,False,Automatisierungssysteme,Nullpunktspannsysteme,Werkstückspanntechniken,,,,,,
Schnaithmann Maschinenbau GmbH,https://www.schnaithmann.de,False,Anlagenbauten,Arbeitsplätze,Transfersysteme,,,,,,
Fritz Werner Industrie-Ausrüstungen GmbH,https://www.fritz-werner.com,False,Fälle,Kugeln,Tassen,Bandverkettungsmaschinen,Bleikernpressen,Boden- und Halspressen,Bandverkettungen,Bleikernpressen,Boden- und Halspressen
PFAFF Industriesysteme und Maschinen,https://www.pfaff-industrial.de,True,Nähmaschinen,Robotiken,Schweißmaschinen,Nähmaschinen,Roboter,Schweißmaschinen,Automatisierungen,Nähen,Schweißen
Fertigungstechnik Weißenfels GmbH,https://www.ftw.info,False,Mehrachsschwenksysteme,NC-Rundtischsysteme mit HIRTH-Klemmungen / Baureihen TT,NC-Rundtischsysteme mit NC-Klemmungen,,,,,,
Günther Maschinenbau GmbH,https://www.guenther-maschinenbau.de,False,Injektoren,Lakeaufbereitungen,Tumbler,,,,,,
Prima Power GmbH,https://www.primapower.com/de/,False,Automatisierungslösungen,Blechbearbeitungsmaschinen,Softwarelösungen,Biegemaschinen,Laserschneidmaschinen,Stanzmaschinen,Biegeprozesse,Laserschneiden,Stanzen
Schneeberger GmbH,https://www.schneeberger.com/de/,False,Kugelgewindetriebe,Linearführungen,Profilschienenführungen,,,,,,
SAMAG Saalfelder Werkzeugmaschinen GmbH,https://www.samag.de,False,,,,,,,,,
Baljer & Zembrod GmbH & Co. KG,https://www.bz.ag,False,Holzbearbeitungsmaschinen,Schrott- und Abfallbehandlungsmaschinen,Sondermaschinen,CNC-Fräsmaschinen,Debarking-Maschinen,Schwerlastkrane,CNC-Bearbeitungen,Debarkings,Schwerlasthandhabungen
Gala Kunststoff- und Kautschukmaschinen,https://maag.com,False,Filtrationssysteme,Pelletierungssysteme,Pumpsysteme,Filtriermaschinen,Pelletisierungsmaschinen,Pumpen,Extrusionen,Pelletierungen,Recycling
Winkler und Dünnebier Süßwarenmaschinen GmbH,https://www.w-u-d.com/de/,False,Fertigungsanlagen für Gummi und Gelee,Fertigungsanlagen für Hartbonbons,Fertigungsanlagen für Schokolade,Formen,Gießstationen,Zubehör,Formen,Gießens,Nachbehandlungen
Erwin Junker Maschinenfabrik GmbH,https://www.junker-group.com,False,Filtrationssysteme,Hochpräzise Schleifmaschinen,Schleifmaschinen,,,,,,
Haugg-Kühlerfabrik GmbH,https://www.haugg-group.com,False,Autokühler und KFZ-Klimaanlagen,Industriekühler,Kühlerreparatur und Instandsetzung,,,,,,
Wieneke Anlagenbau und Verfahrenstechnik GmbH,https://www.wieneke.de,True,Entwicklungen,Konzeptionen,Logistiklösungen,Abkantmaschinen,Bolzenschweißmaschinen,Gesenkbiegemaschinen,Abkanten/Gesenkbiegen,Bolzenschweißen,Oberflächenbehandlungen
BHS-Sonthofen GmbH,https://www.bhs-sonthofen.de,False,Filtriermaschinen,Mischer,Trockner,,,,Filtrierungen,Mischungen,Trocknungen
Flottweg SE,https://www.flottweg.com/de/,False,Decanterzentrifugen,Separatoren,Tricanter®,,,,,,
ASYS Automatic Systems GmbH & Co. KG,https://www.asys-micro.de,False,Einzelkomponenten,Micronicfabs,Roboter,,,,,,
Groenveld-BEKA Zentralschmieranlagen,https://www.groenveld-beka.com,False,,,,,,,,,
Häcker Automation GmbH,https://www.haecker-automation.de/en/,True,Dosiersysteme,Laserlötmaschinen,PCB-Baugruppen und 3D-Baugruppen,Lötmaschinen,Montagemaschinen,Prüfmaschinen,3D-Montagen,Dosierprozesse,PCB-Montagen
GHH Rand Schraubenkompressoren GmbH,https://oem-solutions.ingersollrand.com,False,,,,,,,,,
Brosa GmbH,https://www.brosa.net,False,Kraftmessachsen,Kraftmesshülsen,Kraftmessringe,,,,,,
Hanke Crimp-Technik GmbH,http://www.hankect.de,False,Crimppressen,Crimpwerkzeuge,Sonderanlagen,,,,,,
Mayer & Cie. GmbH & Co. KG,https://www.mayercie.com,False,Ersatzteile,Flechtmaschinen,Rundstrickmaschinen,,,,,,
KIEFEL GmbH,https://www.kiefel.com,False,Faserverpackungen,Kunststoffverpackungen,Medizinische und pharmazeutische Lösungen,Hochfrequenzschweißmaschinen,Thermoformmaschinen,,Hochfrequenzschweißen,Thermoformen,
G. Staehle GmbH u. Co. KG,https://www.columbus-clean.com,False,Einscheibenmaschinen,Kehrmaschinen,Reinigungsautomaten,,,,,,
TURBOMACH GmbH,https://www.solarturbines.com,False,Gaskompressoren,Gasturbinen,Stromgeneratoren,,,,,,
Michael Glatt Maschinenbau GmbH,https://www.glattistgutgmbh.de,False,Apparate,Behälter,Sonderbauten,Bearbeitungszentren,Erodiermaschinen,Fräsmaschinen,Auslieferungen,Konstruktionen,Planungen
WINKEL GmbH,https://www.winkel.de,False,Linearachsen,Linearführungen,Schlauchtrommeln,,,,,,
Heinz & Feld GmbH Präzisions- und Sondermaschinenbau,https://www.heinz-feld.de,True,Automatisierungslösungen,Montageanlagen,Sondermaschinen,CNC-Maschinen,Messtechnikanlagen,Robotersysteme,Dreharbeiten,Fräsarbeiten,Schleifarbeiten
W. MÜLLER GmbH,https://www.w-mueller-gmbh.de,False,Blasformen,Extrusionsschlauchköpfe,Hohlkörper,,,,Extrusionsblasformen,,
IWK Verpackungstechnik GmbH,https://www.iwk.de,False,Kartoniermaschinen,Tubenfüllmaschinen,Verpackungsmaschinen,,,,,,
CFT GmbH - Compact Filter Technic,https://cft-gmbh.de,False,Entstaubungsanlagen,Ventilatoren,Wetterkühlsysteme,,,,,,
Gerätebau Wiedtal Schützeichel GmbH & Co. KG,https://www.schuetzeichel.de,True,Bohrdienstleistungen,Diamantwerkzeuge,Maschinenbaulösungen,,,,,,
ROVEMA GmbH,https://www.rovema.com,False,Dienstleistungen,Verpackungslösungen,Verpackungsmaschinen,Endverpackungsmaschinen,Kartoniermaschinen,Schlauchbeutelmaschinen,Generalüberholungen,Maschinenmodernisierungen,Verpackungsprozesse
vision-tec gmbh,https://www.vision-tec.de,False,Ausleitsysteme,Flaschenkontrollen,Kastenkontrollen,,,,,,
BMS Maschinenfabrik GmbH,https://www.bms-maschinenfabrik.de/de/,False,Packer,Palettierer,Transporteure,,,,,,
KALTENBACH GmbH + Co. KG,https://www.kaltenbach.com/de/,False,Ausklinkroboter,Bandsägen,Blechbearbeitungen,Bohren,Fräsen,Lackieren,Bohren,Fräsen,Lackieren
VENTAPP GmbH,https://www.ventapp.de/de/,True,Apparatebauten / Blechfertigungen,Industrieklappen,Ventilatoren,Kantenbiegemaschinen,Lasermaschinen,Schweißmaschinen,Kantenbiegen,Laserschneiden,Schweißen
HEESS GmbH & Co KG,https://www.heess.com,True,Automatisierungskomponenten,Härtemaschinen,Reinigungsanlagen,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Erodieren,Fräsen,Laserschneiden
Zeulenroda Presstechnik GmbH,https://www.zeulenroda-presstechnik.de,True,Hydraulische Pressen,Mechanische Pressen,Spezial-Pressensysteme,Erodiermaschinen,Fräsmaschinen,Stanzmaschinen,Biegen,Prägungen,Schnitte
Grün GmbH Spezialmaschinenfabrik,https://gruen-gmbh.de/de/,False,Absturzsicherungssysteme,Dachgeräte,Straßenbaumaschinen,,,,,,
BEKO TECHNOLOGIES GMBH,https://www.beko-technologies.com/de/,False,Druckluftfilter,Drucklufttrockner,Kondensattechniken,,,,,,
Karl Heesemann Maschinenfabrik,https://www.heesemann.de,False,Schleifmaschinen für Holz,Schleifmaschinen für Metall,Schleifmaschinen für andere Werkstoffe,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen
Engel Deutschland GmbH,https://www.engelglobal.com/de/,True,Automationen,Digitale Lösungen,Spritzgießmaschinen,,,,,,
KASTO Maschinenbau GmbH & Co. KG,https://www.kasto.com/de/,False,Lager,Mehre,Sägen,,,,,,
Manroland Sheetfed GmbH,http://www.manrolandsheetfed.com,False,Druckmaschinen,Drucksysteme,Verbrauchsmaterialien,,,,,,
HIGHYAG Lasertechnologie GmbH,https://ii-vi.com,False,Lasersysteme,Netzwerkkomponenten,Optiken,,,,,,
Dorst Technologies GmbH & Co. KG,https://www.dorst-technologies.com/de/,False,Axiale Pulverpressen,Isostatische Pulverpressen,Kalibrierpressen,,,,,,
Gebrüder Lödige Maschinenbau GmbH,https://www.loedige.de,False,Granuliersysteme,Mischsysteme,Trocknungssysteme,Granulierer,Mischer,Trockner,Granulierungen,Mischungen,Trocknungen
NABERTHERM GmbH,https://nabertherm.com,False,Dentalöfen,Industrielle Öfen,Kunststofföfen,,,,,,
Laempe Mössner Sinto GmbH,https://www.laempe.com,False,3D-Drucker,Kernschießmaschinen,Mischer,,,,,,
Rodriguez GmbH,https://www.rodriguez.de,False,Lineartechniken,Präzisionslager,kundenspezifische Lösungen,,,,,,
Rollon GmbH,https://www.rollon.com,False,Bogenführungen,Linearführungen,Teleskopschienen,,,,,,
TLT-Turbo GmbH,https://www.tlt-turbo.com/de/,False,Mechanische Brüdenverdichtungen,Optimierungen & Wartungen,Services & Supports,,,,,,
DIENST Packsystems GmbH,https://www.dienst-packsystems.de,False,Horizontale Kartonierer,Top Loads,Vertikale Kartonierer,,,,,,
sera GmbH,https://www.sera-web.com,False,Dosiersysteme,Pumpentechnologien,Wasserstofftechnologien,,,,,,
WEBER Schraubautomaten GmbH,https://www.weber-online.com,False,Handschrauber,Stationärschrauber,Steuerungstechniken,,,,,,
HEGENSCHEIDT-MFD GmbH,https://www.hegenscheidt-mfd.com,False,Komplettlösungen,Maschinen zur Radsatzbearbeitung,Walzmaschinen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Metallbearbeitungen,Montagen,Oberflächenbehandlungen
ab-Apparatebau Berghaus GmbH,https://www.ab-berghaus.de,True,Blechverarbeitungen,Laserschneidungen,Stanzen,Kantmaschinen,Laserschneidmaschinen,Roboter-Schweißmaschinen,Hochpräzise Messungen,Kanten und Umformungen,Manuelle Schweißverfahren
Schmalenberger GmbH + Co. KG,https://schmalenberger.de,False,Kreiselpumpen,Pumpen für Oberflächentechnik und Reinigungsanlagen,Pumpen für Werkzeugmaschinen,,,,,,
HURCO GmbH Werkzeugmaschinen,https://www.hurco.de,False,CNC-Bearbeitungszentren,CNC-Drehmaschinen,CNC-Steuerungen,Bearbeitungszentren,Drehmaschinen,Fräsmaschinen,Automatisierungen,Drehen,Fräsen
Troester GmbH & Co. KG,https://www.troester.de,False,Gummiprodukte,Kabelprodukte,Verbindungskomponenten,,,,,,
SOMAtic GmbH,https://www.somatic-gmbh.de,False,Montagevollautomaten – auch für schnelle Montagezyklen,Teilautomaten mit Handbestückung bzw. Handentnahme,komplexe Gesamtanlagen aus verketteten Montagevollautomaten,,,,,,
Schmid GmbH Maschinenbau,https://www.schmid-maschinen.de,False,Bearbeitungszentren,Flexible Fertigungssysteme,Sonder-Werkzeugmaschinen,,,,,,
Kordel Antriebstechnik GmbH,https://www.kordel.de,False,Antriebstechnologien,Getriebesysteme,Getriebetechnologien,,,,,,
Pfaff-silberblau,https://www.pfaff-silberblau.com,False,Antriebskomponenten,Elektroseilwinden,Hubtische,,,,,,
