Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
Semperit Profiles Deggendorf GmbH,https://www.semperitprofiles.com,False,Dichtungen,Fenster,Rahmen,,,,,,
SLG Kunststoff GmbH,https://www.slg-kunststoff.de,False,Kunststoffspritzgussteile,,,Spritzgussmaschinen,,,Spritzgießens,,
WEIDPLAS Germany GmbH,https://weidplas.com/de/,False,Lösungen,Oberflächen,Systeme,,,,,,
IPT - Pergande Gesellschaft,http://www.pergande.de,True,Entstaubungstechniken,Filteranlagen,Wirbelschicht-Anlagen,,,,Granulationen,Trocknungen,Verpackungen
Aldoplastic GmbH & Co. KG,https://www.aldoplastic.de,False,Dehnschläuche,Flachfolien,Schrumpfschläuche,Druckmaschinen,Extrusionsmaschinen,Konfektionierungsautomaten,Drucken,Extrudierungen,Konfektionierungen
ROMIRA Gesellschaft für Vertrieb,https://www.romira.de,False,CRE.ACTIVE-Lösungen,Mischungen,Verbindungen,,,,,,
Fibox GmbH,http://www.fibox.de,False,Gehäuse,Lösungen,Schutzsysteme,,,,,,
Riel Kunststoffverarbeitung,https://www.riel.de,False,Montagetechniken,Präzisionsformenbauten,Spritzgüsse,,,,Formenbauten,Montagen,Spritzgießens
Gentner GmbH,https://www.gentner-gmbh.de,True,Belederungen,Lackierungen,Spritzgussteile,Lackieranlagen,Montagemaschinen,Spritzgussmaschinen,Lackierens,Montagen,Spritzgießens
Metak GmbH & Co. KG,https://www.metak.de,True,Baugruppen,Oberflächenveredelungen,Spritzgussteile,3D-Drucker,Spritzgießmaschinen,Werkzeugmaschinen,Montagen,Oberflächenbehandlungen,Spritzgießens
RF Plast GmbH,http://www.rf-plast.de,True,Komponenten,Produkte,Werkzeuge,Montagemaschinen,Spritzgussmaschinen,Werkzeugmaschinen,Montagen,Spritzgießens,Werkzeugbauten
HEMA Maschinen- und Apparateschutz GmbH,https://www.hema-group.com,False,Klemmsysteme,Schutzsysteme,Sichtsysteme,,,,,,
KABO-PLASTIC GmbH,https://www.kabo-plastic.de,True,Kunststoffteile,Spritzgussteile,Zweikomponenten-Spritzgussteile,Automatisierungsmaschinen,Spritzgussmaschinen,Thermoplastemaschinen,Automatisierungen,Spritzgießens,Thermoplastverarbeitungen
BBP Kunststoffwerk Marbach Baier GmbH,https://www.bbp-online.de,True,Büromöbel,Formenbauten,Kunststoffteile,Fräsmaschinen,Laserschneidmaschinen,Spritzgießmaschinen,Fräsens,Laserschneidens,Spritzgießens
emano Kunststofftechnik GmbH,https://www.emano.de,False,Leistungen,Produkte,Werkzeugbauten,,,,Kunststoffrotationen,Kunststofftechniken,Rotationsgüsse
STAR Piping Systems GmbH,http://www.star-kunststoffe.de,False,Formteile,Maschinen,Rohrsysteme,Elektroschweißgeräte,Schälgeräte,Stumpfschweißmaschinen,Extrusionen,Montagen,Schweißungen
M + S Silicon GmbH & Co. KG,https://www.ms-silicon.de,False,Silicon-Profile,Silicon-Schläuche,Silicon-Schäume,,,,,,
Bergmann Spritzguss und Formenbau,https://spritzguss-bergmann.de,True,Konstruktionen,Projektmanagemente,Werkzeugbauten,Lasermaschinen,Montagemaschinen,Spritzgussmaschinen,Laserschneidens,Montagen,Spritzgießens
