Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
MHT Mold & Hotrunner Technology AG,https://www.mht-ag.de,True,Anlagen,Heißkanal-Systeme,Maschinen,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Blechbearbeitung,Kunststoffverarbeitung,Metallbearbeitung
DREISTERN GmbH & Co. KG,http://www.dreistern.com,True,After-Sales-Services,Profiliermaschinen,Rollforming-Systeme,Drehmaschinen,Fräsmaschinen,Profiliermaschinen,Kunststoffverarbeitung,Metallbearbeitung,Montageprozesse
Gesellschaft für Oeltechnik mbH,http://www.oeltechnik.com,True,Filteranlagen,Kondensationsanlagen,Kühlsysteme,Blechbearbeitungsmaschinen,Drehmaschinen,Fräsmaschinen,Metallbearbeitung,Montage,Oberflächenbehandlung
Stahl- und Drahtwerk Röslau GmbH,https://www.roeslau-draht.com,False,Drahtgeflechte,Drahtprodukte,Federstahldrähte,Biege- und Formmaschinen,Drahtziehmaschinen,Kaltziehmaschinen,Biegen,Drahtziehen,Kaltziehen
Motortech GmbH,https://www.motortech.de,True,Gasmotorsteuerungssysteme,Gemischregelungssysteme,Sensoren,CNC-Bearbeitungszentren,Drehmaschinen,Fräsmaschinen,Elektronikfertigung,Kunststoffverarbeitung,Metallbearbeitung
Hedelius Maschinenfabrik GmbH,https://www.hedelius.de,True,Bearbeitungszentren,Erodiermaschinen,Fräsmaschinen,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,CNC-Bearbeitung,Metallbearbeitung,Oberflächenbehandlung
F. Zimmermann GmbH,https://www.f-zimmermann.com,False,Bearbeitungszentren,CNC Portalfräsmaschinen,Erodiermaschinen,Erodiermaschinen,Fräsmaschinen,Horizontalbearbeitungszentren,Erodieren,Fräsen,Kunststoffverarbeitung
Weitmann & Konrad GmbH & Co KG,https://weko.net/de/,False,Flüssigkeitsauftrag,Puderauftrag,Zubehör,Auftragsmaschinen,Sprühmaschinen,,Beschichtungsprozesse,Druckverarbeitung,
Dietze & Schell Maschinenfabrik GmbH & Co. KG,,True,Schneidanlagen,Spulmaschinen,Texturiermaschinen,Parallelwickler,Präzisionswickler,Verpackungsbandwickler,Schneiden,Texturierung,Wickeln
Betafence GmbH,https://www.betafence.de,False,Gabionen,Sicherheitslösungen,Tore,Biegemaschinen,Pulverbeschichtungsanlagen,Schneidemaschinen,Metallbearbeitung,Oberflächenbehandlung,Pulverbeschichten
REKERS GmbH Maschinen- und Anlagenbau,,False,Betonmisch- und Transportanlagen,Handling Steinformanlagen,Steinformmaschinen,Betonmischanlagen,Handling Systeme,Steinformmaschinen,Form- und Stempelprozesse,Misch- und Dosierprozesse,Veredelungsprozesse
Heinzler Maschinenbau GmbH,https://heinzler-maschinenbau.de/,True,Bleigießerei,Lohnfertigung,,Drehmaschinen,Fräsmaschinen,Schweißanlagen,Drehen,Fräsen,Schweißen
BMI - Bundesverband der Maschinenringe e.V.,https://www.bmi.de/de/,False,Beratung und Unterstützung für Landwirte,Dienstleistungen im Agrarbereich,Laser-Messzeuge,Biegemaschinen,Bodenbearbeitungsmaschinen,Fräsmaschinen,Agrarproduktion,Holzbearbeitung,Kunststoffverarbeitung
Mogatec GmbH,https://www.mogatec.de/de/,True,Gartengeräte,Heckenscheren,OEM Fertigung,Drehmaschinen,Fräsmaschinen,Laserschneidmaschinen,Kunststoffverarbeitung,Metallbearbeitung,Montage
HAMMEL Recyclingtechnik GmbH,https://www.hammel.de/index.php/de/,False,Siebtechnik,Sortiertechnik,Zerkleinerer,Siebmaschinen,Sortieranlagen,Zerkleinerungsmaschinen,,,
Howden,https://www.howden.com,False,Kompressoren,Lösungen für die Luft- und Gasbehandlung,Ventilatoren,Biegemaschinen,Fräsmaschinen,Schweißmaschinen,Bearbeitung,Montage,Schweißen
ProKASRO Mechatronik GmbH,https://www.prokasro.de,True,Blechbearbeitung,Lohnfertigung,TV-Inspektionssysteme,Drehmaschinen,Fräsmaschinen,Hydrauliksysteme,Blechbearbeitung,Kunststoffverarbeitung,Metallbearbeitung
Leonhard Breitenbach GmbH,https://www.breitenbach.de,True,Kalanderwalzen,Kunststoffverpackungen,Mischwalzen,Blasformmaschinen,CNC-Maschinen,Gießmaschinen,Blasformen,CNC-Bearbeitung,Schleudergussverfahren
ASTOR Schneidwerkzeuge GmbH,http://www.astorblades.de,False,Abschneidemesser,Aufschnittmesser,Fräswerkzeuge,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Kunststoffverarbeitung,Metallbearbeitung,Wärmebehandlung
Elektrowerkzeuge GmbH Eibenstock,https://www.eibenstock.com/de/,False,Antriebe & Motoren,Elektrowerkzeuge,Zubehör,,,,,,
Ring Maschinenbau GmbH,,True,Perforiermaschinen,Präge- und Sondermaschinen,Stanzmaschinen,CNC-Maschinen,Erodiermaschinen,Fräsmaschinen,Perforation,Prägen,Stanzen
ZECHA Hartmetall-Werkzeugfabrikation GmbH,,False,Blank- und Formwerkzeuge,Kundenspezifische Werkzeuge,Präzisions-Mikrowerkzeuge,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Metallbearbeitung,Oberflächenbehandlung,Präzisionsbearbeitung
Auerhammer Metallwerk GmbH,http://www.auerhammer.com,True,Kabel,Leitungen,Metallbänder,Extrusionsmaschinen,Montageanlagen,Plattiermaschinen,Glühen,Kaltwalzen,Kunststoffverarbeitung
Emil Prinzing & Söhne GmbH & Co. KG,https://www.map-prinzing.de/,True,Maschinenbetten,Maschinenverkleidungen,Montierte Baugruppen,Blechbearbeitungsmaschinen,CNC-Großbearbeitungszentren,Fräsmaschinen,Lackierung,Mechanische Fertigung,Schweißkonstruktionen
Pacoma GmbH,https://www.pacoma.com/,False,Doppeltwirkende Zylinder,Hydraulikzylinder,Tandemzylinder,,,,Metallbearbeitung,Oberflächenbehandlung,Schweißen
PRG Präzisions-Rührer GmbH,www.prg-gmbh.de,True,Engineering & Consulting,Lohnfertigung,Rühranlagen,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,CNC-Bearbeitung,Montage,Oberflächenbehandlung
Weber Maschinenbau GmbH,www.weberweb.com,False,Automationslösungen,Linienlösungen für die Lebensmittelindustrie,Online-Marketing,Automatisierungssysteme,Slicer,Verpackungsmaschinen,Automatisierte Produktvorbereitung,Grafikdesign,Schneiden
bavius technologie gmbh,www.bavius-technologie.com,False,5-Achs Bearbeitungszentren,Horizontal-Bearbeitungszentren,Profil-Bearbeitungszentren,Erodiermaschinen,Fräsmaschinen,,CNC-Bearbeitung,Hochgeschwindigkeits-Zerspanung,Systemanalyse
TITAN Umreifungstechnik GmbH & Co. KG,https://www.titan-schwelm.de,True,Handgeräte,Lohnfertigung,Stahlbau,Drehmaschinen,Fräsmaschinen,Handgeräte,Blechbearbeitung,Kunststoffverarbeitung,Metallbearbeitung
voestalpine Wire Germany GmbH,https://www.voestalpine.com/,False,Eisenbahninfrastruktur,Stahlprodukte,Systemlösungen,Erodiermaschinen,Fräsmaschinen,Schweißmaschinen,Kaltverformung,Stahlproduktion,Warmverformung
EMERSON Technologies GmbH & Co. OHG,https://www.emerson.com/,False,Ingenieurdienstleistungen,Technologien,,,,,,,
S. Müller GmbH & Co. Werkzeugbau KG,http://www.wzb-mueller.de/,False,Baugruppen,Systeme,kunststoffgebundene Magneten,Spritzgussmaschinen,,,Kunststoffverarbeitung,,
Kadant PAAL GmbH,https://www.kadantpaal.com/de/,False,Ballenpressen,Förderbänder,,Ballenpressen,Förderanlagen,,Kunststoffverarbeitung,Metallbearbeitung,
Meeraner Dampfkesselbau GmbH,https://www.mdkb.de,True,Dampfkessel,Druckteile,Industriegeräte,Drehmaschinen,Fräsmaschinen,Laserschneidmaschinen,Biegen,Drehen,Fräsen
Peiner Smag Lifting Technologies GmbH,http://www.peiner-smag.com,True,Greifer,Hebetechniken,Krananlagen,Blechbearbeitungsmaschinen,Fräsmaschinen,Montagemaschinen,Metallbearbeitung,Montage,Oberflächenbehandlung
WOLL MASCHINENBAU GmbH,http://www.woll-maschinenbau.de/,False,Automatisierungslösungen,Prozessintegration,Robotik,Automatisierungssysteme,Mess- und Prüfsysteme,,Metallbearbeitung,Robotik-Integration,Verfahrenstechnik
KLN Ultraschall AG,https://www.kln.de,True,Blisterverpackungen,Industrielle Reinigungstechnik,Kunststoffverbindungstechnik,Blistermaschinen,Heizelementschweißmaschinen,Spritzgussmaschinen,Blisterverpackung,Heizelementschweißen,Heißluftnieten
Heller Tools GmbH,,False,Beton- & Steinbohrer,Diamantprodukte,Hammerbohrer,Bohrmaschinen,Fräsmaschinen,Schleifmaschinen,Bohren,Fräsen,Schleifen
Pulsotronic Anlagentechnik GmbH,http://www.pulsotronic-anlagentechnik.de,True,Automatisierungslösungen,Metalldetektoren,Optische Inspektion,Drehmaschinen,Fräsmaschinen,Schweißmaschinen,Lötprozesse,Metallbearbeitung,Montage
Haensel Processing GmbH,https://www.haensel-processing.de,True,Automatisierungslösungen,Individuelle Lösungen für Süßwaren,Maschinen zur Herstellung von Süßwaren,Drehmaschinen,Fertigkocher,Fräsmaschinen,CNC-Bearbeitung,Kochprozess,Kontinuierliche Herstellung
Alfred Konrad Veith GmbH & Co. KG,,False,Federelemente,Formenbau,Stanztechnik,Differenzwegpressen,Exzenterpressen,Gleitschleifanlagen,Kunststoffverarbeitung,Metallbearbeitung,
Hubl GmbH,https://www.hubl-gmbh.de/,True,Edelstahl-Blechverarbeitung,Engineering,Systemlieferant,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Lasern,Stanzen,Umformen
SUCO Robert Scheuffele GmbH & Co. KG,https://www.suco.de,True,Drehgeber,Druckschalter,Drucktransmitter,Blechbearbeitungsmaschinen,Drehmaschinen,Druckmesszellen,Kalibrierung,Metallbearbeitung,Montage
SD Automotive GmbH,https://www.sd-automotive.de/,True,Automotive Komponenten,Fahrzeug-Zubehör,Karosseriebau,Drehmaschinen,Fräsmaschinen,Lasermaschinen,CNC-Bearbeitung,Kunststoffverarbeitung,Metallbearbeitung
DALEX GmbH & Co. KG,https://www.dalex.de,False,E-Commerce Plattformen,Logistiklösungen,Schweißmaschinen,Automatisierungstechnik,Datenbankserver,Schweißmaschinen,Buckelschweißen,Punktschweißen,Systemintegration
Fessmann GmbH und Co KG,https://www.fessmann.com,False,Automatisierungslösungen,Backanlagen,Fleischereimaschinen,Heißluftgaren,Kochkessel,Kühlanlagen,Backen,Kochen,Kühlen
Hassia Verpackungsmaschinen GmbH,https://www.ima.it,True,Automatisierungslösungen,Holzbearbeitungsmaschinen,Verpackungsmaschinen,Erodiermaschinen,Fräsmaschinen,Füllmaschinen,Formen,Füllen,Holzbearbeitung
"Davis-Standard, LLC",https://www.davis-standard.com,True,Blown Film,Coatings,Converting solutions,Blasformmaschinen,Coating Maschinen,Converting Maschinen,Beschichtungsverfahren,Blasformen,Folienextrusion
Norican Group,https://www.noricangroup.com/,False,Aluminiumdruckguss,Automatisierungslösungen,Gießereitechnologien,Gießanlagen,Gießmaschinen,Mischanlagen,Automatisierung,Gießen,Mischen
Herbert Maschinenbau GmbH & Co. KG,https://www.herbert.eu/,True,Formen,Maschinen,Reifenformcontainer,CNC-Drehen,CNC-Fräsen,Reifenheizpressen,Konstruktion,Metallbearbeitung,Vulkanisation
TampoPrint GmbH,http://www.tampoprint.de,True,Automationen,Lasermaschinen,Sondermaschinen,Lasermaschinen,Serienmaschinen,Tampondruckmaschinen,Laserkennzeichnung,Siebdruck,Tampondruck
Gruse Maschinenbau GmbH & Co. KG,https://www.gruse.de,False,Betriebs- und Lagereinrichtungen,Hebelösungen,Hubtische,Blechbearbeitungsmaschinen,CNC-Maschinen,Fräsmaschinen,Blechbearbeitung,Kunststoffverarbeitung,Metallbearbeitung
LEMO Maschinenbau GmbH,https://www.lemo-maschinenbau.com/,False,Folienschweißmaschinen,Folienverpackungsmaschinen,Verpackungslösungen,Automatisierte Hülsenzuführungen,Folienschweißmaschinen,Verpackungsmaschinen,Kunststoffverarbeitung,,
RAMPP Maschinenbau GmbH & Co. KG,https://www.rampp.de/,True,Fräsen,Lackiererei,Stahlbau,Bandsägen,Bohrmaschinen,Fräsmaschinen,Fräsen,Metallbearbeitung,Schweißen
Franz Tölke GmbH,,False,Capping Maschinen,Füllmaschinen,Sondermaschinen,Füllmaschinen,Montagemaschinen,Sortieranlagen,Füllung,Montage,Sortierung
Wilhelm Vogel GmbH Antriebstechnik,https://www.vogel-antriebe.de,True,Antriebssysteme,Getriebe,Motoren,Drehmaschinen,Fräsmaschinen,Montagemaschinen,Metallbearbeitung,Montage,Oberflächenbehandlung
Romaco Group,,False,Granulationsmaschinen,Verarbeitungsmaschinen,Verpackungsmaschinen,Blistermaschinen,Füllmaschinen,Tischpressen,Coating,Granulation,Tablettierung
ZGG - Zeitzer Guss GmbH,https://www.silbitz-group.com,True,Gussteile für Antriebssysteme,Gussteile für Windkraftanlagen,Lohnfertigung,CNC-Maschinen,Drehmaschinen,Erodiermaschinen,CNC-Bearbeitung,Gussverfahren,Mechanische Bearbeitung
Sumitomo Electric Hartmetallfabrik GmbH,https://www.sumitomotool.com/,False,CBN-Werkzeuge,Schneidwerkzeuge,Werkzeughalter,Bohrmaschinen,Drehmaschinen,Fräsmaschinen,Metallbearbeitung,,
Scheppach GmbH,https://www.scheppach.com/,False,Elektrowerkzeuge,Maschinen,Werkzeuge,Fräsmaschinen,Kompressoren,Laser-Stanzmaschinen,Holzbearbeitung,Metallbearbeitung,
Wickeder Westfalenstahl GmbH,,True,Metallbänder,Plattierte Werkstoffe,Thermobimetalle,CNC-Blechbearbeitungsmaschinen,Laserschneidmaschinen,Wasserstrahlschneidmaschinen,Blechbearbeitung,Fotochemisches Ätzen,Polymerbeschichtung
Bijur Delimon International,,False,Schmiermittel,Schmiersysteme,Ölumlaufsysteme,Pumpen,Steuergeräte,Verteilerelemente,Holzbearbeitung,Kunststoffverarbeitung,Metallbearbeitung
Meusburger Georg GmbH & Co KG,https://www.meusburger.com,True,Die sets,Mould bases,Plates & bars,Erodiermaschinen,Fräsmaschinen,Spritzgießmaschinen,Kunststoffverarbeitung,Metallbearbeitung,
Weitkowitz GmbH,https://www.weitkowitz.de,True,Erdungsprodukte,Kabelprodukte,Kabelschuhe,Biegeautomaten,Drehmaschinen,Fräsmaschinen,Kunststoffverarbeitung,Metallbearbeitung,Montage
Gardner Denver Schopfheim GmbH,http://www.gardnerdenver.com,False,Blowers,Kompressoren,Luftkompressoren,Blowers,Drehmaschinen,Fräsmaschinen,Kunststoffverarbeitung,Metallbearbeitung,Montage
KARL SCHNELL GmbH & Co. KG,https://www.karlschnell.de,True,Abfüllmaschinen,Etikettiermaschinen,Feinstzerkleinerer,Brecher,Erhitzungssysteme,Etikettiermaschinen,Abfüllung,Mischprozesse,Montage
Dipl.-Ing. Herwarth Reich GmbH,http://www.reich-kupplungen.com,True,Antriebselemente,Kupplungen,Wellen,CNC-Bearbeitungszentren,Drehmaschinen,Fräsmaschinen,Gummi Verarbeitung,Kunststoffverarbeitung,Metallbearbeitung
Metso Outotec Germany GmbH,https://www.mogroup.com,False,Beratungsdienstleistungen,Dienstleistungen,Ersatz- und Verschleißteile,Brecher,Förderer,Siebe,Fördern,Sieben,Webentwicklung
ABP Induction Systems GmbH,https://abpinduction.com/,False,Digitale Lösungen,Induktionsanlagen,Induktionshärtsysteme,Erwärmungsanlagen,Härtungsanlagen,Induktionsöfen,Erwärmen,Gießen,Induktionshärten
Wickert Maschinenbau GmbH,,False,Composite Pressen,Elastomer Pressen,Schleifscheiben Pressen,Automatisierungssysteme,Hydraulikpressen,Vulkanisationspressen,Kunststoffverarbeitung,Metallverarbeitung,Verbundstoffverarbeitung
JBT Corporation,https://www.jbtc.com/,False,Automatisierungslösungen,Finanzierungsoptionen,Lebensmittelverarbeitungsgeräte,Automatisierungssysteme,Verarbeitungsanlagen,Verpackungslinien,Automatisierung,Finanzierung,Lebensmittelverarbeitung
PLAMAG GmbH,http://www.plamag.com/de/,True,Komponentenfertigung,Lohnfertigung,,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen
Carl KRAFFT & Söhne GmbH & Co. KG,https://www.krafft-walzen.com/de/,False,,,,,,,,,
Hofmann Maschinen- und Anlagenbau GmbH,https://www.hofmannmaschinen.com,True,Auswuchttechnik,Reifenprüfmaschinen,Rädermontagelinien,Auswuchtmaschinen,Drehmaschinen,Fräsmaschinen,Kunststoffverarbeitung,Metallbearbeitung,Montage
Wolfcraft GmbH,https://www.wolfcraft.com,False,Befestigungstechnik,Handwerkzeuge,Maschinenzubehör,Bohrmaschinen,Fräsmaschinen,Spritzgussmaschinen,Holzbearbeitung,Kunststoffverarbeitung,Metallbearbeitung
Schirmer Maschinen GmbH,http://www.schirmer-maschinen.com,True,Bearbeitungszentren,Beratung und Planung von Produktionslösungen,CNC-Maschinen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Automatisierte Fertigung,CNC-Bearbeitung,Drehen
Scheugenpflug GmbH,https://www.scheugenpflug-dispensing.com/,False,Adhesive Bonding,Dispensing,Potting,Dispensers,Inspection Systems,Potting Systems,Dispensing,Potting,Sealing
Schuster Maschinenbau GmbH,https://www.schuster-maschinenbau.de/,True,Automatisierungslösungen,Drehmaschinen,Individuelle Fertigungslösungen,Automatisierungstechnik,Drehmaschinen,,CNC-Bearbeitung,Montage,Qualitätssicherung
Hoerburger GmbH,https://www.hoerburger.de/,True,Energiemanagement,Fenster,Gebäudeautomation,Automationsstationen,Fräsmaschinen,Montagemaschinen,Holzbearbeitung,Montage,Oberflächenbehandlung
Terrot GmbH,https://www.terrot.de/de/,False,Maschinen für Badebekleidung,Maschinen für technische Textilien,Rundstrickmaschinen,Rundstrickmaschinen,,,Strickverfahren,,
Klaus Baier GmbH & Co. KG Werkzeugbau & Stanzteileproduktion,http://www.klausbaier.de/,True,Anlagenbau,Baugruppen,Sondermaschinen,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Biegen,Fräsen,Metallbearbeitung
Hartmetall-Werkzeugfabrik Paul Horn GmbH,,True,Drehwerkzeuge,Fräswerkzeuge,Zerspanungswerkzeuge,Drehmaschinen,Fräsmaschinen,Langdrehmaschinen,Bohren,Drehen,Fräsen
Weisskopf Werkzeuge GmbH,https://www.weisskopf-tools.de,True,Befestigungselemente,Bohrer,Fräser,5-Achs-Werkzeugschleifmaschinen,Drehmaschinen,Fräsmaschinen,Metallbearbeitung,Montage,Oberflächenbehandlung
Rhewum GmbH,https://www.rhewum.com/de/,False,Fördertechnik,Siebmaschinen,,Linearschwingmaschinen,Siebmaschinen mit doppeltfrequentem Antrieb,Vibrationssiebe,Holzbearbeitung,Kunststoffverarbeitung,Metallbearbeitung
HYFRA Industriekühlanlagen GmbH,,False,Durchlaufkühler,Eintauchkühler,Kühlwasser-Rückkühler,Kühlanlagen,,,Filtration,Kunststoffverarbeitung,Metallbearbeitung
Albrecht GmbH,www.albrecht-solingen.de,False,,,,,,,,,
DESCH Antriebstechnik GmbH & Co. KG,https://www.desch.com/de/,False,,,,,,,,,
Chr. Höver & Sohn GmbH & Co. KG,www.hoever-sohn.com,True,Fertigungsteile,Sonderlösungen,Werkzeugbau,CNC-gesteuerte Maschinen,Drehmaschinen,Erodiermaschinen,Blechbearbeitung,CNC-Bearbeitung,Schmieden
Feige Filling GmbH,https://www.feige.com/,False,Füllsysteme für flüssige Produkte,Füllsysteme für pastöse Produkte,Serviceleistungen im Bereich Fülltechnik,Füllmaschinen,Waagen,,,,
Ruwac Industriesauger GmbH,https://www.ruwac.de,False,Absauganlagen,Akkusauger,Filteranlagen,Entstauber,Filteranlagen,Nassabscheider,Kunststoffverarbeitung,Lebensmittelproduktion,Metallbearbeitung
Steeltec GmbH,https://steeltec-group.com/,False,Engineering steels,Stainless steels,Tool steels,Elektrolichtbogenöfen,Erodiermaschinen,Fräsmaschinen,Stahlproduktion,Stahlverarbeitung,Wärmebehandlung
Gebhardt - Stahl - GmbH,https://www.gebhardt-stahl.de,True,Bauelemente,Lufttechnik,Metallkonstruktionen,Blechbearbeitungsmaschinen,Fräsmaschinen,Rollformmaschinen,Biegen,Kaltwalzen,Laserschweißen
Jakob Lach GmbH & Co. KG,https://www.lach-diamant.de,True,CBN-Werkzeuge,CNC-Bearbeitungswerkzeuge,Diamantwerkzeuge,Erodiermaschinen,Fräsmaschinen,Schärfmaschinen,Bohren,Drehen,Fräsen
Lapmaster Wolters GmbH,https://www.peter-wolters.de,True,Consumables,Halbleitertechnologien,Lohnfertigungsdienstleistungen,Erodiermaschinen,Fräsmaschinen,Poliermaschinen,Kunststoffverarbeitung,Metallbearbeitung,Polierverfahren
Breitner Abfüllenanlagen GmbH,https://www.breitner-abfuellanlagen.de,False,Abfüllanlagen,Dosieranlagen,Flaschenaufsteller,Dosiermaschinen,Flaschenaufsteller,Füllmaschinen,Abfüllprozess,CIP (Cleaning in Place),Dosierprozess
Kubat Mechanik GmbH,https://kubat-mechanik.de/,True,Automationstechnik,Engineering-Leistungen,,Drehmaschinen,Fräsmaschinen,Wasserstrahlschneider,Drehen,Fräsen,Schweißen
ISEL Germany AG,http://www.isel.com,True,3D-Drucksysteme,Automatisierung,Automatisierungstechnik,3D-Drucker,CNC-Fräsmaschinen,Drehmaschinen,3D-Druck,CNC-Bearbeitung,Holzbearbeitung
Johannes Hübner,https://www.huebner-giessen.com/,False,Drehgeber-Systeme,Drehgeber-Zubehör,Motoren und Generatoren,Bearbeitungsmaschinen,Montageanlagen,Prüfmaschinen,Bearbeitung,Montage,Prüfung
ESAB Welding & Cutting GmbH,https://esab.com/de/,False,Consumables,Cutting products,Welding products,,,,,,
R. Scheuchl GmbH,https://www.scheuchl.de/,False,Energietechnik,Gießereitechnik,Verfahrenstechnik,Gießmaschinen,Sonderanlagen,Verfahrenstechnik Anlagen,Gießen,Kühlen,Reinigen
Dr. Ing. Max Schlötter GmbH & Co. KG,https://www.schloetter.de,True,Chemische Produkte,Fertigungslösungen,Galvanochemie,Beizanlagen,Chemische Anlagen,Drehmaschinen,Chemische Metallabscheidung,Drehen,Elektrolyse
Dillenberg GmbH & Co. KG,https://www.dilco.de/,True,Fertigungsteile,Gießereiprodukte,Präzisionskomponenten,Drehmaschinen,Fräsmaschinen,Gießmaschinen,Drehbearbeitung,Finish-Bearbeitung,Sandguss
Josef Blässinger GmbH + Co KG,http://www.blaessinger.com,True,Automatisierungslösungen,Gleitlager,Lineartechnik,Drehmaschinen,Fräsmaschinen,,CNC-Bearbeitung,Holzbearbeitung,Kunststoffverarbeitung
Heinz Berger Maschinenfabrik GmbH & Co. KG,https://www.bergergruppe.de,True,Erodieren,Fräsen,Poliermaschinen,CNC-Maschinen,Erodiermaschinen,Fräsmaschinen,Holzbearbeitung,Kunststoffverarbeitung,Metallbearbeitung
Sirch Behältertechnik GmbH,www.sirch.com,False,Agrartechnik,Containerbau,Feuerwehrtechnik,Fräsmaschinen,Lackieranlagen,Sägemaschinen,Holzbearbeitung,Metallbearbeitung,Oberflächenbehandlung
Wälischmiller Engineering GmbH,https://www.hwm.com,True,Handling-Systeme,Manipulatoren,Messgeräte,Drehmaschinen,Fräsmaschinen,Laserschneidmaschinen,Kunststoffverarbeitung,Metallbearbeitung,Montage
