Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
PRG Präzisions-Rührer GmbH,www.prg-gmbh.de,True,Engineering & Consulting,Lohnfertigung,Rühranlagen,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,CNC-Bearbeitungen,Montagen,Oberflächenbehandlungen
Weber Maschinenbau GmbH,www.weberweb.com,False,Automationslösungen,Linienlösungen für die Lebensmittelindustrie,Online-Marketing,Automatisierungssysteme,Slicer,Verpackungsmaschinen,Automatisierte Produktvorbereitungen,Grafikdesign,Schneiden
bavius technologie gmbh,www.bavius-technologie.com,False,5-Achs Bearbeitungszentren,Horizontal-Bearbeitungszentren,Profil-Bearbeitungszentren,Erodiermaschinen,Fräsmaschinen,,CNC-Bearbeitungen,Hochgeschwindigkeits-Zerspanungen,Systemanalysen
TITAN Umreifungstechnik GmbH & Co. KG,https://www.titan-schwelm.de,True,Handgeräte,Lohnfertigung,Stahlbau,Drehmaschinen,Fräsmaschinen,Handgeräte,Blechbearbeitungen,Kunststoffverarbeitungen,Metallbearbeitungen
voestalpine Wire Germany GmbH,https://www.voestalpine.com/,False,Eisenbahninfrastruktur,Stahlprodukte,Systemlösungen,Erodiermaschinen,Fräsmaschinen,Schweißmaschinen,Kaltverformungen,Stahlproduktionen,Warmverformungen
EMERSON Technologies GmbH & Co. OHG,https://www.emerson.com/,False,Ingenieurdienstleistungen,Technologien,,,,,,,
S. Müller GmbH & Co. Werkzeugbau KG,http://www.wzb-mueller.de/,False,Baugruppen,Systeme,kunststoffgebundene Magneten,Spritzgussmaschinen,,,Kunststoffverarbeitungen,,
Kadant PAAL GmbH,https://www.kadantpaal.com/de/,False,Ballenpressen,Förderbänder,,Ballenpressen,Förderanlagen,,Kunststoffverarbeitungen,Metallbearbeitungen,
Meeraner Dampfkesselbau GmbH,https://www.mdkb.de,True,Dampfkessel,Druckteile,Industriegeräte,Drehmaschinen,Fräsmaschinen,Laserschneidmaschinen,Biegen,Drehen,Fräsen
Peiner Smag Lifting Technologies GmbH,http://www.peiner-smag.com,True,Greifer,Hebetechniken,Krananlagen,Blechbearbeitungsmaschinen,Fräsmaschinen,Montagemaschinen,Metallbearbeitungen,Montagen,Oberflächenbehandlungen
WOLL MASCHINENBAU GmbH,http://www.woll-maschinenbau.de/,False,Automatisierungslösungen,Prozessintegration,Robotik,Automatisierungssysteme,Mess- und Prüfsysteme,,Metallbearbeitungen,Robotik-Integrationen,Verfahrenstechniken
KLN Ultraschall AG,https://www.kln.de,True,Blisterverpackungen,Industrielle Reinigungstechnik,Kunststoffverbindungstechnik,Blistermaschinen,Heizelementschweißmaschinen,Spritzgussmaschinen,Blisterverpackungen,Heizelementschweißen,Heißluftnieten
Heller Tools GmbH,,False,Beton- & Steinbohrer,Diamantprodukte,Hammerbohrer,Bohrmaschinen,Fräsmaschinen,Schleifmaschinen,Bohren,Fräsen,Schleifen
Pulsotronic Anlagentechnik GmbH,http://www.pulsotronic-anlagentechnik.de,True,Automatisierungslösungen,Metalldetektoren,Optische Inspektion,Drehmaschinen,Fräsmaschinen,Schweißmaschinen,Lötprozessen,Metallbearbeitungen,Montagen
Haensel Processing GmbH,https://www.haensel-processing.de,True,Automatisierungslösungen,Individuelle Lösungen für Süßwaren,Maschinen zur Herstellung von Süßwaren,Drehmaschinen,Fertigkocher,Fräsmaschinen,CNC-Bearbeitungen,Kochprozesse,Kontinuierliche Herstellungen
Alfred Konrad Veith GmbH & Co. KG,,False,Federelemente,Formenbau,Stanztechnik,Differenzwegpressen,Exzenterpressen,Gleitschleifanlagen,Kunststoffverarbeitungen,Metallbearbeitungen,
Hubl GmbH,https://www.hubl-gmbh.de/,True,Edelstahl-Blechverarbeitung,Engineering,Systemlieferant,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Lasern,Stanzen,Umformen
SUCO Robert Scheuffele GmbH & Co. KG,https://www.suco.de,True,Drehgeber,Druckschalter,Drucktransmitter,Blechbearbeitungsmaschinen,Drehmaschinen,Druckmesszellen,Kalibrierungen,Metallbearbeitungen,Montagen
SD Automotive GmbH,https://www.sd-automotive.de/,True,Automotive Komponenten,Fahrzeug-Zubehör,Karosseriebau,Drehmaschinen,Fräsmaschinen,Lasermaschinen,CNC-Bearbeitungen,Kunststoffverarbeitungen,Metallbearbeitungen
DALEX GmbH & Co. KG,https://www.dalex.de,False,E-Commerce Plattformen,Logistiklösungen,Schweißmaschinen,Automatisierungstechnik,Datenbankserver,Schweißmaschinen,Buckelschweißen,Punktschweißen,Systemintegrationen
Fessmann GmbH und Co KG,https://www.fessmann.com,False,Automatisierungslösungen,Backanlagen,Fleischereimaschinen,Heißluftgaren,Kochkessel,Kühlanlagen,Backen,Kochen,Kühlen
Hassia Verpackungsmaschinen GmbH,https://www.ima.it,True,Automatisierungslösungen,Holzbearbeitungsmaschinen,Verpackungsmaschinen,Erodiermaschinen,Fräsmaschinen,Füllmaschinen,Formen,Füllen,Holzbearbeitungen
"Davis-Standard, LLC",https://www.davis-standard.com,True,Blown Film,Coatings,Converting solutions,Blasformmaschinen,Coating Maschinen,Converting Maschinen,Beschichtungsverfahren,Blasformen,Folienextrusionen
Norican Group,https://www.noricangroup.com/,False,Aluminiumdruckguss,Automatisierungslösungen,Gießereitechnologien,Gießanlagen,Gießmaschinen,Mischanlagen,Automatisierungen,Gießen,Mischen
Herbert Maschinenbau GmbH & Co. KG,https://www.herbert.eu/,True,Formen,Maschinen,Reifenformcontainer,CNC-Drehen,CNC-Fräsen,Reifenheizpressen,Konstruktionen,Metallbearbeitungen,Vulkanisationen
TampoPrint GmbH,http://www.tampoprint.de,True,Automationen,Lasermaschinen,Sondermaschinen,Lasermaschinen,Serienmaschinen,Tampondruckmaschinen,Laserkennzeichnungen,Siebdrucke,Tampondrucke
Gruse Maschinenbau GmbH & Co. KG,https://www.gruse.de,False,Betriebs- und Lagereinrichtungen,Hebelösungen,Hubtische,Blechbearbeitungsmaschinen,CNC-Maschinen,Fräsmaschinen,Blechbearbeitungen,Kunststoffverarbeitungen,Metallbearbeitungen
LEMO Maschinenbau GmbH,https://www.lemo-maschinenbau.com/,False,Folienschweißmaschinen,Folienverpackungsmaschinen,Verpackungslösungen,Automatisierte Hülsenzuführungen,Folienschweißmaschinen,Verpackungsmaschinen,Kunststoffverarbeitungen,,
RAMPP Maschinenbau GmbH & Co. KG,https://www.rampp.de/,True,Fräsen,Lackiererei,Stahlbau,Bandsägen,Bohrmaschinen,Fräsmaschinen,Fräsen,Metallbearbeitungen,Schweißen
Franz Tölke GmbH,,False,Capping Maschinen,Füllmaschinen,Sondermaschinen,Füllmaschinen,Montagemaschinen,Sortieranlagen,Füllungen,Montagen,Sortierungen
Wilhelm Vogel GmbH Antriebstechnik,https://www.vogel-antriebe.de,True,Antriebssysteme,Getriebe,Motoren,Drehmaschinen,Fräsmaschinen,Montagemaschinen,Metallbearbeitungen,Montagen,Oberflächenbehandlungen
Romaco Group,,False,Granulationsmaschinen,Verarbeitungsmaschinen,Verpackungsmaschinen,Blistermaschinen,Füllmaschinen,Tischpressen,Coating,Granulationen,Tablettierungen
ZGG - Zeitzer Guss GmbH,https://www.silbitz-group.com,True,Gussteile für Antriebssysteme,Gussteile für Windkraftanlagen,Lohnfertigung,CNC-Maschinen,Drehmaschinen,Erodiermaschinen,CNC-Bearbeitungen,Gussverfahren,Mechanische Bearbeitungen
Sumitomo Electric Hartmetallfabrik GmbH,https://www.sumitomotool.com/,False,CBN-Werkzeuge,Schneidwerkzeuge,Werkzeughalter,Bohrmaschinen,Drehmaschinen,Fräsmaschinen,Metallbearbeitungen,,
Scheppach GmbH,https://www.scheppach.com/,False,Elektrowerkzeuge,Maschinen,Werkzeuge,Fräsmaschinen,Kompressoren,Laser-Stanzmaschinen,Holzbearbeitungen,Metallbearbeitungen,
Wickeder Westfalenstahl GmbH,,True,Metallbänder,Plattierte Werkstoffe,Thermobimetalle,CNC-Blechbearbeitungsmaschinen,Laserschneidmaschinen,Wasserstrahlschneidmaschinen,Blechbearbeitungen,Fotochemisches Ätzen,Polymerbeschichtungen
Bijur Delimon International,,False,Schmiermittel,Schmiersysteme,Ölumlaufsysteme,Pumpen,Steuergeräte,Verteilerelemente,Holzbearbeitungen,Kunststoffverarbeitungen,Metallbearbeitungen
Meusburger Georg GmbH & Co KG,https://www.meusburger.com,True,Die sets,Mould bases,Plates & bars,Erodiermaschinen,Fräsmaschinen,Spritzgießmaschinen,Kunststoffverarbeitungen,Metallbearbeitungen,
Weitkowitz GmbH,https://www.weitkowitz.de,True,Erdungsprodukte,Kabelprodukte,Kabelschuhe,Biegeautomaten,Drehmaschinen,Fräsmaschinen,Kunststoffverarbeitungen,Metallbearbeitungen,Montagen
Gardner Denver Schopfheim GmbH,http://www.gardnerdenver.com,False,Blowers,Kompressoren,Luftkompressoren,Blowers,Drehmaschinen,Fräsmaschinen,Kunststoffverarbeitungen,Metallbearbeitungen,Montagen
KARL SCHNELL GmbH & Co. KG,https://www.karlschnell.de,True,Abfüllmaschinen,Etikettiermaschinen,Feinstzerkleinerer,Brecher,Erhitzungssysteme,Etikettiermaschinen,Abfüllungen,Mischprozessen,Montagen
Dipl.-Ing. Herwarth Reich GmbH,http://www.reich-kupplungen.com,True,Antriebselemente,Kupplungen,Wellen,CNC-Bearbeitungszentren,Drehmaschinen,Fräsmaschinen,Gummi Verarbeitungen,Kunststoffverarbeitungen,Metallbearbeitungen
Metso Outotec Germany GmbH,https://www.mogroup.com,False,Beratungsdienstleistungen,Dienstleistungen,Ersatz- und Verschleißteile,Brecher,Förderer,Siebe,Fördern,Sieben,Webentwicklungen
ABP Induction Systems GmbH,https://abpinduction.com/,False,Digitale Lösungen,Induktionsanlagen,Induktionshärtsysteme,Erwärmungsanlagen,Härtungsanlagen,Induktionsöfen,Erwärmen,Gießen,Induktionshärten
Wickert Maschinenbau GmbH,,False,Composite Pressen,Elastomer Pressen,Schleifscheiben Pressen,Automatisierungssysteme,Hydraulikpressen,Vulkanisationspressen,Kunststoffverarbeitungen,Metallverarbeitungen,Verbundstoffverarbeitungen
JBT Corporation,https://www.jbtc.com/,False,Automatisierungslösungen,Finanzierungsoptionen,Lebensmittelverarbeitungsgeräte,Automatisierungssysteme,Verarbeitungsanlagen,Verpackungslinien,Automatisierungen,Finanzierungen,Lebensmittelverarbeitungen
PLAMAG GmbH,http://www.plamag.com/de/,True,Komponentenfertigung,Lohnfertigung,,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen
Carl KRAFFT & Söhne GmbH & Co. KG,https://www.krafft-walzen.com/de/,False,,,,,,,,,
Hofmann Maschinen- und Anlagenbau GmbH,https://www.hofmannmaschinen.com,True,Auswuchttechnik,Reifenprüfmaschinen,Rädermontagelinien,Auswuchtmaschinen,Drehmaschinen,Fräsmaschinen,Kunststoffverarbeitungen,Metallbearbeitungen,Montagen
Wolfcraft GmbH,https://www.wolfcraft.com,False,Befestigungstechnik,Handwerkzeuge,Maschinenzubehör,Bohrmaschinen,Fräsmaschinen,Spritzgussmaschinen,Holzbearbeitungen,Kunststoffverarbeitungen,Metallbearbeitungen
Schirmer Maschinen GmbH,http://www.schirmer-maschinen.com,True,Bearbeitungszentren,Beratung und Planung von Produktionslösungen,CNC-Maschinen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Automatisierte Fertigungen,CNC-Bearbeitungen,Drehen
Scheugenpflug GmbH,https://www.scheugenpflug-dispensing.com/,False,Adhesive Bonding,Dispensing,Potting,Dispensers,Inspection Systems,Potting Systems,Dispensing,Potting,Sealing
Schuster Maschinenbau GmbH,https://www.schuster-maschinenbau.de/,True,Automatisierungslösungen,Drehmaschinen,Individuelle Fertigungslösungen,Automatisierungstechnik,Drehmaschinen,,CNC-Bearbeitungen,Montagen,Qualitätssicherungen
Hoerburger GmbH,https://www.hoerburger.de/,True,Energiemanagement,Fenster,Gebäudeautomation,Automationsstationen,Fräsmaschinen,Montagemaschinen,Holzbearbeitungen,Montagen,Oberflächenbehandlungen
Terrot GmbH,https://www.terrot.de/de/,False,Maschinen für Badebekleidung,Maschinen für technische Textilien,Rundstrickmaschinen,Rundstrickmaschinen,,,Strickverfahren,,
Klaus Baier GmbH & Co. KG Werkzeugbau & Stanzteileproduktion,http://www.klausbaier.de/,True,Anlagenbau,Baugruppen,Sondermaschinen,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Biegen,Fräsen,Metallbearbeitungen
Hartmetall-Werkzeugfabrik Paul Horn GmbH,,True,Drehwerkzeuge,Fräswerkzeuge,Zerspanungswerkzeuge,Drehmaschinen,Fräsmaschinen,Langdrehmaschinen,Bohren,Drehen,Fräsen
Weisskopf Werkzeuge GmbH,https://www.weisskopf-tools.de,True,Befestigungselemente,Bohrer,Fräser,5-Achs-Werkzeugschleifmaschinen,Drehmaschinen,Fräsmaschinen,Metallbearbeitungen,Montagen,Oberflächenbehandlungen
Rhewum GmbH,https://www.rhewum.com/de/,False,Fördertechnik,Siebmaschinen,,Linearschwingmaschinen,Siebmaschinen mit doppeltfrequentem Antrieb,Vibrationssiebe,Holzbearbeitungen,Kunststoffverarbeitungen,Metallbearbeitungen
HYFRA Industriekühlanlagen GmbH,,False,Durchlaufkühler,Eintauchkühler,Kühlwasser-Rückkühler,Kühlanlagen,,,Filtrationen,Kunststoffverarbeitungen,Metallbearbeitungen
Albrecht GmbH,www.albrecht-solingen.de,False,,,,,,,,,
DESCH Antriebstechnik GmbH & Co. KG,https://www.desch.com/de/,False,,,,,,,,,
Chr. Höver & Sohn GmbH & Co. KG,www.hoever-sohn.com,True,Fertigungsteile,Sonderlösungen,Werkzeugbau,CNC-gesteuerte Maschinen,Drehmaschinen,Erodiermaschinen,Blechbearbeitungen,CNC-Bearbeitungen,Schmieden
Feige Filling GmbH,https://www.feige.com/,False,Füllsysteme für flüssige Produkte,Füllsysteme für pastöse Produkte,Serviceleistungen im Bereich Fülltechnik,Füllmaschinen,Waagen,,,,
Ruwac Industriesauger GmbH,https://www.ruwac.de,False,Absauganlagen,Akkusauger,Filteranlagen,Entstauber,Filteranlagen,Nassabscheider,Kunststoffverarbeitungen,Lebensmittelproduktionen,Metallbearbeitungen
Steeltec GmbH,https://steeltec-group.com/,False,Engineering steels,Stainless steels,Tool steels,Elektrolichtbogenöfen,Erodiermaschinen,Fräsmaschinen,Stahlproduktionen,Stahlverarbeitungen,Wärmebehandlungen
Gebhardt - Stahl - GmbH,https://www.gebhardt-stahl.de,True,Bauelemente,Lufttechnik,Metallkonstruktionen,Blechbearbeitungsmaschinen,Fräsmaschinen,Rollformmaschinen,Biegen,Kaltwalzen,Laserschweißen
Jakob Lach GmbH & Co. KG,https://www.lach-diamant.de,True,CBN-Werkzeuge,CNC-Bearbeitungswerkzeuge,Diamantwerkzeuge,Erodiermaschinen,Fräsmaschinen,Schärfmaschinen,Bohren,Drehen,Fräsen
Lapmaster Wolters GmbH,https://www.peter-wolters.de,True,Consumables,Halbleitertechnologien,Lohnfertigungsdienstleistungen,Erodiermaschinen,Fräsmaschinen,Poliermaschinen,Kunststoffverarbeitungen,Metallbearbeitungen,Polierverfahren
Breitner Abfüllenanlagen GmbH,https://www.breitner-abfuellanlagen.de,False,Abfüllanlagen,Dosieranlagen,Flaschenaufsteller,Dosiermaschinen,Flaschenaufsteller,Füllmaschinen,Abfüllprozesse,CIP (Cleaning in Place),Dosierprozesse
Kubat Mechanik GmbH,https://kubat-mechanik.de/,True,Automationstechnik,Engineering-Leistungen,,Drehmaschinen,Fräsmaschinen,Wasserstrahlschneider,Drehen,Fräsen,Schweißen
ISEL Germany AG,http://www.isel.com,True,3D-Drucksysteme,Automatisierung,Automatisierungstechnik,3D-Drucker,CNC-Fräsmaschinen,Drehmaschinen,3D-Druck,CNC-Bearbeitungen,Holzbearbeitungen
Johannes Hübner,https://www.huebner-giessen.com/,False,Drehgeber-Systeme,Drehgeber-Zubehör,Motoren und Generatoren,Bearbeitungsmaschinen,Montageanlagen,Prüfmaschinen,Bearbeitungen,Montagen,Prüfungen
ESAB Welding & Cutting GmbH,https://esab.com/de/,False,Consumables,Cutting products,Welding products,,,,,,
R. Scheuchl GmbH,https://www.scheuchl.de/,False,Energietechnik,Gießereitechnik,Verfahrenstechnik,Gießmaschinen,Sonderanlagen,Verfahrenstechnik Anlagen,Gießen,Kühlen,Reinigen
Dr. Ing. Max Schlötter GmbH & Co. KG,https://www.schloetter.de,True,Chemische Produkte,Fertigungslösungen,Galvanochemie,Beizanlagen,Chemische Anlagen,Drehmaschinen,Chemische Metallabscheidungen,Drehen,Elektrolysen
Dillenberg GmbH & Co. KG,https://www.dilco.de/,True,Fertigungsteile,Gießereiprodukte,Präzisionskomponenten,Drehmaschinen,Fräsmaschinen,Gießmaschinen,Drehbearbeitungen,Finish-Bearbeitungen,Sandgüsse
Josef Blässinger GmbH + Co KG,http://www.blaessinger.com,True,Automatisierungslösungen,Gleitlager,Lineartechnik,Drehmaschinen,Fräsmaschinen,,CNC-Bearbeitungen,Holzbearbeitungen,Kunststoffverarbeitungen
Heinz Berger Maschinenfabrik GmbH & Co. KG,https://www.bergergruppe.de,True,Erodieren,Fräsen,Poliermaschinen,CNC-Maschinen,Erodiermaschinen,Fräsmaschinen,Holzbearbeitungen,Kunststoffverarbeitungen,Metallbearbeitungen
