Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3
Hydro-Elektrik GmbH,https://www.hydrogroup.de,False,Filteranlagen,Ozonerzeuger,Trinkwasserbehälter,,,,,,
Konrad Pumpe GmbH,http://www.pumpegmbh.de,False,Agrartechniken,Biogastechniken,Metalltechniken,CNC-Abkantungen,CNC-Zerspanungen,Lasertechniken,Abkanten,Laserschneiden,Zerspanen
Schröter Technologie GmbH & Co. KG,https://www.schroeter-technologie.de,False,Backanlagen,Heißrauchanlagen,Klimareifeanlagen,Raucherzeugungssysteme,Steuerungssysteme,Trocknungsanlagen,Backen,Räucherungen,Trocknungen
EDL Anlagenbau Gesellschaft mbH,https://www.edl.poerner.de,False,Rückstandstechnologien,Solvent Deasphalting,Technologien,,,,,,
ProTec Polymer Processing GmbH,https://sp-protec.com/de/,False,,,,,,,,,
TRENNSO-TECHNIK,https://www.trennso-technik.de,False,Dichtesortiertechniken,Siebtechniken,Windsichtertechniken,,,,,,
GOHL-KTK GmbH,https://www.gohl-ktk.de,False,Kühltürme,Rückkühler,Ventilatoren,,,,,,
Hymmen GmbH Maschinen- und Anlagenbau,https://www.hymmen.com,False,Doppelbandpressenanlagen,Industrielle Digitaldruckanlagen,Mehretagenpressenanlagen,,,,,,
BV Anlagenbau GmbH,https://www.bv-anlagenbau.de/de/,True,Gittermasten,Stahlkonstruktionen,Windenergieanlagen,Fräsmaschinen,Laserschneidmaschinen,Schleifmaschinen,Montagen,Oberflächenbehandlungen,Schweißens
Eliquo Stulz GmbH,https://www.eliquostulz.com/de/,False,Abwässer,Faulgase,Schlammbehandlungen,,,,,,
Combé Anlagenbau GmbH,https://combe.de,False,Beregnungsanlagen,Springbrunnen,Sprinkleranlagen,,,,,,
YADOS GmbH,https://www.yados.de,False,Gebäudenetze,Kalte Wärmenetze,Wärmenetze,,,,,,
COMBITHERM,https://www.combitherm.de,False,Hochtemperaturwärmepumpen,Kühlsysteme,Wärmepumpen,,,,,,
Kramer & Best Anlagenbau GmbH,https://www.kramerbest.com,False,Ingenieurdienstleistungen,Technische Dienstleistungen,Turn-Key-Anlagen,,,,,,
WOLF Power Systems GmbH,https://www.wolf-ps.de,False,BHKWs,WOLF POWER HOUSES,Wasserstoff-BHKWs,,,,,,
Camfil APC GmbH,https://camfilapc.com/de/,False,Absaugsysteme,Filtermedien,Luftfilter,,,,,,
Höcker Polytechnik GmbH,https://www.hoecker-polytechnik.de,False,Absauggeräte,Abscheideranlagen,Filteranlagen,,,,,,
Becton Dickinson Rowa Germany GmbH,https://rowa.de/de/,False,Kommissionierautomaten,Schlauchbeutelverblisterungen,digitale Verkaufslösungen,,,,,,
TSUBAKI KABELSCHLEPP GmbH,https://tsubaki-kabelschlepp.com,False,Förderanlagen,Kabel,Kabeltrassen,,,,,,
Swisslog Healthcare GmbH,https://www.swisslog.com,False,Kommissioniersysteme,Lagersysteme,Transportsysteme,,,,,,
ULT AG,https://www.ult.de,False,Absauganlagen,Anlagen zur Prozesslufttrocknung,Kundenspezifische Lösungen,,,,,,
Energas BHKW GmbH,https://www.energas-gmbh.de,False,Blockheizkraftwerke,Gebrauchtmärkte,Mietcontainer,,,,,,
Loewe-Industrieofenbau GmbH,http://www.loewe-gmbh.de/de/,False,Feuerfestbauten,Feuerfeste Formteile,Leistungen,,,,,,
Karl Roll GmbH & Co. KG,https://www.karl-roll.de,False,Anlagen für wässrige Reiniger,Kombinierte Anlagen,Lösungsmittelanlagen,,,,,,
Chriwa Wasseraufbereitungstechnik GmbH,https://www.chriwa-group.com,False,Abwasseraufbereitungsanlagen,Schwimmbadwasseraufbereitungsanlagen,Wasseraufbereitungsanlagen,,,,,,
Ambros Schmelzer & Sohn GmbH & Co KG,https://www.a-schmelzer.com,False,Agrartechniken,Anlagenbauten,Modulare Rohrsysteme,,,,,,
Daxner Germany GmbH,https://www.daxner.com,False,Big-Bag Handlings,Fördersysteme,Silos,,,,,,
Dieffenbacher Maschinenfabrik GmbH,https://dieffenbacher-zaisenhausen.de,False,Beschichtungstechniken,Holzplattentechniken,Lagersysteme,,,,,,
Puerstinger High Purity Systems GmbH,https://www.puerstinger.de,False,Chemieversorgungen,Laboreinrichtungen,Prozesstechnische Anlagen,,,,,,
INFASTAUB GmbH,https://www.infastaub.de,False,Patronenfilter,Schlauchfilter,Taschenfilter,,,,,,
Ammeraal Beltech GmbH,https://www.ammeraalbeltech.com,False,Kunststoff- und Stahlketten,Modulare Riemen,Synthetische Riemen,,,,,,
b+m surface systems GmbH,https://www.bm-systems.com/de/,False,Lackieranlagen,Lackierroboter,Oberflächentechniken,KTL-Anlagen,Lackierroboter,Spritzlackieranlagen,Lackiertechniken,Oberflächentechniken,Vorbehandlungen
HOFFMANN Maschinen- und Apparatebau GmbH,https://www.hoffmann-filter.de,False,Filtertechniken,Kältetechniken,Serviceleistungen,,,,,,
VWH GmbH,https://www.vwh.de,False,Montageanlagen,Sondermaschinen,Spritzgussautomation,Erodiermaschinen,Fräsmaschinen,Laseranlagen,Erodieren,Fräsen,Laserschneiden
EMDE Industrie-Technik GmbH,https://www.emde.de,False,Befüllsysteme,Entleeranlagen,Fördersysteme,,,,,,
API Schmidt-Bretten GmbH & Co. KG,https://www.apischmidt-bretten.de,False,Plattenwärmeübertrager,Wärmetauscher,Wärmeübertragungssysteme,,,,,,
HOLTEC GmbH & Co. KG,http://www.holtec.de,False,Holzplatzanlagen,Paketkappsägen,Rundholzplätze,,,,,,
Vollert Anlagenbau GmbH,https://www.vollert.de/de/,False,Betonfertigteile,Intralogistiksysteme,Rangiersysteme,,,,,,
Primetals Technologies Germany GmbH,https://www.primetals.com,False,Agglomerationen,Eisenerzeugungen,Stahlerzeugungen,Erodiermaschinen,Fräsmaschinen,Schneidmaschinen,Bohrungen,Drehungen,Fräsungen
MBA Melms & Brückner Anlagenbau GmbH,https://www.mba-nb.de,True,Biogasanlagen,Kläranlagen,Wasserwerke,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Fräsen,Laserschneiden,Schweißen
KLEIN Anlagenbau AG,https://www.klein-ag.de,False,Besandungstechniken,Gießereiausrüstungen,pneumatische Förderanlagen,,,,,,
REICH Thermoprozesstechnik GmbH,https://reich-germany.de,False,Intensivkühlanlagen,Klima-Reifeanlagen,Räucheranlagen,,,,Kühlen,Räuchern,Trocknen
wks Technik GmbH,https://www.wksgroup.de,False,Abwasserbehandlungssysteme,Automatisierungssysteme,Wasseraufbereitungssysteme,,,,,,
MTF Anlagenbau Kriesow GmbH,https://www.mtf-kriesow.de,False,Elektroanlagenbauten,Kabelrohrtiefbauten,Messtechniken,,,,,,
EBAWE Anlagentechnik GmbH,https://www.ebawe.de/de/,False,Bewehrungsanlagen,Schalungssysteme,Umlaufanlagen,,,,,,
KW Energie GmbH & Co. KG,https://www.kwenergie.de,False,Batteriespeicher,Blockheizkraftwerke,Cloud-Lösungen,,,,,,
Lödige Industries GmbH,https://www.lodige.com,False,Aufzugslösungen,Flughafenlogistik,Parklösungen,,,,,,
FST Industrie GmbH,https://www.fst-industrie.de,True,Anlagen,Baugruppen,Komponenten,Fräsmaschinen,Prüfmaschinen,Schweißmaschinen,Konstruktionen,Projektierungen,Schweißtechniken
Richard Kablitz GmbH,https://www.kablitz.de,False,Energiezentralen,Feuerungen,Wärmetauscher,Fräsmaschinen,Gießmaschinen,Schweißmaschinen,Fräsens,Gießens,Schweißens
Schmidt & Heinzmann GmbH & Co. KG,https://schmidt-heinzmann.de,False,Prepreg-Linien,SMC-Produktionseinrichtungen,Schneidsysteme,,,,,,
MFI GmbH,https://www.mfi-innovations.com/de/,False,Fördertechniken,Lagersysteme,Robotersysteme,,,,,,
Biogas Service Tarmstedt GmbH,http://www.bs-tarmstedt.de,False,Anlagenbauten,Flexibilisierungen,Wartungen,,,,,,
EnviroChemie GmbH,https://www.envirochemie.com,False,Anlagenlösungen,Dienstleistungen,Wasserchemikalien,,,,,,
FAIST Anlagenbau GmbH,https://www.faist.de,False,Akustiksysteme,Energiesysteme,Lufteinlasssysteme,,,,,,
OneSubsea GmbH,https://www.onesubsea.slb.com,False,Unterwasserdigitale Messungen,Unterwasserfeldentwicklungen,Unterwasserlebensdienstleistungen,,,,,,
symex GmbH & Co. KG,https://www.symex.de,True,Homogenisieranlagen,Labormischer,Mischanlagen,Homogenisatoren,Mischsysteme,Rührwerke,Dosierungen,Homogenisierungen,Mischungen
PURPLAN GmbH,https://www.purplan.com,False,Mischstationen,Reaktionsanlagen,Tanklager,,,,,,
EBNER GmbH & Co. KG,https://ebner-co.de/de/,False,Anlagen,Apparate,Kristallisationsanlagen,,,,,,
Watts Industries Deutschland GmbH,https://wattswater.de,False,Pumpengruppen,Raumtemperaturregelungen,Wohnungsstationen,,,,,,
Westinghouse Electric Germany GmbH,https://www.westinghousenuclear.com,False,Betriebsanlagen,Energiesysteme,Kernbrennstoffe,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen
BÜTTNER,https://www.buettner-energy-dryer.com/de/,False,Brenner,Energieanlagen,Trocknungsanlagen,,,,,,
A S T GmbH,https://astgroup.de,True,Industrieservices,Rohrleitungsbauten,Stahlbauten,,,,Montagen,Schnitte,Schweißungen
WERO-Rohrleitungsbau Industrieanlagen GmbH & Co. KG,https://www.wero-thyrnau.de,False,,,,,,,,,
CTA GmbH & Co. KG,https://www.cta-tankbau.de,False,Rohrleitungen,Tankanlagen,Tanks,,,,Montagen,Schweißen,Werkstoffprüfungen
Walter Gerätebau GmbH,https://walter-cleaningsystems.de,False,BFM® Verbindungen,Pumpenaggregate,Spezialgeräte,,,,,,
Lukas Anlagenbau GmbH,https://lukas-anlagenbau.de,True,Drahtindustriemaschinen,Lohnfertigungsprodukte,Wasserkraftanlagen,Bandieranlagen,Monofilextruder,Ziehanlagen,Montagen,Oberflächenbehandlungen,Schneidens
Mack Rides GmbH & Co KG,https://mack-rides.com,False,Achterbahnen,Spinfahrten,Wasserfahrten,,,,,,
WTE Wassertechnik GmbH,https://www.wte.de,False,Anlagenbau,Anlagenplanung,Finanzierungen,,,,,,
Comes Maschinen- und Apparatebau GmbH,https://www.comes-trier.de,True,Mobile Fräsmaschinen,Recyclingmaschinen,Sondermaschinen,Großbohrwerke,Schweissmaschinen,Spezialreparaturmaschinen,Drehens,Fräsens,Schweissens
IDS-Industrieservice Anlagenbau GmbH,https://ids-ob.com/de/,False,Instandhaltungen,Neubauten,Personalleasings,,,,,,
Fäth GmbH,https://www.faeth.com,True,Chemie Support Systeme,Gas Support Systeme,Recycling Support Systeme,,,,,,
AZO GmbH & Co. KG,https://www.azo.com,False,Anlagenbau,Prozess-IT,Verfahrensengineering,,,,,,
Züblin Chimney and Refractory GmbH,https://www.zueblin-cr.de,False,Brandschutzmaßnahmen,Industrieschornsteinbauten,Technische Isolierungen,,,,,,
Schulz Systemtechnik GmbH,http://www.schulz.st,False,Energielösungen,Roboter,Sondermaschinen,,,,,,
Jünger+Gräter GmbH,https://www.jg-refractories.com/de/,False,CFB Plattensysteme,Feuerfeststeine,Plattensysteme,,,,,,
thermowave Gesellschaft,https://www.thermowave.de,False,Dienstleistungen,Ersatzteile,Plattenwärmetauscher,,,,,,
Chemieanlagenbau Chemnitz GmbH,https://www.cac-chem.de,False,Chlor-Alkali Technologien,Kohlenwasserstoff Technologien,Power-to-X Technologien,,,,,,
AKE technologies GmbH,https://www.ake-technologies.de,False,E-Mobility-Lösungen,Fahrzeuginterieurprodukte,Montageanlagen,,,,,,
Werner & Pfleiderer,https://www.wp-l.de,False,Backöfen,Brötchenanlagen,Teigteilmaschinen,,,,,,
CeH4 technologies GmbH,https://www.ceh4.de,False,Biomethane & H2-Einspeiseanlagen,Gasdruckregelanlagen,Verdichtertechniken,,,,,,
Cremer Thermoprozessanlagen GmbH,https://www.cremer-polyfour.de,False,Pulverreduktionsanlagen,Spezialanwendungen,Öfen,,,,Entbinden,Pressungen,Sinterungen
Brunnhuber Krane GmbH,https://www.brunnhuber.de,False,Kraftwerkskrane,Prozesskrane,Stahlwerkskrane,,,,,,
TEDOM SCHNELL GmbH,https://tedom.de,False,Biogasmotoren,Blockheizkraftwerke,Energiesysteme,,,,,,
Hedemann Technik GmbH,https://www.hedemann-technik.de,False,Fördertechniken,Kälberhaltungen,Silose,,,,,,
ZIEMANN HOLVRIEKA GmbH,https://www.ziemann-holvrieka.com/de/,False,Kommerzielle Brauereianlagen,Prozesstechnik,Tanks,,,,,,
HOF Sonderanlagenbau GmbH,https://www.hof-sonderanlagen.de,False,Beladesysteme,Einfriergeräte,Gefriertrocknungsanlagen,,,,,,
SenerTec,https://www.senertec.de,False,Batteriespeicher,Blockheizkraftwerke,Wärmepumpen,,,,,,
SVT GmbH,https://www.svt-gmbh.com,False,Drehgelenke ROTAFLEX,Land-Ladearme,Marine-Ladearme,,,,,,
Acteon Group,https://acteon.com,False,Fortgeschrittene Systemtechnik,Geo-Dienstleistungen,Marine Grundlagen,,,,,,
Hubert Eing Kunststoffverwertung GmbH,https://www.eing.info,False,Kunststoffe,Rohstoffe,Substitutbrennstoffe,,,,Herstellungen,Recyclings,Sortierungen
INTEC Engineering GmbH,https://www.intec-energy.com,False,Feuerungssysteme,Wasser- & Dampfsysteme,Wärmeträgerölsysteme,,,,,,
Evoqua Water Technologies GmbH,https://www.evoqua.com,False,Aerobe Abwasserbehandlungen,Anaerobe Abwasserbehandlungen,Kohlenstoffe & Harze,,,,,,
SAR Elektronic GmbH,http://www.sar.biz,False,Automatisierungen,IT-Services,Kunststoffsysteme,,,,,,
IWS GmbH,https://iws-gmbh.net,False,Elektrokonstruktionen,Schaltschrankbauten,UL508A Konstruktionsbauten,,,,,,
PlanET Biogastechnik GmbH,https://planet-biogas.de,False,Biogasanlagen,Biologische Laborleistungen,Klimaschutzlösungen,,,,,,
Wilhelm Alte GmbH,https://www.alte-online.de,True,Lasertechnologien,Wärmebehandlungen von Massenteilen,Wärmebehandlungen von Werkzeugen,,,,3D-Laserscannings,Laserschneiden,Wärmebehandlungen
Anlagenbau Günther GmbH,https://www.albg.eu,False,Annahmedosierer,Förderbänder,Siebtechniken,,,,,,
Aqseptence Group GmbH,https://www.aqseptence.com/en/,False,Filtrationssysteme,Siebtechnologiesysteme,Vakuumtechnologiesysteme,,,,,,
SINGLE Temperiertechnik GmbH,https://single-temp.com,False,Kühlgeräte,Temperiergeräte,Variotherme,,,,,,
TSG Deutschland GmbH & Co. KG,https://www.tsg-solutions.com/de/,False,Energielösungen,Managementlösungen,Zahlungslösungen,,,,,,
SPIE Building Technology Automation & Traffic GmbH,https://www.spie-osmo.de,False,Automatisierungen & Leittechniken,Elektroanlagen,Verkehrstechniken,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Bohrungen,Drehungen,Fräsungen
Louis Schierholz GmbH,https://www.schierholz.de/de/,False,Bodenförderer,Luftförderer,Power & Free,,,,,,
DERICHS GmbH Verfahrenstechnik,https://derichs.de,False,Dosiergeräte,Fördersysteme,Lagersysteme,Dosiermaschinen,Fördermaschinen,Mischmaschinen,Dosierungen,Förderungen,Mischungen
Robert Josef Wolf GmbH & Co. KG,https://rjwolf.de,True,Druckbehälter,Kolonnen,Wärmeaustauscher,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Erodieren,Fräsen,Laserschneiden
TRANSNORM SYSTEM GmbH,https://sps.honeywell.com/us/,False,Gas- und Flammenüberwachung,Intelligente Lebenspflege,Sensoren,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen
Karl Heuft GmbH,https://www.heuft-backofenbau.de,False,Backöfen,Thermo-Öl-Anlagen,Wärmeverbundsysteme,,,,,,
Keil Anlagenbau GmbH & Co. KG,https://www.keil-anlagenbau.de,False,Prepolymeranlagen,Tanklager,Verfahrenstechnische Anlagen,,,,,,
Schmack Biogas GmbH,https://www.schmack-biogas.com,False,Anlagenbau,Komponenten,Repowering,,,,,,
LIPPERT GmbH & Co. KG,https://www.lippert.de,False,Keramiklösungen,Sortiertechniken,,,,,,,
Oswald Metzen GmbH,https://metzen.org,False,Anlagen,Dienstleistungen,Komponenten,,,,,,
STF Maschinen- und Anlagenbau GmbH,https://www.stf-group.de,False,Kunststoffextrusionen,Recyclingmaschinen,Spezialmaschinen,,,,Extrudierungen,Planungen,Schweißungen
Harald Liebers Behälter-Apparatebau GmbH,https://www.liebers-behaelterbau.de/de/,True,Apparate,Behälter,Ingenieure,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Fräsen,Laserschneiden,Schweißen
RIKUTEC Richter Kunststofftechnik GmbH,https://www.rikutec.de,False,Fässer,IBCs,Zubehörteile,,,,Blasformen,,
KONTRA Anlagentechnik GmbH,http://www.kontra-handling.de,False,Einzelmodule,Pflanzenabschnitte,Vollständige Linien,,,,,,
NEUERO Industrietechnik für Förderanlagen,https://neuero.de,False,Mobile Förderer,Schiffsbelader,Schiffsentlader,,,,,,
IAS GmbH,https://www.ias-induction.com/de/,False,,,,,,,,,
Schilling Engineering GmbH,https://schillingengineering.de,False,Reinraumkabinen,Reinräume,Sauberräume,,,,,,
Seebach GmbH,https://www.seebach.com,False,Dichtungsunterstützungssysteme,Filtrationen,Mechanische Dichtungen,,,,,,
IEM FörderTechnik GmbH,https://www.iem.eu,False,Fördertechniken,Lagertechniken,Umwelttechniken,,,,,,
BTD Behälter- und Speichertechnik,https://www.btd-gmbh.de,False,Behälter,Pufferspeicher,Sonderlösungen,,,,,,
ADITOR GmbH,https://www.aditor.de,False,Montagesysteme,Prüftechniken,Sondermaschinen,,,,,,
Soudronic GmbH & Co. KG,https://www.soudronic.com,False,Schneider,Schweißer,Transfer,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Erodieren,Fräsen,Laserschneiden
Meier Prozesstechnik GmbH,https://www.meier-prozesstechnik.de,True,Automatische Imprägniersysteme,Imprägnieranlagen,Lohnfertigungen,,,,Imprägnierungen,Trocknungen,Ölaufbereitungen
Inductoheat Europe GmbH,https://inductoheat.eu,True,Härteanlagen,Sonderanlagen,Standardanlagen,,,,,,
Carrier Klimatechnik GmbH,https://www.carrier.com,False,Gewerbliche HVACs,Kühlketten,Wohngebäude-HVACs,,,,,,
Veolia Water Technologies,https://www.veoliawatertechnologies.de,False,Verdampferanlagen,Wasseraufbereitungstechnologien,Wasserbehandlungslösungen,,,,,,
thermofin GmbH,https://www.thermofin.de,False,Rückkühler,Verdampfer,Wärmeübertragerblöcke,,,,,,
EFD Induction GmbH,https://www.enrx.com,False,Drahtlose Ladelösungen,Induktionsheizsysteme,Kontaktlose Stromversorgungssysteme,,,,,,
F.A.T. Förder- und Anlagentechnik GmbH,https://www.f-a-t.de,False,Ersatzteile,Gießereianlagen,Schüttguttechniken,,,,,,
INVENT Umwelt- und Verfahrenstechnik AG,https://invent-uv.de,False,Belüftungssysteme,Fest-Flüssig-Trennsysteme,Rührwerke,,,,,,
Kliewe GmbH,https://www.kliewe.de,True,Anlagen,Behälter,Rohrleitungen,,,,,,
Schwelm Anlagentechnik GmbH,https://www.schwelm-at.de,False,Biogasanlagen,Erdgastankstellen,Wasserstofftankstellen,,,,,,
Riensch & Held GmbH & Co. KG,https://www.riensch.de,False,Haushaltsfilter,Teefilter,Wasserfilter,,,,,,
Lübbers Anlagen- und Umwelttechnik GmbH,https://www.luebbers.org,False,Filtrationstechnologien,Sprühtrocknungen,Verdampfungen,,,,,,
FHR Anlagenbau GmbH,https://www.fhr.biz/de/,False,Beschichtungsservices,Sputtertargets,Vakuum-Beschichtungsanlagen,,,,PVD-Beschichtungen,Schichtstrukturen,Sputter-Technologien
ONEJOON GmbH,https://www.onejoon.de/en/,False,Brennöfen,Prüfzentrum-Dienstleistungen,Öfen,Prüfgeräte,Schmelzöfen,Öfen,Beschichtungen,Pyrolysen,Thermische Behandlungen
Hübers Verfahrenstechnik,https://huebers.de,True,Mischanlagen,Ofen-Systeme,Umlaufgießanlagen,,,,Dosierungen,Mischungen,Vergießungen
TeKo Gesellschaft für Kältetechnik mbH,https://teko-gmbh.com,False,Kälteaggregate,Regelelektroniken,Wärmetauscher,,,,,,
Suma Rührtechnik GmbH,https://www.suma.de,False,Anwendungen,Pumpen,Rührwerke,,,,,,
Bühler GmbH,http://www.buhlergroup.com,False,Extrusion-Lösungen,Fräsmaschinen,Schleifmaschinen,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen
AUTEFA Solutions Germany GmbH,https://www.autefa.com,False,Automatisierungen,Pressensysteme,Vliesstofftechnologien,,,,,,
Dr. Diestel GmbH,https://www.dr-diestel.de,False,Klimaanlagen,Kälteanlagen,Raumlufttechnische Anlagen,,,,,,
Elma Schmidbauer GmbH,https://www.elma-ultrasonic.com,False,Dampfreinigungsgeräte,Reinigungschemien,Ultraschallreinigungsgeräte,,,,,,
Sell GmbH,https://www.sell.gmbh,False,Rohrleitungsbauten,Schlosserarbeiten,Technische Gebäudeausrüstungen,,,,,,
Binder GmbH,https://www.binder-foerdertechnik.de,True,Modulband-Fördertechniken,Palettenfördertechniken,Tablarfördertechniken,,,,,,
Bernd Münstermann GmbH & Co. KG,https://www.muenstermann.com/de/,False,Luftreinhaltungen,Materialhandlings,Thermoprozessanlagen,,,,,,
Rudnick & Enners,https://www.rudnick-enners.com,False,Fördertechniken,Trocknungsanlagen,Zerkleinerungsmaschinen,,,,,,
Rump Strahlanlagen GmbH & Co. KG,http://www.rump.de,False,Kompaktanlagen,Retrofits,Strahlanlagen,,,,,,
SERVOLIFT GmbH,https://www.servolift.de/de/,False,Handlingsysteme,Mischsysteme,Reinigungssysteme,,,,,,
Apleona Wolfferts GmbH,https://www.wolfferts.apleona.com,False,Gebäudetechniken,Karrieren,Services,,,,,,
psb intralogistics GmbH,https://www.psb-gmbh.de,False,Kommissioniersysteme,Lagersysteme,Sortiersysteme,,,,,,
WEHRLE-WERK AG,https://www.wehrle-werk.de,False,Abfallverbrennungsanlagen,Abwasserbehandlungsanlagen,Rohstoffrückgewinnungssysteme,,,,,,
Binder GmbH,https://www.binder-world.com,False,Inkubatoren,Klimaschränke,Ultratiefkühlschränke,,,,,,
Europress Umwelttechnik GmbH,https://www.europress-umwelttechnik.de,False,Ballenpressen,Schottpressen,Sortieranlagen,,,,,,
CREAVAC-Creative Vakuumbeschichtung GmbH,https://www.creavac.de,True,Oberflächenbeschichtungen,Serviceleistungen,Vakuumanlagenbauten,Elektronenstrahlverdampfer,Sputteranlagen,Verdampfungsanlagen,Elektronenstrahlverdampfungen,Sputtern,Thermische Verdampfungen
Volkmann GmbH,https://volkmann.info,False,Big-Bags Entleerungsstationen,Produktaufgabestationen,Vakuumförderer,,,,,,
Centrotherm Systemtechnik GmbH,https://www.centrotherm.com,False,FVK-Materialien,Spritzgüsse,schaumverstärkte Kunststoffe,,,,,,
HOSOKAWA ALPINE Aktiengesellschaft,https://www.hosokawa-alpine.de,False,Anlagen,Lösungen,Maschinen,Feinprallmühlen,Kugelmühlen,Multiprozessanlagen,Mahlen,Mischen,Trocknen
