Company,Table,Machine_1,Machine_2,Machine_3
Alfred_Konrad_Veith_GmbH_andCo._KG,"Die von der Gesellschaft gewährte Pensionszusage ist ungedeckt und wird allein aus
            Gesel",,"880.799,00","1.034.299,35"
Zasche_handling_GmbH,"Muttergesellschaft der deutschen Accuron Technologies Gruppe ist die Accuron Technologies
          ",,"188.022,00","164.528,00"
RINGSPANN_GmbH,Aktiva,,"6.606.511,94","6.456.903,62"
Hack_Formenbau_GmbH,6. Gesamthonorar des Abschlussprüfers,,"730.057,04","819.423,04"
Karl_Klink_GmbH,"Das Mutterunternehmen der Karl Klink GmbH, Niefern-Öschelbronn, das den Konzernabschluss
           ",,"2.167.010,00","2.858.284,00"
GUK-Falzmaschinen,"Die Geschäftsführung und Vertretung obliegt der GUK Verwaltungs
            GmbH, Wellendingen vertr",,"1.960.868,00","2.154.198,00"
Frigoblock_GmbH,Aktiva,,"152.718,38","136.400,00"
Max_Schoen_GmbH,Nachtragsbericht,,"590.572,71","461.974,58"
Kemptener_Eisengiesserei_Adam_Hoenig_AG,Bilanz,,"770.080,00","863.460,10"
Steinhoff_GmbH_and_Cie._OHG,AKTIVA,,"141.909,00","166.184,00"
Siebenwurst_Werkzeugbau_GmbH,"Zum 31. Dezember 2021 beliefen sich die von der Gesellschaft an Mitglieder der Geschäftsführung
    ",,"3.039.532,50","3.622.157,50"
Zeck_Holding_GmbH,Aktiva,,"3.264.464,00","3.259.963,50"
Fessmann_GmbH_und_Co_KG,"Zum Geschäftsführer der persönlich haftenden Gesellschafterin ist bestellt Herr Ulrich
            F",,"52.324,28","70.899,44"
MIKROMAT_GmbH,Aktiva,,"2.465.608,00","3.209.724,00"
a.i.m._all_in_metal_GmbH,AKTIVA,,"10.213.516,50","11.811.006,50"
Dilo_Systems_GmbH,Aktiva,,"366.142,00","557.176,00"
Weitmann_and_Konrad_GmbH_and_Co_KG,"Das von der Agentur für Arbeit im Berichtsjahr erstattete Kurzarbeitergeld wurde als
            dur",,"140.671,00",96
KOCH_Industrieanlagen_GmbH,Aktiva,,"172.500,00","220.651,00"
MHT_Mold_and_Hotrunner_Technology_AG,Aktiva,,"479.408,50","288.286,92"
H._Schickling_GmbH,Aktiva,,"4.742.827,56","5.898.452,40"
Stahl-_und_Drahtwerk_Roeslau,AKTIVA,,"1.398.720,91","1.565.437,30"
Rudolf_Flender_Rohr_GmbH,Aktiva,,"1.490.396,00","1.781.118,00"
FGM_Fritz_Gradert,Aktiva,,"2.654.008,79","2.671.716,71"
Wickeder_Westfalenstahl_GmbH,"Mutterunternehmen der Wickeder Westfalenstahl GmbH ist die Wickeder Holding GmbH,
            Wicked",,"4.766.737,85","5.662.257,00"
Georg_Sahm_GmbH_and_Co._KG,Aktiva,,"2.444.672,00","2.668.393,00"
Lehren-_und_Messgeraetewerk,5. Angabe von Name und Sitz des Mutterunternehmens,,"1.659.566,00","2.029.632,00"
Arnstaedter_Werkzeug-_und_Maschinenbau_AG,Aktiva,,"3.117.172,87","3.371.946,87"
Kuhn_and_Moehrlein_GmbH,Aktiva,,"982.953,00","1.175.427,50"
Gluth_Systemtechnik_GmbH,Aktiva,,"178.794,00","231.470,00"
OTEC_Praezisionsfinish_GmbH,Bilanz,,"2.600.234,56","2.004.994,73"
WW-K_Warmwalzwerk_Koenigswinter_GmbH,AKTIVA,,"2.020.220,52","1.264.341,52"
COMUNA_-_metall,"Lieferungs- und Leistungsbeziehungen nach Russland oder Ukraine bestehen zwar nicht,
            so ",,"374.154,00","470.149,00"
ATLANTA_Antriebssysteme_GmbH,Aktiva,,"3.030.066,00","3.360.204,00"
J._A._Becker_and_Soehne_Maschinenfabrik,Aktiva,,"571.249,07","576.864,07"
Schirmer_Maschinen_GmbH,Aktiva,,"1.324.333,00","999.148,00"
D.W._Renzmann_Apparatebau_GmbH,Bilanz,,"192.644,00","236.518,00"
Heck_and_Becker_GmbH_and_Co._KG,"Persönlich haftende Gesellschafterin ohne Kapitaleinlage der Heck & Becker GmbH &
            Co. KG",,"1.643.233,00","2.202.014,50"
TITAN_Umreifungstechnik_GmbH_and_Co._KG,"Vom Gesamtvolumen entfallen TUSD 580 auf ein Maschinenprojekt,
            das in 2006 abgewickelt w",,"359.705,00","468.998,00"
Dinse_GmbH,Aktiva,,"4.778,00",
RAS_Reinhardt_Maschinenbau_GmbH,AKTIVA,,"2.433.204,00",3.062
Werner_Bayer_GmbH_Maschinenfabrik,Entwicklung des Anlagevermögens,,130.183,168.198
Schobertechnologies_GmbH,Anlagenspiegel,,"1.986.760,05","2.135.976,03"
Karl_Buch_Walzengiesserei_GmbH_and_Co._KG,"Forderungen und sonstige Vermögensgegenstände mit einer Restlaufzeit von über einem
            Jahr",,"4.514.240,51","5.121.259,00"
Hassia_Verpackungsmaschinen_GmbH,Aktiva,,"400.061,68","482.102,34"
UNION_Werkzeugmaschinen_GmbH_Chemnitz,Aktiva,,"357.593,00","409.655,00"
Synventive_Molding_Solutions_GmbH,"Die Frachtkosten sind durch die veränderte geopolitische Situation zeitweise stark
            anges",,,"397.446,86"
Gebr._Saacke_GmbH_and_Co._KG,4. Zinsen und ähnliche Aufwendungen,,"1.826.182,00","2.600.856,60"
Stahlrump_GmbH_and_Co.KG,Aktiva,,"5.936.618,63","6.237.664,63"
TBT_Tiefbohrtechnik_GmbH_+_Co.,"Mutterunternehmen der TBT Tiefbohrtechnik GmbH + Co, Dettingen/Erms,
            ist die Nagel Holdi",,"620.759,00","628.796,00"
CHOCOTECH_GmbH,CHOCOTECH GmbH,,"21.230,00","30.917,00"
ProKASRO_Mechatronik_GmbH,Aktiva,,"1.206.966,00","1.206.223,00"
B._Ketterer_Soehne_GmbH_and_Co._KG,Aktiva,,"108.414,00","156.203,00"
A._and_C._KOSIK_GmbH,Bilanz,,"3.547.791,52","3.030.092,52"
OPS-INGERSOLL_Funkenerosion_GmbH,Gewinnverwendung,,"1.162.069,00","1.323.982,00"
Jaecklin_GmbH,AKTIVA,,"1.458.608,50","1.533.687,50"
Mankenberg_GmbH,"Herr Dipl.-Ing. Axel Weidner, Lübeck,",,"931.893,00","468.912,00"
DMG_MORI_Global_Marketing_GmbH,Mitarbeiter,,"4.162,21","5.424,86"
Carl_Benzinger_GmbH,Aktiva,,"111.366,00","140.433,00"
Breuer_Motoren_GmbH_and_Co._KG,Sonstige finanzielle Verpflichtungen,,"646.901,00","746.631,00"
Pittler_T_and_S_GmbH,Nachtragsbericht,,"319.732,49","315.353,49"
AUTOSPLICE_Europe_GmbH,AKTIVA,,"844.820,61","904.963,40"
SCHAUFLER_Tooling_GmbH_and_Co._KG,"Der Jahresabschluss 2021 ist nach deutschen handelsrechtlichen Vorschriften aufgestellt.
           ",,"930.100,63","1.034.309,03"
Wemhoener_Surface_Technologies,AKTIVA,,"5.090.552,00","5.437.766,00"
Schuster_Maschinenbau_GmbH,Aktiva,,"788.225,00","1.063.230,00"
Rhewum_GmbH,"Auf die Angabe der Bezüge der Geschäftsführung wird - unter Berücksichtigung des §
            286 A",,"1.112.766,96","1.301.399,04"
KULLEN-KOTI_GmbH,AKTIVA,,"1.478.335,79","1.468.587,59"
Horst_Scholz_GmbH_and_Co._KG,Mitglieder der Geschäftsführung,,"4.577.430,44","4.232.593,98"
Danieli_Germany_GmbH,Aktiva,,"62.354,85","84.597,55"
HOLLFELDER-GUeHRING_GmbH,"Die Hollfelder-Gühring GmbH, Nürnberg, wird in den Konzernabschluss der Gühring KG,
            Albs",,"505.030,00","657.933,00"
Lebronze_Alloys_Germany_GmbH,AKTIVA,,"4.730.767,56","3.751.296,84"
Muehlbauer_Maschinenbau_GmbH,Aktiva,,"1.255.175,00","206.355,00"
ENTEX_Rust_and_Mitschke_GmbH,Aktiva,,"3.142.350,36","3.314.727,96"
Wolf_Verpackungsmaschinen_GmbH,Konzernzugehörigkeit,,"126.452,00","478.123,00"
Sirch_Behaeltertechnik_GmbH,Aktiva,,"357.982,00","384.023,00"
Resch_Maschinenbau_GmbH,Verzeichnis,,"49.809,50","100.215,00"
HAZEMAG_and_EPR_GmbH,AKTIVA,,"241.369,00","294.419,00"
Kumera_Getriebe_GmbH,Ergebnisverwendung,,"3.218.571,24","3.642.862,00"
Felss_Systems_GmbH,Nachtragsbericht,,"1.104.143,00","837.421,00"
Horn_Glass_Industries_AG,Aktiva,,"2.025.465,65","1.969.976,46"
Hofmann_Maschinen-_und_Anlagenbau_GmbH,Verbindlichkeiten sind mit ihren jeweiligen Erfüllungsbeträgen passiviert.,,"545.034,00","815.931,00"
Suedstahl_GmbH_and_Co._KG,Aktiva,,"1.812.906,00","1.992.465,00"
Albert_Kerbl_GmbH,"Erträge aus Währungsumrechnungen sind in den Positionen „sonstige betriebliche Erträge""
            ",,"2.534.202,39","2.329.860,15"
METALOCK_ENGINEERING_GERMANY_GMBH,"Hinsichtlich der Zusammensetzung und der Entwicklung des Anlagevermögens im Geschäftsjahr
          ",,"940.046,82","1.187.662,82"
VACUTEC,"Für das Geschäftsjahr 2021 wurde vom Abschlussprüfer ein Gesamthonorar in Höhe von
            TEUR ",,"3.587.425,50","4.340.075,50"
Buerener_Maschinenfabrik_GmbH,Aktiva,,"3.170.544,00","3.093.613,00"
Magnetbau_Schramme_GmbH_and_Co._KG,Aktiva,,"2.592.593,00","3.766.072,00"
Stahlkontor_GmbH_and_Co_KG,Aktiva,,"985.402,98","1.215.603,98"
FLEX-Elektrowerkzeuge_GmbH,Aktiva,,"1.132.887,36","1.255.576,45"
WELLAND_and_TUXHORN_AG,AKTIVA,,"690.051,20","830.518,78"
CONCAD_GmbH,Aktiva,,"61.891,00","60.032,00"
Philipp_Hafner_GmbH_and_Co._KG.,Mitarbeiter,,"654.338,46",734
David_Brown_Santasalo_Germany_GmbH,Das Bestellobligo bei den Vorräten ist im branchenüblichen Umfang.,,"5.381,54",9
Maschinenbau_Dahme_GmbH,Aktiva,,"2.379.001,63","1.891.068,63"
Robert_Roentgen_GmbH_and_Co._KG.,AKTIVA,,"6.082.392,08","7.377.261,69"
Schwegler_Werkzeugfabrik_GmbH_and_Co._KG,Aktiva,,"258.476,83","185.300,34"
KOeBO_GmbH_and_Co._KG,AKTIVA,,"80.417,08","105.426,78"
Burkhardt+Weber,Entwicklung des Anlagevermögens 2021,,"5.567.776,45","2.367,41"
HEBENSTREIT_GmbH,"Die Gesellschaft gehört zum Konsolidierungskreis der Muttergesellschaft, der Hebenstreit
           ",,"3.400.089,25","3.964.064,25"
BRUGG_Rohrsysteme_GmbH,Aktiva,,"3.691.102,81","4.383.198,14"
FELO-Werkzeugfabrik_GmbH,Konzernabschluss,,"1.579.089,00","1.216.529,00"
BREITNER_GmbH_and_Co._KG,Aktiva,,"679.079,28","35.400,50"
Maschinenfabrik_Wagner_GmbH_and_Co._KG,"Die gesetzlichen Vertreter sind verantwortlich für die Aufstellung des Jahresabschlusses,
          ",,"64.179,00","64.231,50"
Heidenreich_and_Harbeck_GmbH,"Die sonstigen finanziellen Verpflichtungen aus Leasingverträgen, Mietverhältnissen
            und s",,"2.843.157,78","3.120.763,64"
Meusburger_Deutschland_GmbH,Aktiva,,"1.407.138,27","1.550.502,50"
Theodor_Winkels_GmbH_and_Co._KG,Aktiva,,"303.852,00","394.924,00"
Heinzler_Maschinenbau_GmbH,Aktiva,,"3.054.474,00","3.844.852,00"
Transnova_RUF,"Die Geschäftsführer sind jeweils einzelvertretungsberechtigt und befugt im Namen der
            Ges",,"321.872,00","585.400,00"
COLLIN_Lab_and_Pilot_Solutions_GmbH,Aktiva,,"3.343.485,00","4.262.440,00"
Dossmann_GmbH,Aktiva,,"2.678.708,52","2.731.024,52"
SHW_Werkzeugmaschinen_GmbH,"Die SHW Werkzeugmaschinen GmbH wird in den Konzernabschluss der SFO-N GmbH, München,
            (Am",,"60.785,00","77.179,00"
Guenter_Effgen_GmbH,Aktiva,,"2.411.494,50","1.999.310,50"
voxeljet_AG,3.2. Sachanlagen,,4.333,4.505
Josef_Kraenzle_GmbH_and_Co.KG,Aktiva,,"1.735.587,50","463.302,50"
Boehm_Fertigungstechnik_Suhl_GmbH,AKTIVA,,"1.724.071,00","2.107.041,00"
HYFRA_Industriekuehlanlagen_GmbH,Entwicklung des Anlagevermögens im Geschäftsjahr 2021,,"265.190,32","307.411,00"
Chr._Hoever_and_Sohn_GmbH_and_Co._KG,Aktiva,,"857.748,50","1.251.788,00"
Auerhammer_Metallwerk_GmbH,Die Gesellschaft hat mit der Wickeder Westfalenstahl GmbH am 15.01.2015 einen Ergebnisabführungsvert,,"4.029.804,77","3.528.405,68"
Supfina_Grieshaber_GmbH_and_Co._KG,"Bei Verpflichtungen mit einer Restlaufzeit von mehr als einem Jahr wurden künftige
            Preis",,"2.973.833,06",
Gesellschaft_fuer_Oeltechnik_mbH,"Die Geschäftsführung schlägt vor, den Bilanzgewinn auf neue Rechnung vorzutragen.",,"395.701,52","517.682,51"
DIOSNA_Dierks_and_Soehne_GmbH,Aktiva,,"1.371.928,97","1.253.848,16"
Oswald_Elektromotoren_GmbH,"Johannes Oswald, technischer und kaufmännischer Geschäftsführer",,"499.344,00","899.868,00"
SOLO_Kleinmotoren_GmbH,Aktiva,,"53.298,00","71.684,00"
PPM-Aberle_GmbH_and_Co_KG,Aktiva,,"3.568.692,00","2.301.163,00"
AVS_Aggregatebau_GmbH,Aktiva,,"23.499,50","1,50"
WEMA_Vogtland_Technology_GmbH,Aktiva,,"167.257,00","263.119,00"
Lorch_Schweisstechnik_GmbH,"Die Lorch Holding GmbH, Auenwald, ist aufgrund der 100-prozentigen Beteiligung
            Konzernmu",,"524.616,00","606.727,00"
KUNZMANN_Maschinenbau_GmbH,Aktiva,,433.045,487
HAMMEL_Recyclingtechnik_GmbH,AKTIVA,,"507.061,00","477.733,00"
Metso_Outotec_Germany_GmbH,"Die Aufwendungen für den Abschlussprüfer betrugen im Geschäftsjahr 2021 T€ 92,7.",,"871.044,43","922.291,98"
NMH_GmbH,Aktiva,,"2.290.091,50","1.399.201,50"
MATO_GmbH_and_Co_KG,Aktiva,,"1.558.023,00","1.370.386,00"
WEZAG_GmbH_Werkzeugfabrik,Kassenbestand und Guthaben bei Kreditinstituten sind zu Nominalwerten angesetzt.,,"297.416,00","186.975,00"
R._Scheuchl_GmbH,Aktiva,,"1.465.400,00","1.166.343,00"
Heino_Ilsemann_GmbH,"Dipl.-Ing. Stephan Ilsemann, Geschäftsführer",,"30.701,00","35.356,00"
Braun_Sondermaschinen_GmbH,AKTIVA,,"1.156.302,00","1.006.829,00"
NORDSON_Deutschland_GmbH,Aktiva,,"578.416,98","406.525,16"
Howden_Turbowerke_GmbH,4. Sonstige finanzielle Verpflichtungen,,"842.989,00",994
Flanschenwerk_Bebitz_GmbH,Aktiva,,"308.452,00","683.794,00"
isel_Germany_AG,Aktiva,,"263.302,00","296.439,00"
Filigran_Traegersysteme_GmbH_and_Co._KG,AKTIVA,,"3.057.633,00",3.317
ERMAFA_Sondermaschinen-_und_Anlagenbau_GmbH,Aktiva,,"3.114.301,51","1.985.412,51"
Franz_Toelke_GmbH,AKTIVA,,"1.566.070,00","1.372.077,00"
Maschinenfabrik_Bermatingen_GmbH_andCo.KG,Aktiva,,"2.043.098,00","2.215.215,00"
Melzer_Maschinenbau_GmbH,"Wesentliche sonstige finanzielle Verpflichtungen gem. § 285 Nr. 3 HGB sind für das
            Beric",,"31.301,75","36.019,60"
DREISTERN_GmbH_and_Co._KG,AKTIVA,,"1.348.730,00","1.718.272,00"
Carl_KRAFFT_and_Soehne_GmbH_and_Co._KG,Bilanz,,"1.704.482,00","1.437.789,00"
Heyligenstaedt_Werkzeugmaschinen_GmbH,"Herr Gerhold Knöß, Geschäftsführer, Grünberg (abberufen am 05. Juli 2022) und Herr
            Micha",,"1.690.875,00","1.910.404,00"
EMERSON_Technologies_GmbH_and_Co._OHG,Entwicklung des Anlagevermögens im Geschäftsjahr 2021/2022,,"174.866,83","252.023,60"
Stephan_Machinery_GmbH,"Herr Jochen Baumann, kaufmännischer Angestellter.",,"59.972,62",45
Kompressorenbau_Bannewitz_GmbH,Aktiva,,4.831.780,5.473.365
Wittmann_Battenfeld_Deutschland_GmbH,AKTIVA,,"508.041,00","682.332,00"
MAKA_Systems_GmbH,AKTIVA,,"5.658,67","7.209,00"
Modell_Technik_Formenbau_GmbH,AKTIVA,,"3.013.673,00",3.855
PEINER_SMAG_Lifting_Technologies_GmbH,Aktiva,,"590.395,74",774
REFORM_Grinding_Technology_GmbH,Auf die Angabe der Bezüge wurde in Bezug auf § 286 Abs. 4 HGB verzichtet.,,"1.516,00","1.748,00"
Maschinenbau_Lienenbruegger_GmbH,Aktiva,,"357.913,00","391.012,00"
Weisskopf_Werkzeuge_GmbH,Aktiva,,"2.527.258,00","3.149.821,00"
MetallArt_GmbH,Aktiva,,"1.177.625,00","939.673,00"
voestalpine_Wire_Germany_GmbH,(6) Konzernzugehörigkeit,,"3.791.672,84","4.014.750,62"
Ring_Maschinenbau_GmbH,Jahresabschluss zum Geschäftsjahr vom 01.01.2019 bis zum 31.12.2019,,"2.148.383,00","2.617.622,00"
TAMPOPRINT_GmbH,AKTIVA,,"1.883.321,00","2.744.544,00"
ZPM_Zeulenroda_Praezision,Aktiva,,"5.954.806,89","7.348.197,96"
Carl_Stahl_GmbH,"Für die Aufstellung des Jahresabschlusses waren im Wesentlichen unverändert die nachfolgenden
      ",,"727.340,62","824.854,62"
Caisley_International_GmbH,Aktiva,,"2.419.495,50","1.953.403,00"
Helmut_Diebold_GmbH_and_Co.,Aktiva,,"1.098.861,51","1.405.749,51"
Maschinenbau_Silberhorn_GmbH,Aktiva,,"177.960,50","246.105,00"
KLN_Ultraschall_AG,Aktiva,,"111.629,00","131.613,00"
Klaus_Baier_Werkzeugbau_und_Stanztechnik,Aktiva,,"1.142.940,00","495.085,00"
ThermoTex_Nagel_GmbH,Aktivseite,,"765.231,00","616.886,00"
Nosta_GmbH,Aktiva,,"1.759.093,98","1.603.210,25"
EWM_AG,AKTIVA,,"174.193,00","74.994,00"
LAWECO_Maschinen-_und_Apparatebau_GmbH,AKTIVA,,"500.926,00","579.268,00"
DESCH_Antriebstechnik_GmbH_and_Co._KG,AKTIVA,,"1.522.009,74","1.050.085,13"
LISSMAC_Maschinenbau_GmbH,"Die Gesamtbezüge der früheren Mitglieder der Geschäftsführung betragen TEUR 14. Die
            für ",,"860.727,00","1.150.786,00"
bullmer_GmbH,Aktiva,,"117.941,00","148.785,00"
KARL_SCHNELL_GmbH_and_Co._KG,AKTIVA,,"2.630.352,00",1.102
Laetus_GmbH,8. Gewinnverwendung,,333.489,476.406
Herbold_Meckesheim_GmbH,Aktiva,,"631.352,50","611.040,00"
Meeraner_Dampfkesselbau_GmbH,Aktiva,,"886.527,96","982.274,92"
MAP_Maschinen-_and_Apparatebau,Aktiva,,"4.810.644,00","4.304.897,00"
Saar-Hartmetall_und_Werkzeuge_GmbH,Aktiva,,"460.649,20","466.528,20"
Fecken-Kirfel_GmbH_and_Co._KG,"Bezüglich der Angaben bei Verrechnung von Vermögensgegenständen und Schulden (§ 285
            Nr. ",,"2.003.135,38","2.392.651,87"
ARKU_Maschinenbau_GmbH,Nachtragsbericht,,"2.335.019,50","2.352.776,50"
Haller_Industriebau_GmbH,"Die Jochen Brill Hallen- und Industriebau GmbH wurde in den Konzernabschuss der Jochen
            B",,"53.724,95",
Sprimag_Spritzmaschinenbau_GmbH_and_Co._KG,Die geleisteten Anzahlungen sind ohne Umsatzsteuer ausgewiesen.,,"861.386,00","1.146.715,00"
wolfcraft_GmbH,Bilanz,,"1.882.671,00","1.648.529,00"
Otto_Martin,Erläuterungen gemäß § 327 HGB,,"1.004.333,77","1.061.787,75"
R+R_Maschinenbau_GmbH,"Der Jahresanfang 2022 war durch die 4. Corona-Welle bestimmt und führte national zeitweise
         ",,"141.278,00","163.220,00"
PLAMAG_GmbH,A K T I V A,,"300.989,00","542.919,00"
Deharde_GmbH,Die Verbindlichkeiten werden mit dem Erfüllungsbetrag angesetzt.,,"1.727.657,50","2.651.299,00"
Schwarze-Robitec_GmbH,4. Angaben zu derivativen Finanzinstrumenten,,"470.479,00","602.601,00"
Dietze_and_Schell_Maschinenfabrik,Aktiva,,"708.095,00","1.139.973,00"
OptoTech_Optikmaschinen_GmbH,Aktiva,,"1.129.349,00","1.511.452,00"
Julius_Schuele_Druckguss_GmbH,"Die Berechnung basiert auf versicherungsmathematischem Gutachten der Allianz Lebensversicherung
    ",,"5.954.183,51","1.731.362,51"
Metallwerk_Sundern,Aktiva,,"1.651.345,00","1.934.966,00"
Baldwin_Technology_GmbH,Aktiva,,"28.089,77","32.248,59"
Ostseestaal_GmbH_and_Co._KG,Aktiva,,"1.252.684,00","1.458.921,00"
Wassermann_Technologie_GmbH,Aktiva,,"252.069,50","385.551,00"
Dipl.-Ing._Herwarth_Reich_GmbH,"Die Geschäftsführung schlägt vor, aus dem Jahresüberschuss zuzüglich des Gewinnvortrags
            ",,"1.252.169,08","1.441.222,91"
Modellbau_Schoenheide_GmbH,Aktiva,,"3.108.114,50",2.915
DAMBACH_Lagersysteme_GmbH_and_Co._KG,"Die Gesamtbezüge der früheren Geschäftsführer mit Pensionsbezug bzw. deren Hinterbliebenen
         ",,"198.242,70","198.747,78"
Inovatools_Eckerle_and_Ertel_GmbH,Aktiva,,"4.524.844,00","4.993.947,00"
Agathon_GmbH_and_Co.KG,Aktiva,,"2.982.542,03","2.547.139,25"
MOTORTECH_GmbH,Bilanz,,"632.889,00","219.051,00"
FMB_Maschinenbaugesellschaft_mbH_and_Co.KG,A K T I V A,,"885.883,00","1.023.407,00"
Steeltec_GmbH,"Die gesetzlichen Vertreter sind verantwortlich für die Aufstellung des Jahresabschlusses,
          ",,"11.541.379,01",11.960
HOeRBURGER_AG,Aktiva,,"307.585,00","375.987,50"
Herbert_Maschinenbau_GmbH_and_Co._KG,Aktiva,,"3.733.457,81","1.586.111,00"
Ruwac_Industriesauger_GmbH,AKTIVA,,"772.093,03",615
Zecha_Hartmetallwerkzeugfabrikation_GmbH,Aktiva,,"1.183.415,00","30.803,50"
Walter_Goetz_GmbH,Aktiva,,"12,00","12,00"
imes-icore_GmbH,Aktiva,,"161.171,21","119.833,75"
Logaer_Maschinenbau_G.m.b.H.,2. Mitarbeiter,,"15.261.302,38","14.063.186,38"
Pacoma_GmbH,Aktiva,,"1.950.600,87","1.123.156,28"
FPT_Robotik_GmbH_and_Co.KG,Aktiva,,"15.028,00","18.969,00"
Schmiedag_GmbH,Aktiva,,"3.165.816,30","3.952.739,12"
Mogensen_GmbH_and_Co.Kommanditgesellschaft,Bestätigungsvermerk des Abschlussprüfers,,"142.794,00",
