company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
Alutrim Europe GmbH,Kyritz,"3.132.156,33","3.101.450,23","4.332.365,47","4.120.260,92",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Alutrim_Europe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ALUCA GmbH,Rosengarten,"3.202.812,50","0,00","1.005.525,75",25,01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/ALUCA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bruker-Spaleck GmbH,Hardt,NA,NA,NA,NA,-,-,
JOPP Holding GmbH,Bad Neustadt an der Saale,"41.065,00","45.932,00","692.027,20","468.811,00",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/JOPP_Holding_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ACPS Automotive GmbH,Ingersheim,"7.165.371,00","5.858.074,00","9.781.092,81","9.388.421,45",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/ACPS_Automotive_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Magna Spiegelsysteme GmbH,Assamstadt,"7.411.477,00","6.740.997,00","19.600.105,96","16.787.203,32",31.12.2021,30.09.2021,bundesanzeiger_local_data_autozulieferer/Magna_Spiegelsysteme_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Innomotive Systems Hainichen GmbH,Hainichen,"18.160.274,00",3.,"50.422.477,02","49.701.110,16",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Innomotive_Systems_Hainichen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SCHWEIZER ELECTRONIC AG,Schramberg,NA,NA,NA,NA,-,-,
Gestamp Griwe Westerburg GmbH,Westerburg,"16.537.388,00","13.608.936,00","31.162.529,66","30.235.481,49",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Gestamp_Griwe_Westerburg_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
CP Tech GmbH,Büren,"1.002.718,12","729.680,81","2.704.986,84","2.654.400,48",01.01.2017,31.12.2017,bundesanzeiger_local_data_autozulieferer/CP_Tech_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
Antolin Straubing GmbH,Straubing,"7.594.442,89","9.136.535,00","15.614.121,58","16.064.130,44",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Antolin_Straubing_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
CMC Klebetechnik GmbH,Frankenthal,"312.141,50","376.435,50","2.478.901,42","2.645.228,36",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/CMC_Klebetechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Molex Elektronik GmbH,Ettlingen,"253.745,45",363,"2.043.484,82",1.219,01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Molex_Elektronik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hornschuch Stolzenau GmbH,Stolzenau,NA,NA,NA,NA,-,-,
LWB Steinl GmbH & Co. KG,Altdorf,340,471,"1.022.217,88","1.042.026,00",01.04.2021,31.03.2022,bundesanzeiger_local_data_autozulieferer/LWB_Steinl_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
SODECIA Safety & Mobility,Attendorn,"11.701.092,09","6.323.774,51","22.812.767,00","22.817.842,00",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/SODECIA_Safety_and_Mobility/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FEUER powertrain GmbH & Co. KG,Nordhausen,"45.535.655,67","52.615.314,46",2021,2020,01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/FEUER_powertrain_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SKF ECONOMOS Deutschland GmbH,Bietigheim-Bissingen,"772.683,00","942.568,00","988.012,25","1.217.085,00",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/SKF_ECONOMOS_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
CCL Design Stuttgart GmbH,Ehningen,NA,NA,NA,NA,-,-,
Weber GmbH & Co. KG,Dillenburg,"3.533.965,00",3.547,"46.468.187,77",47.456,01.01.2012,31.12.2012,bundesanzeiger_local_data_autozulieferer/Weber_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2012_bis_zum_31.12.2012
RaceChip Chiptuning GmbH & Co KG,Göppingen,"236.395,00","285.106,00","523.173,00","664.522,00",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/RaceChip_Chiptuning_GmbH_and_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BCS Automotive Interface Solutions GmbH,Radolfzell am Bodensee,NA,NA,NA,NA,01.12.2017,30.11.2018,bundesanzeiger_local_data_autozulieferer/BCS_Automotive_Interface_Solutions_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.12.2017_bis_zum_30.11.2018
Fujikura Automotive Europe GmbH,Wolfsburg,"80.480,52","80.480,52","107.015,00","170.093,00",01.04.2021,31.03.2022,bundesanzeiger_local_data_autozulieferer/Fujikura_Automotive_Europe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Bader GmbH & Co. KG,Göppingen,NA,NA,NA,NA,-,-,
Bosch Mahle Turbo Systems,Stuttgart,NA,NA,NA,NA,01.01.2018,31.12.2018,bundesanzeiger_local_data_autozulieferer/Bosch_Mahle_Turbo_Systems/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
Rhodius GmbH,Weißenburg in Bayern,"5.692.335,82","6.418.794,50","12.082.965,48","10.798.838,88",01.01.2020,31.12.2020,bundesanzeiger_local_data_autozulieferer/Rhodius_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
MVO GmbH,Schwäbisch Gmünd,"11.752.254,92","13.829.728,39",31.12.2020,31.12.2019,01.01.2020,31.12.2020,bundesanzeiger_local_data_autozulieferer/MVO_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
IHI Charging Systems International GmbH,Amt Wachsenburg OT Ichtershausen,"1.853.903,56","2.364.307,04","5.757.735,86","6.409.549,21",31.03.2022,31.03.2022,bundesanzeiger_local_data_autozulieferer/IHI_Charging_Systems_International_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Hilite Germany GmbH,Marktheidenfeld,NA,NA,NA,NA,-,-,
cellcentric GmbH & Co. KG,Kirchheim unter Teck,"7.346.085,36","5.021.745,48","50.340.730,74","24.682.258,76",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/cellcentric_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Pulse Electronics GmbH,München,NA,NA,"47910,03","68601,92",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Pulse_Electronics_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sortimo International GmbH,Zusmarshausen,NA,NA,NA,NA,-,-,
Hanon Systems Deutschland GmbH,Kerpen,NA,NA,"16.944.836,69","17.341.321,73",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Hanon_Systems_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Umicore Galvanotechnik GmbH,Schwäbisch Gmünd,4.328,3.891,9.945,8.360,01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Umicore_Galvanotechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Otto Vollmann GmbH & Co KG,Gevelsberg,"1.257.560,37",1.529,"1.904.848,50",3.219,01.10.2021,30.09.2022,bundesanzeiger_local_data_autozulieferer/Otto_Vollmann_GmbH_and_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
SYNTEKS Umformtechnik GmbH,Zwönitz,"8.266.859,00",8.924,"14.544.151,86",15.619,01.10.2021,30.09.2022,bundesanzeiger_local_data_autozulieferer/SYNTEKS_Umformtechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
AZ Ausrüstung und Zubehör,Hattingen,"1.779.571,35",862,"2.775.327,92",2.041,01.10.2021,30.09.2022,bundesanzeiger_local_data_autozulieferer/AZ_Ausruestung_und_Zubehoer/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
DBW Advanced Fiber Technologies GmbH,Bovenden,"7.951.078,63","520.937,11","5.520.756,59","5.259.071,74",01.01.2016,31.12.2016,bundesanzeiger_local_data_autozulieferer/DBW_Advanced_Fiber_Technologies_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2016_bis_zum_31.12.2016
ViGEM GmbH,Karlsruhe,"75.163,00","97.821,00","312.122,00","393.381,00",01.07.2021,30.06.2022,bundesanzeiger_local_data_autozulieferer/ViGEM_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
Finow Automotive GmbH,Eberswalde,"5.735.649,78","5.989.513,41","13.175.279,81","14.871.713,82",31.12.2020,31.12.2020,bundesanzeiger_local_data_autozulieferer/Finow_Automotive_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
SCHÖNEWEISS & CO GmbH,Hagen,"14.362.178,06","13.615.625,77","22.700.779,28","25.366.043,76",01.04.2013,31.12.2013,bundesanzeiger_local_data_autozulieferer/SCHOeNEWEISS_and_CO_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2013_bis_zum_31.12.2013
Drexler Automotive GmbH,Salzweg,"2.075.338,00","1.663.169,00","4.249.797,00","4.323.104,90",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Drexler_Automotive_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BIA Kunststoff- und Galvanotechnik,Solingen,"7.147.935,00","8.644.619,50","15.205.483,80","10.150.592,50",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/BIA_Kunststoff-_und_Galvanotechnik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ruhrtaler Gesenkschmiede,Witten,"2.235.969,00","2.574.613,00","23.659.118,81","23.158.482,25",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Ruhrtaler_Gesenkschmiede/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
EuropTec GmbH,Goslar,"8.074.705,48","1.570.490,79","13.041.375,32","9.946.714,09",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/EuropTec_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
High Precision Components Witten GmbH,Witten,"4.609.536,00","3.099.490,00","6.436.340,96","6.301.489,58",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/High_Precision_Components_Witten_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ELDISY GmbH,Gardelegen,"5.162.453,21",2.843,"10.164.069,03",8.920,01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/ELDISY_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ELEKTRA GmbH,Schalkau,"3.704.846,77","4.140.903,59","9.725.570,83","10.597.216,99",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/ELEKTRA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
iwis smart connect GmbH,Rieden am Forggensee,"8.843.442,44","6.646.978,50","11.959.607,13","9.767.519,37",01.01.2020,31.12.2020,bundesanzeiger_local_data_autozulieferer/iwis_smart_connect_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
ClimAir PLAVA-Kunststoffe GmbH,Karben,NA,NA,NA,NA,-,-,
ELWEMA Automotive GmbH,Ellwangen (Jagst),NA,NA,NA,NA,-,-,
Brembo SGL Carbon Ceramic Brakes GmbH,Meitingen,"25.822.741,00","28.214.726,00","29.647.684,15","31.895.224,90",31.12.2020,31.12.2020,bundesanzeiger_local_data_autozulieferer/Brembo_SGL_Carbon_Ceramic_Brakes_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ACTIVLINE Autozubehör GmbH & Co. KG,Simmern,NA,NA,NA,NA,-,-,
Dr. Freist Automotive Bielefeld GmbH,Bielefeld,"2.925.698,14","6.620.797,14","4.029.283,46","7.893.691,38",01.05.2021,30.04.2022,bundesanzeiger_local_data_autozulieferer/Dr._Freist_Automotive_Bielefeld_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.05.2021_bis_zum_30.04.2022
Salzgitter Hydroforming GmbH & Co. KG,Crimmitschau,NA,NA,NA,NA,-,-,
TECLAC Werner GmbH,Fulda,NA,NA,NA,NA,-,-,
NIFCO Germany GmbH,Weißenburg in Bayern,"12.356.102,21","8.799.211,30","37.105.968,55","63.806.468,45",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/NIFCO_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
voestalpine Automotive Components,Dettingen an der Erms,NA,NA,NA,NA,01.04.2017,31.03.2018,bundesanzeiger_local_data_autozulieferer/voestalpine_Automotive_Components/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2017_bis_zum_31.03.2018
IMR Deutschland GmbH,Peine,"2.486.815,36","2.759.188,06","3.784.341,57","4.250.566,15",01.10.2021,30.09.2022,bundesanzeiger_local_data_autozulieferer/IMR_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Wagon Automotive Nagold GmbH,Nagold,"74.687.619,12",87.074,"169.095.302,04",175.240,01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Wagon_Automotive_Nagold_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Volta Kraftfahrzeug-Elektrozubehör-,Malsch,"43.329,50","28.096,50","677.018,00","619.246,00",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Volta_Kraftfahrzeug-Elektrozubehoer-/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hänsch GmbH,Herzlake,NA,NA,"27.567.217,62","24.523.842,28",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Haensch_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Rollax GmbH & Co. KG,Bad Salzuflen,"430.254,00","0,00","511.053,83","140.112,00",01.01.2016,31.12.2016,bundesanzeiger_local_data_autozulieferer/Rollax_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2016_bis_zum_31.12.2016
Superior Industries Leichtmetallräder,Bad Dürkheim,NA,NA,NA,NA,-,-,
WIHAG Fahrzeugbausysteme GmbH,Bielefeld,"30.214,21","36.909,29","700.356,38","577.987,02",31.12.2021,31.12.2020,bundesanzeiger_local_data_autozulieferer/WIHAG_Fahrzeugbausysteme_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Witzenmann Hamburg GmbH,Stapelfeld,"462.470,00","438.824,00","2.201.341,40",2.261,01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Witzenmann_Hamburg_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sensata Technologies GmbH,Berlin,"218.031,18","310.582,98","1.009.191,41","1.122.798,81",01.01.2016,31.12.2016,bundesanzeiger_local_data_autozulieferer/Sensata_Technologies_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2016_bis_zum_31.12.2016
Antolin Massen GmbH,Massen-Niederlausitz,NA,NA,NA,NA,-,-,
MÖVE Fahrzeugsitze GmbH,Mühlhausen/Thüringen,NA,NA,NA,NA,-,-,
Federal-Mogul Bremsbelag GmbH,Glinde,"12.046.121,06","13.374.068,84","19.392.410,73","19.978.992,09",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Federal-Mogul_Bremsbelag_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WAFA Germany GmbH,Augsburg,"941.619,99","2.093.769,84","1.753.175,00","4.900.817,30",01.01.2019,31.12.2019,bundesanzeiger_local_data_autozulieferer/WAFA_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Pefra Aktiengesellschaft,Eching,NA,NA,"334.579,84","232.760,50",01.08.2021,31.07.2022,bundesanzeiger_local_data_autozulieferer/Pefra_Aktiengesellschaft/Jahresabschluss_zum_Geschaeftsjahr_vom_01.08.2021_bis_zum_31.07.2022
Knott GmbH,Eggstätt,"2.350.931,00","2.464.640,35","11.914.866,71","11.550.543,69",01.01.2015,31.12.2015,bundesanzeiger_local_data_autozulieferer/Knott_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2015_bis_zum_31.12.2015
KBE Elektrotechnik GmbH,Berlin,"1.482.957,15","1.567.112,94","3.002.879,09","2.817.211,56",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/KBE_Elektrotechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
AURORA Konrad G. Schulz GmbH & Co. KG,Mudau,NA,NA,NA,NA,-,-,
smk systeme metall kunststoff,Filderstadt,"11.330.156,64","13.057.406,87","43.420.146,68","41.375.460,07",01.01.2017,31.12.2017,bundesanzeiger_local_data_autozulieferer/smk_systeme_metall_kunststoff/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
Metaldyne GmbH,Zell am Harmersbach,"8.795.737,73","6.569.217,79","9.995.560,05","8.524.990,34",01.01.2021,31.12.2021,bundesanzeiger_local_data_autozulieferer/Metaldyne_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HKR Automotive GmbH,Kupferzell,"4.262.076,00","4.068.258,00","7.210.716,86","7.425.458,82",01.01.2020,31.12.2020,bundesanzeiger_local_data_autozulieferer/HKR_Automotive_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
