Company,Table,Machine_1,Machine_2,Machine_3
Mack Rides GmbH & Co KG,Aktiva,8420505,9125040,
DOMINION Deutschland GmbH,Aktiva,1970697,2173284,
Sehon innovative Lackieranlagen GmbH,Aktiva,204008,1224,
Dehoust GmbH,Bei den außerbilanziellen Geschäften handelt es sich der Art nach um Miet- und Leasingverträge für t,2727114,2968244,
WEHRLE-WERK AG,AKTIVA,3282430,2341,
IAS GmbH,AKTIVA,37677,36026,
SERVOLIFT GmbH,AKTIVSEITE,285693,178093,
KMU LOFT Cleanwater GmbH,Aktiva,146655,167314,
Loewe-Industrieofenbau GmbH,AKTIVA,469873,652169,
Maschinen- und Stahlbau,Aktiva,333668,433044,
TSUBAKI KABELSCHLEPP GmbH,Aktiva,2444958,1876320,
MTF Anlagenbau Kriesow GmbH,Aktiva,992121,857068,
API Schmidt-Bretten GmbH & Co. KG,Aktiva,547196,577241,
TEDOM SCHNELL GmbH,Aktiva,191353,69490,
thermofin GmbH,Aktiva,6912888,6256543,
Centrotherm Systemtechnik GmbH,Aktiva,5387610,4371355,
Jürgen Löhrke GmbH,AKTIVA,6797,7856,
MENCK GmbH,Aktiva,174032,211583,
Werner & Pfleiderer,Aktiva,80874,81024,
A S T GmbH,Aktiva,35625,28571,
Puerstinger High Purity Systems GmbH,-verbindlichkeiten mit dem Tagesmittelkurs bewertet.,458047,425404,
YADOS GmbH,Aktiva,1429136,1408631,
HOSOKAWA ALPINE Aktiengesellschaft,Aktiva,6971274,7323326,
BioConstruct GmbH,Aktiva,14333,16333,
I N T E C Engineering GmbH,AKTIVA,29503,39127,
Oswald Metzen GmbH,AKTIVA,2154,425731,
Karl Heuft GmbH,V. Vorgänge von besonderer Bedeutung nach Schluss des Geschäftsjahres,189270,165514,
EnviroChemie GmbH,Aktiva,1275453,1456365,
thermowave Gesellschaft,Die Entwicklung der Gewinn- und Verlustrechnung spiegelt das Umsatzwachstum der thermowave GmbH im G,1297001,1316288,
Lukas Anlagenbau GmbH,Aktiva,429194,508557,
Jünger+Gräter GmbH,AKTIVA,25055,29574,
Wolf Power Systems GmbH,Aktiva,285307,395027,
Sokratherm GmbH,Aktiva,434975,409178,
Meier Prozesstechnik GmbH,Aktiva,404538,469913,
Richard Kablitz GmbH,Aktiva,214445,238704,
Swisslog Healthcare GmbH,Unknown Table,95686,128128,
DERICHS GmbH Verfahrenstechnik,Aktiva,180142,97368,
Chemieanlagenbau Chemnitz GmbH,AKTIVA,96598,437880,
Karl Roll GmbH & Co. KG,Aktiva,1146984,1353614,
LIKUSTA Umwelttechnik GmbH,AKTIVA,66433,74554,
TAKRAF GmbH,Aktiva,984722,1674641,
Kliewe GmbH,AKTIVA,268690,308944,
Kontra Anlagentechnik GmbH,Unknown Table,604193,515398,
Cantec GmbH & Co. KG,Aktiva,1482,344898,
Hübers Verfahrenstechnik,Aktiva,2305501,1349355,
psb intralogistics GmbH,AKTIVA,2104923,2739973,
SVT GmbH,AKTIVA,149663,135639,
ZIEMANN HOLVRIEKA GmbH,Aktiva,3238754,3521509,
Walter Gerätebau GmbH,AKTIVA,36900,46007,
IWS GmbH,AKTIVA,26815,43743,
Höcker Polytechnik GmbH,AKTIVA,820734,555953,
AGO GmbH Energie + Anlagen,AKTIVA,5870,13695,
W & Z Rohrsystem-Technik GmbH,Aktiva,145264,165967,
Apleona Wolfferts GmbH,AKTIVA,464998,757330,
Schulz Systemtechnik GmbH,Der Finanzmittelbestand umfasst jeweils die Barmittel sowie Guthaben bei den Kreditinstituten. Der F,257278,191626,
Elma Schmidbauer GmbH,Aktiva,1747872,1506615,
AUTEFA Solutions Germany GmbH,Aktiva,5416521,5846458,
SAACKE GmbH,Aktiva,4814,18,
HOLTEC GmbH & Co. KG,AKTIVA,1055662,461788,
centrotherm international AG,Aktiva,5673,3586,
FST Industrie GmbH,Aktiva,1869412,2315661,
Brunnhuber Krane GmbH,Aktiva,182365,228456,
Nordmeyer SMAG Mining & Drilling,Aktiva,16853,21,
Schilling Engineering GmbH,AKTIVSEITE,424788,483031,
HOFFMANN,Aktiva,1784109,1962375,
Evoqua Water Technologies GmbH,Aktiva,469588,459218,
TSG Deutschland GmbH & Co. KG,Aktiva,50985,75074,
Daldrop + Dr. Ing. Huber GmbH+ Co. KG,Unknown Table,12611,18,
