Company,Table,Machine_1,Machine_2,Machine_3
Pfarr - Stanztechnik GmbH,Aktiva,6121159,4140685,
ACTech GmbH,AKTIVA,6753106,7232946,
CERATIZIT Deutschland GmbH,Aktivseite,5380865,3797650,
Stolz & Seng,Aktiva,1081113,259272,
Postel Druckguss GmbH,AKTIVA,920345,1655133,
TKW Molding GmbH,Aktiva,2904248,1494663,
Kremann und Esser GmbH & Co. KG,Aktiva,2161452,2239275,
Spinner Werkzeugmaschinenfabrik GmbH,Unknown Table,2283536,2981925,
Bacher GmbH Metallverarbeitung,Aktiva,1465768,1999136,
SULO Metall Systeme GmbH,Aktiva,270019,438648,
pro forma - Leistungen,Aktiva,3558408,3572543,
Modell Technik Formenbau GmbH,AKTIVA,3013673,3855,
BKM Praezisionswerkzeuge,Aktiva,1161611,1105146,
Wirth Werkzeugbau GmbH,Aktiva,2404963,2965296,
Helmut Diebold GmbH & Co.,Aktiva,1098861,1405749,
Manfred Albrecht GmbH,AKTIVA,893500,1049,
Heinz Schwarz GmbH & Co. KG,AKTIVA,2766418,3171553,
Klaus Baier Werkzeugbau und Stanztechnik,Aktiva,1142940,495085,
EWM AG,AKTIVA,174193,74994,
Herbert Kaut GmbH & Co. KG,Aktiva,631228,382367,
Ebmeyer Werkzeugbau GmbH,Aktiva,464994,467343,
Christian Karl Siebenwurst,AKTIVA,2439169,1446719,
Meissner AG Modell- und Werkzeugfabrik,Aktiva,1052341,1014791,
Modellbau Schoenheide GmbH,Aktiva,3108114,2915,
SAV GmbH,AKTIVA,210597,543908,
Wirtz Werkzeugbau GmbH,Aktiva,1,11106,
Walter Goetz GmbH,Aktiva,12,12,
hapema GmbH,Aktiva,469818,499396,
BUeSCHEL Feinschneidtechnik GmbH,AKTIVA,19516,50,
Technolit GmbH,Aktiva,225217,267890,
Neuhaeuser Praezisionswerkzeuge GmbH,AKTIVA,527475,,
Josef Weischer GmbH & Co. KG,Aktiva,1289460,1711030,
Kraemer + Grebe GmbH & Co. KG Modellbau,AKTIVA,2463087,2012239,
TRIBO Hartstoff GmbH,AKTIVA,7848784,8498667,
August Beck GmbH & Co. KG,AKTIVA,2319138,2239374,
Tillmann Werkzeugbau Profiltechnik GmbH,Aktiva,4047222,3135624,
Zeltwanger Maschinenbau GmbH,Aktiva,569919,476313,
PWG Profilrollen-Werkzeugbau GmbH,Aktiva,3547241,5036830,
SD Automotive GmbH,Aktiva,1799591,2732554,
MWS Schneidwerkzeuge GmbH & Co KG,Aktiva,4208102,4081231,
BMI Technical Services GmbH,Aktiva,2097800,2100361,
Color Metal GmbH,Aktiva,3123375,4162319,
Wilke Werkzeugbau GmbH,Assets,1316855,1671830,
Presswerkzeugbau Grossdubrau GmbH,Aktiva,3286029,2824117,
WTE Praezisionstechnik GmbH,AKTIVA,2013332,1171018,
Lahnwerk GmbH,Aktiva,1925223,1953568,
Wohlhaupter GmbH,Aktiva,1707261,1069664,
WEBO Werkzeugbau Oberschwaben GmbH,Aktiva,2851211,3812632,
Schneider Form GmbH,AKTIVA,3209100,4379,
HAVLAT Praezisionstechnik GmbH,Aktiva,6518788,8728713,
MECO Maschinen-Elektro-Companie GmbH,AKTIVA,1618360,1916357,
Wink Stanzwerkzeuge GmbH & Co. KG,Aktiva,7409330,4172909,
S. Mueller GmbH & Co. Werkzeugbau KG.,Aktiva,273592,297435,
Muerdter Metall-,AKTIVA,246286,334905,
Paul Hafner GmbH Werkzeugbau,Aktiva,38200,38200,
"Klaus Backes GmbH,",Aktiva,294882,,
Amberger Werkzeugbau GmbH,Unknown Table,1050010,1249112,
Carl Hilzinger-Thum GmbH & Co. KG,Unknown Table,1584795,1523137,2968645
Seco Tools GmbH,Aktiva,236876,512113,
W.H. Augenstein GmbH,Aktiva,917628,857794,
ASTOR Schneidwerkzeuge GmbH,Aktiva,1162959,969101,
AWEBA Werkzeugbau GmbH Aue,Aktiva,3602749,3478255,
Heckler Aktiengesellschaft,AKTIVA,3881699,5080464,
FKT Formenbau und Kunststofftechnik GmbH,A K T I V A,1303880,1138741,
FMF-WWF Werkzeug- und Prototypenbau GmbH,Aktiva,1563110,1807594,
G - ELIT Praezisionswerkzeug-GmbH,Aktiva,3296232,3540040,
Bilz Werkzeugfabrik GmbH & Co. KG,Aktiva,639468,864,
Maucher Formenbau GmbH & Co. KG,Aktiva,2507129,1923134,
