Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size,Maschinen_Park_var,hours_of_saving
Höcker Polytechnik GmbH,https://www.hoecker-polytechnik.de,False,Absauggeräte,Abscheideranlagen,Filteranlagen,,,,,,,Hilter am Teutoburger Wald,820734.0,15-20,15,5625
Becton Dickinson Rowa Germany GmbH,https://rowa.de/de/,False,Kommissionierautomaten,Schlauchbeutelverblisterungen,digitale Verkaufslösungen,,,,,,,Kelberg,2684939.0,120-200,120,45000
TSUBAKI KABELSCHLEPP GmbH,https://tsubaki-kabelschlepp.com,False,Förderanlagen,Kabel,Kabeltrassen,,,,,,,Wenden,2444958.0,80-120,80,30000
Swisslog Healthcare GmbH,https://www.swisslog.com,False,Kommissioniersysteme,Lagersysteme,Transportsysteme,,,,,,,Westerstede,128128.0,No Match,,
ULT AG,https://www.ult.de,False,Absauganlagen,Anlagen zur Prozesslufttrocknung,Kundenspezifische Lösungen,,,,,,,Löbau,101793.0,No Match,,
Energas BHKW GmbH,https://www.energas-gmbh.de,False,Blockheizkraftwerke,Gebrauchtmärkte,Mietcontainer,,,,,,,Ravensburg,78290.0,No Match,,
Loewe-Industrieofenbau GmbH,http://www.loewe-gmbh.de/de/,False,Feuerfestbauten,Feuerfeste Formteile,Leistungen,,,,,,,Oberhausen,652169.0,10-15,10,3750
Karl Roll GmbH & Co. KG,https://www.karl-roll.de,False,Anlagen für wässrige Reiniger,Kombinierte Anlagen,Lösungsmittelanlagen,,,,,,,Mühlacker,1353614.0,40-60,40,15000
Chriwa Wasseraufbereitungstechnik GmbH,https://www.chriwa-group.com,False,Abwasseraufbereitungsanlagen,Schwimmbadwasseraufbereitungsanlagen,Wasseraufbereitungsanlagen,,,,,,,Hambühren,452020.0,10-15,10,3750
Ambros Schmelzer & Sohn GmbH & Co KG,https://www.a-schmelzer.com,False,Agrartechniken,Anlagenbauten,Modulare Rohrsysteme,,,,,,,Waldershof,1235739.0,40-60,40,15000
Daxner Germany GmbH,https://www.daxner.com,False,Big-Bag Handlings,Fördersysteme,Silos,,,,,,,Lauda-Königshofen,198494.0,No Match,,
Dieffenbacher Maschinenfabrik GmbH,https://dieffenbacher-zaisenhausen.de,False,Beschichtungstechniken,Holzplattentechniken,Lagersysteme,,,,,,,Zaisenhausen,197912.0,No Match,,
Puerstinger High Purity Systems GmbH,https://www.puerstinger.de,False,Chemieversorgungen,Laboreinrichtungen,Prozesstechnische Anlagen,,,,,,,Burghausen,458047.0,10-15,10,3750
INFASTAUB GmbH,https://www.infastaub.de,False,Patronenfilter,Schlauchfilter,Taschenfilter,,,,,,,Bad Homburg v. d. Höhe,26059.0,No Match,,
Ammeraal Beltech GmbH,https://www.ammeraalbeltech.com,False,Kunststoff- und Stahlketten,Modulare Riemen,Synthetische Riemen,,,,,,,Geesthacht,1113211.0,21-40,21,7875
b+m surface systems GmbH,https://www.bm-systems.com/de/,False,Lackieranlagen,Lackierroboter,Oberflächentechniken,KTL-Anlagen,Lackierroboter,Spritzlackieranlagen,Lackiertechniken,Oberflächentechniken,Vorbehandlungen,Eiterfeld,58770.0,No Match,,
HOFFMANN Maschinen- und Apparatebau GmbH,https://www.hoffmann-filter.de,False,Filtertechniken,Kältetechniken,Serviceleistungen,,,,,,,Lengede,1962375.0,80-120,80,30000
VWH GmbH,https://www.vwh.de,False,Montageanlagen,Sondermaschinen,Spritzgussautomation,Erodiermaschinen,Fräsmaschinen,Laseranlagen,Erodieren,Fräsen,Laserschneiden,Herschbach,583926.0,10-15,10,3750
EMDE Industrie-Technik GmbH,https://www.emde.de,False,Befüllsysteme,Entleeranlagen,Fördersysteme,,,,,,,Nassau,3138167.0,120-200,120,45000
API Schmidt-Bretten GmbH & Co. KG,https://www.apischmidt-bretten.de,False,Plattenwärmeübertrager,Wärmetauscher,Wärmeübertragungssysteme,,,,,,,Bretten,577241.0,10-15,10,3750
HOLTEC GmbH & Co. KG,http://www.holtec.de,False,Holzplatzanlagen,Paketkappsägen,Rundholzplätze,,,,,,,Hellenthal,1055662.0,21-40,21,7875
Vollert Anlagenbau GmbH,https://www.vollert.de/de/,False,Betonfertigteile,Intralogistiksysteme,Rangiersysteme,,,,,,,Weinsberg,1358646.0,40-60,40,15000
Primetals Technologies Germany GmbH,https://www.primetals.com,False,Agglomerationen,Eisenerzeugungen,Stahlerzeugungen,Erodiermaschinen,Fräsmaschinen,Schneidmaschinen,Bohrungen,Drehungen,Fräsungen,Erlangen,80947.0,No Match,,
MBA Melms & Brückner Anlagenbau GmbH,https://www.mba-nb.de,True,Biogasanlagen,Kläranlagen,Wasserwerke,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Fräsen,Laserschneiden,Schweißen,Neubrandenburg,65408.0,No Match,,
KLEIN Anlagenbau AG,https://www.klein-ag.de,False,Besandungstechniken,Gießereiausrüstungen,pneumatische Förderanlagen,,,,,,,Freudenberg,1728496.0,60-80,60,22500
REICH Thermoprozesstechnik GmbH,https://reich-germany.de,False,Intensivkühlanlagen,Klima-Reifeanlagen,Räucheranlagen,,,,Kühlen,Räuchern,Trocknen,Schechingen,119482.0,No Match,,
wks Technik GmbH,https://www.wksgroup.de,False,Abwasserbehandlungssysteme,Automatisierungssysteme,Wasseraufbereitungssysteme,,,,,,,Dresden,40906.0,No Match,,
MTF Anlagenbau Kriesow GmbH,https://www.mtf-kriesow.de,False,Elektroanlagenbauten,Kabelrohrtiefbauten,Messtechniken,,,,,,,Kriesow,992121.0,21-40,21,7875
EBAWE Anlagentechnik GmbH,https://www.ebawe.de/de/,False,Bewehrungsanlagen,Schalungssysteme,Umlaufanlagen,,,,,,,Eilenburg,3830642.0,120-200,120,45000
KW Energie GmbH & Co. KG,https://www.kwenergie.de,False,Batteriespeicher,Blockheizkraftwerke,Cloud-Lösungen,,,,,,,Freystadt,336543.0,10-15,10,3750
Lödige Industries GmbH,https://www.lodige.com,False,Aufzugslösungen,Flughafenlogistik,Parklösungen,,,,,,,Warburg,193239.0,No Match,,
FST Industrie GmbH,https://www.fst-industrie.de,True,Anlagen,Baugruppen,Komponenten,Fräsmaschinen,Prüfmaschinen,Schweißmaschinen,Konstruktionen,Projektierungen,Schweißtechniken,Berlin,2315661.0,80-120,80,30000
Richard Kablitz GmbH,https://www.kablitz.de,False,Energiezentralen,Feuerungen,Wärmetauscher,Fräsmaschinen,Gießmaschinen,Schweißmaschinen,Fräsens,Gießens,Schweißens,Lauda-Königshofen,238704.0,No Match,,
Schmidt & Heinzmann GmbH & Co. KG,https://schmidt-heinzmann.de,False,Prepreg-Linien,SMC-Produktionseinrichtungen,Schneidsysteme,,,,,,,Bruchsal,1040260.0,21-40,21,7875
MFI GmbH,https://www.mfi-innovations.com/de/,False,Fördertechniken,Lagersysteme,Robotersysteme,,,,,,,Benningen am Neckar,212856.0,No Match,,
Biogas Service Tarmstedt GmbH,http://www.bs-tarmstedt.de,False,Anlagenbauten,Flexibilisierungen,Wartungen,,,,,,,Westertimke,70203.0,No Match,,
EnviroChemie GmbH,https://www.envirochemie.com,False,Anlagenlösungen,Dienstleistungen,Wasserchemikalien,,,,,,,Roßdorf,1456365.0,40-60,40,15000
FAIST Anlagenbau GmbH,https://www.faist.de,False,Akustiksysteme,Energiesysteme,Lufteinlasssysteme,,,,,,,Krumbach (Schwaben),477905.0,10-15,10,3750
OneSubsea GmbH,https://www.onesubsea.slb.com,False,Unterwasserdigitale Messungen,Unterwasserfeldentwicklungen,Unterwasserlebensdienstleistungen,,,,,,,Celle,6082598.0,200-350,200,75000
symex GmbH & Co. KG,https://www.symex.de,True,Homogenisieranlagen,Labormischer,Mischanlagen,Homogenisatoren,Mischsysteme,Rührwerke,Dosierungen,Homogenisierungen,Mischungen,Bremerhaven,1118936.0,21-40,21,7875
PURPLAN GmbH,https://www.purplan.com,False,Mischstationen,Reaktionsanlagen,Tanklager,,,,,,,Wallenhorst,267548.0,No Match,,
EBNER GmbH & Co. KG,https://ebner-co.de/de/,False,Anlagen,Apparate,Kristallisationsanlagen,,,,,,,Eiterfeld,491809.0,10-15,10,3750
Watts Industries Deutschland GmbH,https://wattswater.de,False,Pumpengruppen,Raumtemperaturregelungen,Wohnungsstationen,,,,,,,Landau in der Pfalz,770438.0,15-20,15,5625
Westinghouse Electric Germany GmbH,https://www.westinghousenuclear.com,False,Betriebsanlagen,Energiesysteme,Kernbrennstoffe,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Mannheim,897338.0,15-20,15,5625
BÜTTNER,https://www.buettner-energy-dryer.com/de/,False,Brenner,Energieanlagen,Trocknungsanlagen,,,,,,,Krefeld,73892.0,No Match,,
A S T GmbH,https://astgroup.de,True,Industrieservices,Rohrleitungsbauten,Stahlbauten,,,,Montagen,Schnitte,Schweißungen,Lampertheim,35625.0,No Match,,
WERO-Rohrleitungsbau Industrieanlagen GmbH & Co. KG,https://www.wero-thyrnau.de,False,,,,,,,,,,Thyrnau,768403.0,15-20,15,5625
CTA GmbH & Co. KG,https://www.cta-tankbau.de,False,Rohrleitungen,Tankanlagen,Tanks,,,,Montagen,Schweißen,Werkstoffprüfungen,Berlin,565613.0,10-15,10,3750
Walter Gerätebau GmbH,https://walter-cleaningsystems.de,False,BFM® Verbindungen,Pumpenaggregate,Spezialgeräte,,,,,,,Sachsenheim,46007.0,No Match,,
Lukas Anlagenbau GmbH,https://lukas-anlagenbau.de,True,Drahtindustriemaschinen,Lohnfertigungsprodukte,Wasserkraftanlagen,Bandieranlagen,Monofilextruder,Ziehanlagen,Montagen,Oberflächenbehandlungen,Schneidens,Waldthurn,508557.0,10-15,10,3750
Mack Rides GmbH & Co KG,https://mack-rides.com,False,Achterbahnen,Spinfahrten,Wasserfahrten,,,,,,,Waldkirch,9125040.0,200-350,200,75000
WTE Wassertechnik GmbH,https://www.wte.de,False,Anlagenbau,Anlagenplanung,Finanzierungen,,,,,,,Essen,39875.0,No Match,,
Comes Maschinen- und Apparatebau GmbH,https://www.comes-trier.de,True,Mobile Fräsmaschinen,Recyclingmaschinen,Sondermaschinen,Großbohrwerke,Schweissmaschinen,Spezialreparaturmaschinen,Drehens,Fräsens,Schweissens,Trier,1135756.0,21-40,21,7875
IDS-Industrieservice Anlagenbau GmbH,https://ids-ob.com/de/,False,Instandhaltungen,Neubauten,Personalleasings,,,,,,,Oberhausen,29169.0,No Match,,
Fäth GmbH,https://www.faeth.com,True,Chemie Support Systeme,Gas Support Systeme,Recycling Support Systeme,,,,,,,Klipphausen,1632001.0,60-80,60,22500
AZO GmbH & Co. KG,https://www.azo.com,False,Anlagenbau,Prozess-IT,Verfahrensengineering,,,,,,,Osterburken,1986759.0,80-120,80,30000
Züblin Chimney and Refractory GmbH,https://www.zueblin-cr.de,False,Brandschutzmaßnahmen,Industrieschornsteinbauten,Technische Isolierungen,,,,,,,Köln,417296.0,10-15,10,3750
Schulz Systemtechnik GmbH,http://www.schulz.st,False,Energielösungen,Roboter,Sondermaschinen,,,,,,,Visbek,257278.0,No Match,,
Jünger+Gräter GmbH,https://www.jg-refractories.com/de/,False,CFB Plattensysteme,Feuerfeststeine,Plattensysteme,,,,,,,Schwetzingen,29574.0,No Match,,
thermowave Gesellschaft,https://www.thermowave.de,False,Dienstleistungen,Ersatzteile,Plattenwärmetauscher,,,,,,,Berga,1316288.0,40-60,40,15000
Chemieanlagenbau Chemnitz GmbH,https://www.cac-chem.de,False,Chlor-Alkali Technologien,Kohlenwasserstoff Technologien,Power-to-X Technologien,,,,,,,Chemnitz,437880.0,10-15,10,3750
AKE technologies GmbH,https://www.ake-technologies.de,False,E-Mobility-Lösungen,Fahrzeuginterieurprodukte,Montageanlagen,,,,,,,Passau,184891.0,No Match,,
Werner & Pfleiderer,https://www.wp-l.de,False,Backöfen,Brötchenanlagen,Teigteilmaschinen,,,,,,,Dinkelsbühl,81024.0,No Match,,
CeH4 technologies GmbH,https://www.ceh4.de,False,Biomethane & H2-Einspeiseanlagen,Gasdruckregelanlagen,Verdichtertechniken,,,,,,,Celle,1089086.0,21-40,21,7875
Cremer Thermoprozessanlagen GmbH,https://www.cremer-polyfour.de,False,Pulverreduktionsanlagen,Spezialanwendungen,Öfen,,,,Entbinden,Pressungen,Sinterungen,Düren,238843.0,No Match,,
Brunnhuber Krane GmbH,https://www.brunnhuber.de,False,Kraftwerkskrane,Prozesskrane,Stahlwerkskrane,,,,,,,Augsburg,228456.0,No Match,,
TEDOM SCHNELL GmbH,https://tedom.de,False,Biogasmotoren,Blockheizkraftwerke,Energiesysteme,,,,,,,Wangen im Allgäu,191353.0,No Match,,
Hedemann Technik GmbH,https://www.hedemann-technik.de,False,Fördertechniken,Kälberhaltungen,Silose,,,,,,,Westerstede,240130.0,No Match,,
ZIEMANN HOLVRIEKA GmbH,https://www.ziemann-holvrieka.com/de/,False,Kommerzielle Brauereianlagen,Prozesstechnik,Tanks,,,,,,,Ludwigsburg,3521509.0,120-200,120,45000
HOF Sonderanlagenbau GmbH,https://www.hof-sonderanlagen.de,False,Beladesysteme,Einfriergeräte,Gefriertrocknungsanlagen,,,,,,,Lohra,2118592.0,80-120,80,30000
SenerTec,https://www.senertec.de,False,Batteriespeicher,Blockheizkraftwerke,Wärmepumpen,,,,,,,Schweinfurt,1850499.0,80-120,80,30000
SVT GmbH,https://www.svt-gmbh.com,False,Drehgelenke ROTAFLEX,Land-Ladearme,Marine-Ladearme,,,,,,,Schwelm,149663.0,No Match,,
Acteon Group,https://acteon.com,False,Fortgeschrittene Systemtechnik,Geo-Dienstleistungen,Marine Grundlagen,,,,,,,Kaltenkirchen,211583.0,No Match,,
Hubert Eing Kunststoffverwertung GmbH,https://www.eing.info,False,Kunststoffe,Rohstoffe,Substitutbrennstoffe,,,,Herstellungen,Recyclings,Sortierungen,Gescher,6487658.0,200-350,200,75000
INTEC Engineering GmbH,https://www.intec-energy.com,False,Feuerungssysteme,Wassersysteme,Wärmeträgerölsysteme,,,,,,,Bruchsal,39127.0,No Match,,
Evoqua Water Technologies GmbH,https://www.evoqua.com,False,Aerobe Abwasserbehandlungen,Anaerobe Abwasserbehandlungen,Kohlenstoffe & Harze,,,,,,,Günzburg,469588.0,10-15,10,3750
SAR Elektronic GmbH,http://www.sar.biz,False,Automatisierungen,IT-Services,Kunststoffsysteme,,,,,,,Dingolfing,670165.0,10-15,10,3750
IWS GmbH,https://iws-gmbh.net,False,Elektrokonstruktionen,Schaltschrankbauten,UL508A Konstruktionsbauten,,,,,,,Ichenhausen,43743.0,No Match,,
PlanET Biogastechnik GmbH,https://planet-biogas.de,False,Biogasanlagen,Biologische Laborleistungen,Klimaschutzlösungen,,,,,,,Vreden,33479.0,No Match,,
Wilhelm Alte GmbH,https://www.alte-online.de,True,Lasertechnologien,Wärmebehandlungen von Massenteilen,Wärmebehandlungen von Werkzeugen,,,,3D-Laserscannings,Laserschneiden,Wärmebehandlungen,Plettenberg,2396083.0,80-120,80,30000
Anlagenbau Günther GmbH,https://www.albg.eu,False,Annahmedosierer,Förderbänder,Siebtechniken,,,,,,,Wartenberg,338281.0,10-15,10,3750
Aqseptence Group GmbH,https://www.aqseptence.com/en/,False,Filtrationssysteme,Siebtechnologiesysteme,Vakuumtechnologiesysteme,,,,,,,Aarbergen,372841.0,10-15,10,3750
SINGLE Temperiertechnik GmbH,https://single-temp.com,False,Kühlgeräte,Temperiergeräte,Variotherme,,,,,,,Hochdorf,76767.0,No Match,,
TSG Deutschland GmbH & Co. KG,https://www.tsg-solutions.com/de/,False,Energielösungen,Managementlösungen,Zahlungslösungen,,,,,,,Halle (Saale),75074.0,No Match,,
SPIE Building Technology Automation & Traffic GmbH,https://www.spie-osmo.de,False,Automatisierungen,Elektroanlagen,Verkehrstechniken,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Bohrungen,Drehungen,Fräsungen,Georgsmarienhütte,34993.0,No Match,,
Louis Schierholz GmbH,https://www.schierholz.de/de/,False,Bodenförderer,Luftförderer,Power & Free,,,,,,,Bremen,992848.0,21-40,21,7875
DERICHS GmbH Verfahrenstechnik,https://derichs.de,False,Dosiergeräte,Fördersysteme,Lagersysteme,Dosiermaschinen,Fördermaschinen,Mischmaschinen,Dosierungen,Förderungen,Mischungen,Übach-Palenberg,180142.0,No Match,,
Robert Josef Wolf GmbH & Co. KG,https://rjwolf.de,True,Druckbehälter,Kolonnen,Wärmeaustauscher,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Erodieren,Fräsen,Laserschneiden,Wilnsdorf,2041543.0,80-120,80,30000
TRANSNORM SYSTEM GmbH,https://sps.honeywell.com/us/,False,Gasüberwachung,Intelligente Lebenspflege,Sensoren,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Harsum,263452.0,No Match,,
Karl Heuft GmbH,https://www.heuft-backofenbau.de,False,Backöfen,Thermo-Öl-Anlagen,Wärmeverbundsysteme,,,,,,,Bell,189270.0,No Match,,
Keil Anlagenbau GmbH & Co. KG,https://www.keil-anlagenbau.de,False,Prepolymeranlagen,Tanklager,Verfahrenstechnische Anlagen,,,,,,,Bohmte,136179.0,No Match,,
Schmack Biogas GmbH,https://www.schmack-biogas.com,False,Anlagenbau,Komponenten,Repowering,,,,,,,Schwandorf,29404.0,No Match,,
LIPPERT GmbH & Co. KG,https://www.lippert.de,False,Keramiklösungen,Sortiertechniken,,,,,,,,Pressath,433044.0,10-15,10,3750
Oswald Metzen GmbH,https://metzen.org,False,Anlagen,Dienstleistungen,Komponenten,,,,,,,Bitburg,425731.0,10-15,10,3750
STF Maschinen- und Anlagenbau GmbH,https://www.stf-group.de,False,Kunststoffextrusionen,Recyclingmaschinen,Spezialmaschinen,,,,Extrudierungen,Planungen,Schweißungen,Aicha vorm Wald,9510644.0,200-350,200,75000
Harald Liebers Behälter-Apparatebau GmbH,https://www.liebers-behaelterbau.de/de/,True,Apparate,Behälter,Ingenieure,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Fräsen,Laserschneiden,Schweißen,Chemnitz,1626978.0,60-80,60,22500
RIKUTEC Richter Kunststofftechnik GmbH,https://www.rikutec.de,False,Fässer,IBCs,Zubehörteile,,,,Blasformen,,,Altenkirchen (Westerwald),2690202.0,120-200,120,45000
KONTRA Anlagentechnik GmbH,http://www.kontra-handling.de,False,Einzelmodule,Pflanzenabschnitte,Vollständige Linien,,,,,,,Rüthen,604193.0,10-15,10,3750
NEUERO Industrietechnik für Förderanlagen,https://neuero.de,False,Mobile Förderer,Schiffsbelader,Schiffsentlader,,,,,,,Melle,940156.0,21-40,21,7875
IAS GmbH,https://www.ias-induction.com/de/,False,,,,,,,,,,Iserlohn,37677.0,No Match,,
Schilling Engineering GmbH,https://schillingengineering.de,False,Reinraumkabinen,Reinräume,Sauberräume,,,,,,,Wutöschingen,483031.0,10-15,10,3750
Seebach GmbH,https://www.seebach.com,False,Dichtungsunterstützungssysteme,Filtrationen,Mechanische Dichtungen,,,,,,,Vellmar,950968.0,21-40,21,7875
IEM FörderTechnik GmbH,https://www.iem.eu,False,Fördertechniken,Lagertechniken,Umwelttechniken,,,,,,,Kastl (bei Kemnath),216887.0,No Match,,
BTD Behälter- und Speichertechnik,https://www.btd-gmbh.de,False,Behälter,Pufferspeicher,Sonderlösungen,,,,,,,Dettenhausen,1574763.0,60-80,60,22500
ADITOR GmbH,https://www.aditor.de,False,Montagesysteme,Prüftechniken,Sondermaschinen,,,,,,,Saarwellingen,33616.0,No Match,,
Soudronic GmbH & Co. KG,https://www.soudronic.com,False,Schneider,Schweißer,Transfer,Erodiermaschinen,Fräsmaschinen,Laserschneidmaschinen,Erodieren,Fräsen,Laserschneiden,Essen,344898.0,10-15,10,3750
Meier Prozesstechnik GmbH,https://www.meier-prozesstechnik.de,True,Automatische Imprägniersysteme,Imprägnieranlagen,Lohnfertigungen,,,,Imprägnierungen,Trocknungen,Ölaufbereitungen,Bocholt,469913.0,10-15,10,3750
Inductoheat Europe GmbH,https://inductoheat.eu,True,Härteanlagen,Sonderanlagen,Standardanlagen,,,,,,,Reichenbach an der Fils,1080041.0,21-40,21,7875
