company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
Cytiva Europe GmbH,Freiburg im Breisgau,"5.894,48","10.697,64","78.612,22","49.445,59",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Cytiva_Europe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
DOT GmbH,Rostock,"6.436.349,46","6.200.932,18","20.013.049,65","15.425.835,84",31.12.2021,31.12.2020,bundesanzeiger_local_medizintechnik/DOT_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gerresheimer Bünde GmbH,Bünde,NA,NA,NA,NA,-,-,
Christian Diener GmbH,Tuttlingen,"752.176,00","1.085.036,00","1.496.263,36","1.837.407,36",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Christian_Diener_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Tecan Deutschland GmbH,Crailsheim,"256.171,52","269.135,48","14.784.078,05","14.348.831,29",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Tecan_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
B. Braun Vorratsgesellschaft Nr. 1 GmbH,Wittlingen,"0,00","80.703,00","0,00","107.045,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/B._Braun_Vorratsgesellschaft_Nr._1_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Metallwarenfabrik Walter H. Becker GmbH,Triftern,"389.515,00","251.608,50",01.10.2021,30.09.2022,01.10.2021,30.09.2022,bundesanzeiger_local_medizintechnik/Metallwarenfabrik_Walter_H._Becker_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
TEBIT Medical Devices GmbH,Meinerzhagen,NA,NA,"4.357.448,14","4.007.699,29",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/TEBIT_Medical_Devices_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
I&L BIOSYSTEMS GmbH,Königswinter,NA,NA,"315.370,52","185.451,52",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/IandL_BIOSYSTEMS_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
röntgen bender GmbH & Co. KG,Baden-Baden,NA,NA,"2.803.507,54","2.945.837,45",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/roentgen_bender_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
NovaTec Immundiagnostica GmbH,Dietzenbach,"1.534,00","2.621,00","2.656.438,45","1.187.236,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/NovaTec_Immundiagnostica_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bernhard Förster GmbH,Pforzheim,"5.041.574,00","5.342.664,00","16.834.204,02","16.206.564,60",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Bernhard_Foerster_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Paul Boettger GmbH & Co. KG,Bodenmais,NA,NA,"1.071.997,50","1.292.136,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Paul_Boettger_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Brainlab AG,München,1.735.809,1.729.265,18.616.605,19.114.003,21.09.2023,31.08.2023,bundesanzeiger_local_medizintechnik/Brainlab_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
OHB Digital Connect GmbH,Mainz,NA,NA,NA,NA,-,-,
REBOTEC Rehabilitationsmittel GmbH,Quakenbrück,NA,NA,"744.699,00","890.369,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/REBOTEC_Rehabilitationsmittel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
picodent,Wipperfürth,NA,NA,"248.430,05","198.802,05",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/picodent/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WILAmed GmbH,Kammerstein,"3.666.349,50","2.802.759,50","9.480.595,00","5.866.240,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/WILAmed_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
IBA Dosimetry GmbH,Schwarzenbruck,"1.529.952,94","1.367.491,70","2.163.554,35","2.124.717,41",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/IBA_Dosimetry_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
bredent GmbH & Co. KG,Senden,"5.958,00",0,"89.420,00",121,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/bredent_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Trusetal Verbandstoffwerk GmbH,Schloß Holte-Stukenbrock,"12.957,00","13.134,00","2.948.769,72","3.088.363,72",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Trusetal_Verbandstoffwerk_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Dental Direkt GmbH,Spenge,"1.216.066,00","1.107.668,00","2.692.557,00","2.344.342,03",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Dental_Direkt_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Köttermann GmbH,Uetze,"20.932,42","31.677,41","236.887,11","261.008,90",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Koettermann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Occlutech GmbH,Jena,2021,2020,2021,2020,16.11.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Occlutech_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
avateramedical Mechatronics GmbH,Ilmenau,"155.959,00","21.674,00","2.226.683,00","2.049.387,10",31.12.2021,31.12.2020,bundesanzeiger_local_medizintechnik/avateramedical_Mechatronics_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Aero Pump GmbH,Hochheim am Main,"10.270.245,50",5.506,"179.092.788,67",165.840,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Aero_Pump_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
AB Sciex Germany GmbH,Darmstadt,NA,NA,01.01.2021,31.12.2021,10.01.2023,28.07.2022,bundesanzeiger_local_medizintechnik/AB_Sciex_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hoffrichter GmbH,Schwerin,"7.365,97","3.935,78","280.996,32","2.922.903,44",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Hoffrichter_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bort GmbH,Weinstadt,"5.133.065,00","5.778.902,00","33.185.198,09","34.942.939,52",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Bort_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
NOBAMED Paul Danz AG,Wetter (Ruhr),"752.616,85","885.001,95",1.1.2021,31.12.2021,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/NOBAMED_Paul_Danz_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
EKF-diagnostic GmbH,Barleben,"723.892,00","764.150,00","5.930.663,38","5.897.391,19",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/EKF-diagnostic_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ICU Medical Germany GmbH,Lüdenscheid,NA,NA,"27.380,01","39.262,19",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/ICU_Medical_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Beckman Coulter GmbH,Krefeld,NA,NA,"34.087.356,82",39.618,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Beckman_Coulter_GmbH/Jahresabschluss_Jahresfinanzbericht_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Glaswarenfabrik Karl Hecht GmbH & Co KG,Sondheim vor der Rhön,NA,NA,"422.134,28","377.274,43",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Glaswarenfabrik_Karl_Hecht_GmbH_and_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
RoweMed AG - Medical 4 Life,Parchim,"1.110.176,01",1.006,"5.213.398,87",3.133,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/RoweMed_AG_-_Medical_4_Life/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Coherent (Deutschland) GmbH,Dieburg,NA,NA,NA,NA,01.10.2021,30.09.2022,bundesanzeiger_local_medizintechnik/Coherent_(Deutschland)_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Zimmer Dental GmbH,München,NA,NA,"45.400,99","52.605,99",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Zimmer_Dental_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Trumpf Medizin Systeme GmbH & Co. KG,Saalfeld/Saale,NA,NA,NA,NA,-,-,
Schiller Medizintechnik GmbH,Feldkirchen,NA,NA,"13.714.878,55",13.979,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Schiller_Medizintechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
CA-Digital GmbH,Hilden,NA,NA,NA,NA,-,-,
acurata management GmbH & Co. KG,Thurmansbang,NA,NA,NA,NA,-,-,
Stryker Trauma GmbH,Schönkirchen,"24.016.800,80",17.801.311,"40.393.177,07",38.643.568,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Stryker_Trauma_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Andreas Hettich GmbH & Co. KG,Tuttlingen,"856.685,56","638.329,63","41.658,10","7.184,71",01.01.2015,31.12.2015,bundesanzeiger_local_medizintechnik/Andreas_Hettich_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2015_bis_zum_31.12.2015
Eberle GmbH & Co. KG,Wurmberg,2.547.073,812,17.839.139,11.414,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Eberle_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SRL Dental GmbH,Ludwigshafen,"1.052.758,87","1.220.108,87","7.599,00","63.763,83",10.12.2019,31.12.2021,bundesanzeiger_local_medizintechnik/SRL_Dental_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
TRACOE medical GmbH,Nieder-Olm,"1.360.235,19","1.466.671,12","9.574.818,71","3.328.848,17",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/TRACOE_medical_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Systec GmbH & Co. KG,Linden,NA,NA,NA,NA,-,-,
VDW GmbH,München,"3.635.960,75","4.395.325,75","5.515.680,71","6.484.604,48",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/VDW_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sysmex Partec GmbH,Görlitz,"134.017,00","157.219,00","10.552.469,39","11.443.105,04",01.04.2021,31.03.2022,bundesanzeiger_local_medizintechnik/Sysmex_Partec_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Schwa-Medico Medizinische Apparate,Ehringshausen,"0,00","2,00","7.464.016,41","5.484.627,19",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Schwa-Medico_Medizinische_Apparate/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
auric Hörsysteme GmbH & Co. KG,Rheine,NA,NA,NA,NA,-,-,
Stryker Leibinger GmbH & Co. KG,Freiburg im Breisgau,"21.600.437,07",23.783,"37.400.974,05",33.641,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Stryker_Leibinger_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Berchtold GmbH & Co. KG,Tuttlingen,"2.549.532,00",2.176,"5.941.671,37",5.844,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Berchtold_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
gb Implantat-Technologie GmbH,Essen,NA,NA,"2.758.425,08","2.577.057,08",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/gb_Implantat-Technologie_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hemoteq AG,Würselen,"1.066.261,00",1.160,"4.035.045,73",4.149,01.01.2020,31.12.2020,bundesanzeiger_local_medizintechnik/Hemoteq_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Freudenberg Medical Europe GmbH,Kaiserslautern,NA,NA,NA,NA,-,-,
medi-G GmbH,Meßkirch,"3.773.309,37","3.388.451,59","16.685.750,72","11.201.229,28",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/medi-G_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
MELAG Medizintechnik oHG,Berlin,NA,NA,NA,NA,-,-,
Fior & Gentz GmbH,Lüneburg,"24,00","80,00","382.648,80","344.548,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Fior_and_Gentz_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Medicon eG.,Tuttlingen,NA,NA,"3.828.595,02","3.603.367,02",31.12.2021,31.12.2020,bundesanzeiger_local_medizintechnik/Medicon_eG./Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Presspart GmbH & Co. KG,Marsberg,NA,NA,NA,NA,-,-,
BUNZL Healthcare GmbH,Berlin,"3.719,00","4.111,00","249.337,00","255.752,50",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/BUNZL_Healthcare_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BRUKER AXS GmbH,Karlsruhe,"5.060.987,37",5.811,"24.848.976,60",26.302,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/BRUKER_AXS_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Fritz Ruck,Frankfurt am Main,NA,NA,"112.250,00","112.250,00",01.04.2021,31.03.2022,bundesanzeiger_local_medizintechnik/Fritz_Ruck/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
DiaSys Diagnostic Systems GmbH,Holzheim,"19.608,00","32.678,00","2.754.237,15","2.649.190,85",01.10.2021,30.09.2022,bundesanzeiger_local_medizintechnik/DiaSys_Diagnostic_Systems_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
NVT GmbH,Hechingen,"341.630,71","352.807,41","2.210.054,84","2.221.175,63",01.10.2021,31.12.2021,bundesanzeiger_local_medizintechnik/NVT_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_31.12.2021
Murrplastik Medizintechnik GmbH,Falkenstein,NA,NA,"3.211.148,12","3.223.248,32",01.01.2016,31.12.2016,bundesanzeiger_local_medizintechnik/Murrplastik_Medizintechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2016_bis_zum_31.12.2016
Greggersen Gasetechnik GmbH,Hamburg,"538.264,00","346.205,00","810.102,00","734.297,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Greggersen_Gasetechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ATMOS MedizinTechnik GmbH & Co. KG,Lenzkirch,"504.621,74",565,"4.809.095,64",5.343,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/ATMOS_MedizinTechnik_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ALMO-Erzeugnisse Erwin Busch GmbH,Bad Arolsen,"10.095.599,00","12.318.497,00","34.575.366,85","22.943.519,03",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/ALMO-Erzeugnisse_Erwin_Busch_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Biedermann Motech GmbH & Co. KG,Villingen-Schwenningen,NA,NA,"2.567.944,00","2.643.865,00",01.01.2013,31.12.2013,bundesanzeiger_local_medizintechnik/Biedermann_Motech_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2013_bis_zum_31.12.2013
Sysmex Deutschland GmbH,Norderstedt,NA,NA,"28.917.214,38",28.003,01.04.2021,31.03.2022,bundesanzeiger_local_medizintechnik/Sysmex_Deutschland_GmbH/Jahresabschluss_Jahresfinanzbericht_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Aesculap Schermaschinen GmbH,Suhl,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Aesculap_Schermaschinen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
VBM Medizintechnik GmbH,Sulz am Neckar,"139.495,61",199,"3.175.392,53",3.535,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/VBM_Medizintechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
aap Implantate AG,Berlin,NA,NA,NA,NA,-,-,
Mediq Deutschland GmbH,Merzig,"439.738,23","537.697,32","15.168.353,04","15.684.711,19",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Mediq_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ADL Anti Dekubitus Lagerungssysteme GmbH,Amt Wachsenburg,NA,NA,NA,NA,-,-,
Phenox GmbH,Bochum,"222.292,82","173.609,00","983.214,87","886.126,60",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Phenox_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Thuasne Deutschland GmbH,Burgwedel,"479.235,17","605.364,51","1.568.869,89","1.863.293,20",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Thuasne_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sunrise Medical GmbH,Malsch,"553.252,47","632.144,47","4.905.946,76","4.978.313,81",01.07.2021,30.06.2022,bundesanzeiger_local_medizintechnik/Sunrise_Medical_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
Eckert & Ziegler Bebig GmbH,Berlin,"1.081.859,12","1.167.986,90","1.133.529,11","1.237.607,12",31.12.2021,31.12.2020,bundesanzeiger_local_medizintechnik/Eckert_and_Ziegler_Bebig_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BOSCH + SOHN GmbH u. Co. KG,Jungingen,"5.386,25","5.930,25","1.044.975,76","1.098.957,76",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/BOSCH_+_SOHN_GmbH_u._Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PAJUNK GmbH,Geisingen,NA,NA,NA,NA,-,-,
Haux-Life-Support GmbH,Karlsbad,"588.645,00","679.244,00","5.464.424,64","5.625.413,22",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Haux-Life-Support_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PerkinElmer LAS (Germany) GmbH,Rodgau,NA,NA,NA,NA,01.01.2018,31.12.2018,bundesanzeiger_local_medizintechnik/PerkinElmer_LAS_(Germany)_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
DiaSorin Deutschland GmbH,Dietzenbach,"975.394,00","983.659,00","8.944.956,27","9.478.926,05",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/DiaSorin_Deutschland_GmbH/Jahresabschluss_Jahresfinanzbericht_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hansaton Akustik GmbH,Fellbach,NA,NA,NA,NA,-,-,
BOWA-electronic GmbH & Co. KG,Gomaringen,"1.213.309,00",1.174,"45.854.124,04",36.757,01.01.2017,31.12.2017,bundesanzeiger_local_medizintechnik/BOWA-electronic_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
SycoTec GmbH & Co KG,Leutkirch im Allgäu,"592.655,91","604.949,06","4.323.837,81","4.388.786,19",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/SycoTec_GmbH_and_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
UROMED Kurt Drews KG,Oststeinbek,NA,NA,NA,NA,-,-,
SPRINGER AKTIV AG,Berlin,"402.984,00","334.496,00","2.694.207,78","2.759.617,93",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/SPRINGER_AKTIV_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Catgut GmbH,Markneukirchen,"894.921,00","828.732,00","1.428.099,99","1.425.469,99",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Catgut_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hermann Medizintechnik GmbH,Fridingen an der Donau,NA,NA,"2.062.319,50","1.991.241,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Hermann_Medizintechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
OMNILAB-LABORZENTRUM GmbH & Co. KG,Bremen,"1,00","1,00","112.943,00","119.499,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/OMNILAB-LABORZENTRUM_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HITADO GmbH,Möhnesee,"618.098,00","655.290,00","908.855,50","988.203,50",01.04.2021,31.03.2022,bundesanzeiger_local_medizintechnik/HITADO_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Pall GmbH,Dreieich,"585.865,00",459,"1.556.274,67",1.575,01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/Pall_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
aktivmed GmbH,Rheine,NA,NA,"154.035,00","228.437,00",01.01.2021,31.12.2021,bundesanzeiger_local_medizintechnik/aktivmed_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
