Company,Table,Machine_1,Machine_2,Machine_3
BRITAX RÖMER Kindersicherheit GmbH,Aktivseite,9382499,7725042,
HMT - Häseler Metall Technik GmbH,Aktiva,2293874,2443787,
Deutsche Aircraft GmbH,Aktiva,202584,231,
ghd Deutschland GmbH,Aktiva,24464,4394,
DSB Deutsche Schlauchboot GmbH,Aktiva,806696,143402,
TechnoGuss GmbH,Aktiva,1869397,1856132,
FAUDI Aviation GmbH,Aktiva,508234,309515,
JUNGHANS microtec GmbH,Aktiva,3208377,,
Talbot Services GmbH,Aktiva,2262531,2354499,
Atlas Weyhausen GmbH,AKTIVA,254324,239233,
Conta-Clip Verbindungstechnik GmbH,Aktiva,4125809,4738256,
Galfa GmbH & Co. KG,Aktiva,7211335,6319635,
voestalpine Signaling Siershahn GmbH,AKTIVA,29505,37067,
Berchtenbreiter GmbH,AKTIVA,147435,192594,
VERMOP Salmon GmbH,AKTIVA,2338960,2837,
Stäubli Hamburg GmbH,Aktiva,678599,485464,
Ohnhäuser GmbH,AKTIVA,3852273,6069171,
MG Oberflächensysteme GmbH & Co.,Aktiva,7750380,9035,
Glas-Nowak Marl GmbH,AKTIVA,2184524,2489820,
SWG Schraubenwerk Gaisbach GmbH,Aktiva,3714577,3899325,
Springfix-Befestigungstechnik,AKTIVA,7972918,8190,
J. Wagner GmbH,Aktiva,1528781,1030744,
Voortmann GmbH & Co. KG,Unknown Table,1157110,1251834,
Gebr. Steinhart,Aktiva,386743,488,
DST Defence Service Tracks GmbH,Aktiva,4544163,4065,
Isophon Glas GmbH,Aktiva,4141684,4536334,
MDS Maschinen- und Werkzeugbau,Aktiva,43556,53578,
HOSTI GmbH,Aktiva,847042,961,
ECKA Granules Germany GmbH,Aktiva,992907,1089702,
Tillig Modellbahnen GmbH,AKTIVA,67851,57316,
Friedrich Göhringer Elektrotechnik GmbH,Aktiva,2412071,2792799,
TCG HerrmannPräzisionsdruckguß GmbH,AKTIVA,7388944,5446339,
BÖHMER GmbH,AKTIVA,74738,92,
EUROTRAMP-Trampoline Kurt Hack GmbH,AKTIVSEITE,287341,285727,
Brüggen Fahrzeugwerk & Service GmbH,Aktiva,22791527,24823551,
Peter Kaiser Schuhfabrik GmbH,Aktiva,48149,76466,
Schneider Steuerungstechnik GmbH,Aktiva,85253,39119,
ASSMANN GmbH,Aktiva,721734,463899,
EURAILPOOL GmbH,Aktiva,14508297,14030548,
Koralle Sanitärprodukte GmbH,Aktiva,573791,792987,
Metalux Metallveredelung GmbH,AKTIVA,119736,185,
Motorflug Baden-Baden GmbH,Aktiva,189280,208399,
HRD-Trailer-Engineering GmbH,Aktiva,19490,23735,
THOMAS SABO GmbH & Co. KG,AKTIVA,435576,260144,
Wiedenmann GmbH,AKTIVA,278447,462583,
Georg Röth Eisengießerei GmbH & Co. KG,AKTIVA:,498442,619,
Ritzenhoff AG,Aktiva,14272781,15363958,
Dunmore Europe GmbH,Aktiva,1858637,1990286,
Ewald Rostek GmbH Oberflächentechnik,AKTIVA,1035457,716605,
keeeper GmbH,Aktiva,143474,2628,
Leichtmetallgießerei,AKTIVA,1353796,2588118,
Bunse-Aufzüge GmbH,Aktiva,658114,494725,
TREPEL Airport Equipment GmbH,Unknown Table,9,9,
QuickPack Haushalt + Hygiene GmbH,AKTIVA,1774820,1435,
MSK Matec GmbH,Aktiva,847337,704276,
Avionic Design GmbH,Ergänzende Angaben zur Bilanz gemäß § 327 Satz 1 Nr. 1 HGB:,1114029,390496,
H.G. Hahn-Haustextilien GmbH,AKTIVA,299356,338604,
Silit-Werke GmbH & Co. KG,Aktiva,3220793,3644409,
Kiesling Fahrzeugbau GmbH,Der Bilanzgewinn - bestehend aus Gewinnvortrag und Jahresüberschuss - beträgt 17.231 TEuro. Der Jahr,2882354,3353869,
LADOG - Fahrzeugbau- und Vertriebs- GmbH,Aktiva,125215,140364,
AFL Telecommunications GmbH,AKTIVA,644129,636317,
DONCASTERS Precision,Aktiva,7530645,7226448,
Pöttinger Deutschland GmbH,Aktiva,1176550,1289979,
Carnehl Fahrzeugbau,Aktiva,153202,209969,
HANSA Maschinenbau,Aktiva,256160,210179,
KABELWERK MEISSEN Wilhelm Balzer GmbH,Aktiva,1741685,2095,
B O R S I GmbH & Co. KG,AKTIVA,336619,350119,
Liebherr-Mischtechnik GmbH,AKTIVSEITE,2136616,2195210,
ALBEA Metall-Oberflächentechnik GmbH,Aktiva,1602514,2134883,
LOCON LOGISTIK & CONSULTING AG,Aktiva,3171289,2127,
Reisenthel Accessoires GmbH & Co. KG,AKTIVA,47698,57499,
HERBERT DAMMANN GmbH,Unknown Table,348044,356313,
Nutzfahrzeuge Göppl GmbH,Aktiva,153209,98323,
LIMO GmbH,Unknown Table,4643099,2736609,
Herbert Bauer GmbH & Co,Aktiva,1520153,1736508,
SPX Flow Technology Norderstedt GmbH,Aktiva,2316843,1557650,
Westfalia Spielgeräte GmbH,AKTIVA,627100,677720,
Windhoff Bahn- und Anlagentechnik GmbH,Aktiva,455435,545727,
Ammann Asphalt GmbH,AKTIVA:,635727,812,
Adolf Zeller GmbH & Co.,Aktiva,4897844,6182503,
Gusti Leder GmbH,Aktiva,85519,99677,
Schirmer Galvanotechnik GmbH,AKTIVA,2,2,
Gates Tube Fittings GmbH,Aktiva,281193,371,
Argus Fluidtechnik GmbH,Aktiva,1352810,1222927,
WesCom Signal and Rescue Germany GmbH,Aktiva,2449646,2492457,
MULAG Fahrzeugwerk,AKTIVA,964726,1173,
RSP GmbH,Aktiva,1216152,1309827,
Rastal GmbH & Co KG,Aktiva,1331941,1608665,
Autoflug GmbH,Unknown Table,294653,144043,
Tas GmbH Oberflächentechnik,Aktiva,7099170,6335513,
Luitpoldhütte GmbH,AKTIVA,5647624,6317,
MÜLHEIM PIPECOATINGS GmbH,AKTIVA,2444645,2959322,
Rotpunkt Dr. Anso Zimmermann GmbH,AKTIVA,51337,78112,
DIETEG Gerätebau GmbH & Co. KG,Aktiva,1141658,1374650,
AMOR GmbH,Aktiva,297091,335760,
Bruder Spielwaren GmbH + Co.KG,Aktiva,6657875,7104028,
Hengstler Zylinder GmbH,AKTIVA,457283,675630,
Collini GmbH,AKTIVA,6279594,7882942,
Boeing Distribution Services ISC GmbH,AKTIVA,67061,74,
JOSKA KRISTALL GmbH & Co. KG,Aktiva,405013,325951,
G. Bee GmbH,Aktiva,1096453,1454014,
M. Busch GmbH & Co. KG,Aktiva,24756498,27689913,
GMB Glasmanufaktur,AKTIVA,8339860,10962,
Paul Nutzfahrzeuge GmbH,Die Investitionen ins Anlagevermögen betrugen im Geschäftsjahr TEUR 579 und verteilen sich wie folgt,16,,
Wandres GmbH micro-cleaning,Aktiva,2299853,2227956,
Hasbro Deutschland GmbH,Aktiva,386,331,
Westfälische Stahlgesellschaft mbH,AKTIVA,137914,,
RWG Germany GmbH,"Der Jahresfehlbetrag liegt mit 0,69 Mio. EUR (Vorjahresfehlbetrag 0,23 Mio. EUR) deutlich über dem V",1530753,2011495,
Trelleborg Antivibration Solutions,AKTIVSEITE,3255,2945,
Ruf Automobile GmbH,AKTIVA,924881,856923,
Acal BFi Germany GmbH,Aktiva,87366,42265,
Huber + Suhner GmbH,Aktiva,8037,11356,
Annaburger Nutzfahrzeug GmbH,Aktiva,879167,695950,
Groß-Druckguss GmbH,Aktiva,2140691,1984776,
voestalpine eifeler Coating GmbH,Aktiva,9045922,9644962,
Leistritz Turbinentechnik GmbH,Aktiva,2531592,3234096,
MAGRA Maile + Grammer GmbH,"für das Geschäftsjahr 2021 MAGRA Maile + Grammer GmbH, Rottenburg-Ergenzingen I. Grundlagen des Unte",588038,522002,
GLASVERARBEITUNGS-GESELLSCHAFT,AKTIVA,4205944,4397953,
Zwiesel Kristallglas AG,AKTIVA,11514873,11310783,
Sauer & Sohn GmbH & Co. KG,Aktiva,80414,87939,
BREE Collection GmbH,Aktiva,2025,2320,
TFA Dostmann GmbH & Co KG,Aktiva,572452,298308,
Karl Müller gmbH & Co. KG Fahrzeugwerk,Aktiva,2142814,2301504,
Reinhardt-Technik GmbH,Aktiva,833,997,
Volocopter GmbH,Aktiva,262,439,
UNGER Kabel-Konfektionstechnik GmbH,Aktiva,11373910,13495846,
Muldenthaler Emaillierwerk GmbH,Unknown Table,78765,123807,
Hüffermann Transportsysteme GmbH,Aktiva,1937479,2271789,
Optimas Maschinenfabrik,Aktiva,473566,492212,
Acsys Lasertechnik GmbH,Aktiva,749220,767766,
SCHIFFSDIESELTECHNIK KIEL GmbH,Aktiva,100938,112900,
Ziegel- und Klinkerwerke,Aktivseite,3021197,3816,
J. Willibald GmbH,AKTIVA,568342,621609,
DSL Defence Service Logistics GmbH,Aktiva,987450,1134833,
elegante bed-linen fashion GmbH,Aktiva,59932,67892,
Keck & Lang GmbH,Die Bilanzsumme erhöhte sich um TEUR 561 auf TEUR 13.311 gegenüber TEUR 12.750 in 2020. Ursächlich h,8887,13521,
Newalu GmbH,AKTIVA,5483466,5313025,
ZIM Flugsitz GmbH,Aktiva,81462,101314,
RailMaint GmbH,Aktiva,5324,4788,
Buchholz Hydraulik GmbH,AKTIVA,22807054,18606354,
BÖGRA Technologie GmbH,Aktiva,1987309,2318542,
Seal Concept GmbH,7.2 Prognose der Branchenentwicklung,146746,187795,
BSS Metallbau - Schiffsausbau,AKTIVA,6947,8195,
Palfinger Tail Lifts GmbH,AKTIVA,2296452,884483,
Hart Keramik AG,AKTIVA,2356935,2078,
AMAG components Übersee GmbH,Aktiva,854331,1024074,
egf - Eduard G. Fidel GmbH,AKTIVA,2580130,1726,
Geotec Bohrtechnik GmbH,Aktiva,231325,213359,
Theo Klein GmbH,Aktiva,312195,330206,
Ahlstrom-Munksjö Dettingen GmbH,Aktiva,17224903,18864158,
Heinrich Bauer GmbH & Co. KG,AKTIVA,186372,216141,
Guntram End GmbH,Aktiva,255145,226124,
RUAG Defence Deutschland GmbH,Aktiva,282933,250666,
Südkabel GmbH,AKTIVA,1418912,1956601,
Kabelbaumfertigung Matthäus Nabe GmbH,Aktiva,649341,494449,
Krinner GmbH,Aktiva,882125,824017,
MTS Mobile Tiefbau Saugsysteme GmbH,AKTIVA,135172,128211,
poresta systems GmbH,Aktiva,1057254,976429,
Holder GmbH,Aktiva,4349382,5951789,
SANITOP-WINGENROTH GmbH & Co. KG,AKTIVA,93604,166237,
Goldhofer Aktiengesellschaft,Passiva,879448,1434447,
RICO GmbH & Co. KG,Aktiva,77541,100910,
Gerhard Dücker,Aktiva,805085,901715,
PKC SEGU Systemelektrik GmbH,Aktiva,1406582,1318870,
eku Kabel & Systeme GmbH & Co. KG,AKTIVA,42909,59292,
Weatherford Oil Tool GmbH,Aktiva,5960729,8779739,
EOS Saunatechnik GmbH,Aktiva,1505179,554020,
Maschinenbau und Service GmbH Ammendorf,Aktiva,981300,910708,
ASC+Cawi Kalt- und Umformtechnik GmbH,AKTIVA,1261759,702236,
Metallschneider GmbH,Aktiva,806742,1037132,
NOLD Hydraulik + Pneumatik GmbH,Aktiva,842048,837473,
Bau- und Landtechnik GmbH Herzberg,AKTIVA,69043,74703,
Richard Wenzel GmbH & Co. KG,Aktiva,3203193,3004436,
POPP Fahrzeugbau GmbH,Aktiva,240404,255678,
monta Klebebandwerk GmbH,"monta Klebebandwerk GmbH, Immenstadt",12481602,,
Aerius Marine GmbH,Aktiva,17361,22554,
Vöhringer Holding GmbH,Aktiva,1781500,1255699,
Coherent Kaiserslautern GmbH,Aktiva,581547,634842,
KILLTEC Sport- und Freizeit GmbH,AKTIVA,22063,50558,
GenSys GmbH,Aktiva,15840,18654,
System Trailers Fahrzeugbau GmbH,Aktiva,721633,819945,
KBM Gussputz-Center GmbH,Aktiva,855685,799979,
voestalpine Track Solutions,AKTIVA,5435079,4705962,
Schempp-Hirth Flugzeugbau GmbH,Aktiva,58659,66502,
Mecklenburger Metallguß GmbH,AKTIVA,724503,685,
Interhydraulik Gesellschaft,AKTIVA,850459,824724,
Spessarttraum GmbH & Co. KG,Aktiva,25822,32904,
Stölzle Lausitz GmbH,A k t i v a,9577951,4877235,
Girnghuber GmbH,Aktiva,4395902,4937,
PFREUNDT GmbH,Aktiva,53016,70757,
Louis Renner GmbH,AKTIVA,953781,933439,
TTS NMF GmbH,Unknown Table,5,154725,
Reko Korrosionsschutz GmbH,Aktiva,108892,118745,
heco gmbh,Aktiva,41764,28513,
Henze-Glas GmbH,Aktiva,15759,18304,
Blackned GmbH,AKTIVA,20149,18706,
Uhrenfabrik Junghans GmbH & Co. KG,Aktiva,13975,14,
FOCAST Lüneburg GmbH,Aktiva,278658,302129,
Peikko Deutschland GmbH,Aktiva,5009546,2383642,
Haas Holzzerkleinerungs-,Aktiva,577764,786385,
FB- Aufzüge GmbH & Co. KG - Dresden,Aktiva,595314,656,
MeierGuss Limburg GmbH & Co. KG,AKTIVA,6015590,5535599,
Hertwig GmbH,Unknown Table,3337193,2935206,
PSZ electronic GmbH,Aktiva,1252027,1455779,
AXTONE GmbH,AKTIVSEITE,958028,935,
GSF Sonderfahrzeugbau GmbH,Aktiva,378989,68465,
ROCKINGER Agriculture GmbH,Unknown Table,1099931,1219915,
Sande Stahlguß GmbH,AKTIVSEITE,112279,165,
SANHA GmbH & Co. KG,AKTIVA,1178943,810886,
Stahlhärterei Haupt GmbH,Stahlhärterei Haupt GmbH I. Geschäftstätigkeit und Rahmenbedingungen 1. Geschäftstätigkeit Die Stahl,2974364,2732293,
Schmitter Hydraulik GmbH,Aktivseite,539540,541516,
Storz & Bickel GmbH & Co. KG,AKTIVSEITE,19910,553,
Kurt Dinkel,AKTIVA,10093,19428,
item Industrietechnik GmbH,Aktiva,7322571,7881111,
Gollnest & Kiesel GmbH & Co. KG,Aktiva,373766,433164,
Haug Chemie GmbH,Aktiva,354317,406339,
Heinrich Klumpen Söhne GmbH & Co. KG,Aktiva,3302416,1704248,
ROPA Fahrzeug- und Maschinenbau GmbH,AKTIVA,1455057,949040,
Burckhardt,Aktiva,62859,78715,
EDELRID GmbH & Co. KG,Aktiva,930043,552297,
Hans Giesbert GmbH & Co. KG,Aktiva,970429,884513,
Blücher GmbH,AKTIVA,744376,1238820,
Julius Tielbürger GmbH & Co. KG,Aktiva,92909,92,
Glaskeil Kunststoffe GmbH + Co KG,Aktiva,1339364,881295,
Bauer-Walser AG,Aktiva,1049735,633103,
Bergmann Maschinenbau GmbH & Co KG,AKTIVA,406592,606462,
Weber Maschinentechnik GmbH,AKTIVSEITE,1166162,1040281,
QANTOS GmbH,Aktiva,1856979,1264871,
Aljo Aluminium-Bau Jonuscheit GmbH,A K T I V A,397672,560372,
Robert Krebs GmbH,AKTIVA,2128797,2173815,
Metallveredlung Kotsch GmbH,Aktiva,4123357,4285210,
Hans Pregler GmbH & Co. KG,AKTIVA,262899,229397,
Aufzugfabrik,Aktiva,503919,262296,
FFG Flensburger Fahrzeugbau,Aktivseite,4328800,3249,
Köppl GmbH,Aktiva,1325708,1193263,
Franz Ziener GmbH & Co. KG,AKTIVA,80,153,
Ohl Gutermuth Industrial Valves GmbH,Aktiva,2644767,3082619,
Kludi GmbH & Co. KG,AKTIVA,567929,625486,
August Lücking GmbH & Co. KG,AKTIVA,3362519,3487308,
AB-GUSStech GmbH,Aktiva,2494871,2507156,
LaVision GmbH,Aktiva,135690,159,
LUKAS Hydraulik GmbH,Aktiva,2701016,2796,
SAXAS Nutzfahrzeuge Werdau GmbH,A K T I V A,1743312,2199009,
ASG Luftfahrttechnik und Sensorik GmbH,Aktiva,1270,1625,
Herrnhuter Sterne GmbH,Aktiva,348594,297772,
Borco Höhns GmbH,AKTIVA,1790730,585063,
Ritter Maschinen GmbH,Aktiva,610128,822392,
Schweißdraht Luisenthal GmbH,Entwicklung des Anlagevermögens 2021,6176,45,6221
FKB GmbH,Aktiva,2558903,2800758,
AES Aerospace Embedded Solutions GmbH,Aktiva,164731,125301,
Schäffer Maschinenfabrik GmbH,Aktiva,1641209,1080154,
MGG Stahlhofen GmbH,Aktiva,1415169,1305577,
E.u.r.o. Tec GmbH,Aktiva,3431032,2951780,
Fliegl Fahrzeugbau GmbH,Aktiva,177728,125874,
Schleifring GmbH,Aktiva,2624921,3004380,
ASCO Deutschland GmbH,Unknown Table,1895699,2501337,
PAS Deutschland GmbH,Aktiva,3553784,4089143,
Westmark GmbH,Aktiva,1757761,1731837,
HORSCH LEEB Application Systems GmbH,Aktiva,1800188,1405,
WEKA Fahrzeugbau GmbH,Aktiva,74154,93354,
Toni Maurer GmbH & Co. KG,Aktiva,796398,670054,
Procast Guss GmbH,AKTIVA,109258,120232,
Franz Gottwald GmbH + Co. KG,Aktivseite,115156,12,
KGS Keller Geräte & Service GmbH,Aktiva,8941313,12079913,
Walraven GmbH,AKTIVA,105822,82838,
Gerd Rodermund GmbH & Co. KG,Aktiva,10,11,
3F GmbH Klebe- und Kaschiertechnik,Aktiva,1099681,1134088,
Walloschke Oberflächentechnik GmbH,Aktiva,1136696,793726,
Kärcher Municipal GmbH,Aktiva,234637,213849,
Egon Evertz KG,Aktiva,1569530,2008878,
VENSYS Energy AG,AKTIVA,4086590,4785865,
Milon Industries GmbH,Aktiva,13,2764,
Laukötter GmbH,Aktiva,4910139,5979755,
General Dynamics,Aktiva,322133,408891,
Dachziegelwerke Nelskamp GmbH,AKTIVA,11152680,14773923,
Harz Guss Zorge GmbH,Aktiva,4026360,4771695,
ANNAX GmbH,Aktiva,15668,18582,
Merkel Jagd- und Sportwaffen GmbH,Aktiva,2063608,2115546,
Armstark Handels-GmbH,AKTIVA,230207,92845,
Goodrich Lighting Systems,AKTIVA,2852306,3040788,
Berger Karosserie- und Fahrzeugbau GmbH,Aktiva,156591,194,
SURPRO GmbH,Aktiva,551727,321903,
Fischer Elektronik GmbH & Co. KG,AKTIVA,7275966,6343630,
Glaswerke Haller GmbH,Aktiva,2018729,2275895,
Dralle Aufzüge GmbH & Co. KG,Aktiva,113950,69366,
Dusar Kunststoff- und Metallwaren,Aktiva,569784,620648,
Walter Werner GmbH Metallveredelung,Aktiva,705719,931,
Doppstadt Calbe GmbH,Aktiva,4228682,5320039,
Isar Aerospace Technologies GmbH,Aktiva,4714214,1000634,
Dr.-Ing. Ulrich Esterer GmbH & Co.,AKTIVA,302161,344683,
Dynapac GmbH,AKTIVA,305519,214,
Konos GmbH,Aktiva,3455225,3465847,
Wecon GmbH,Aktiva,217188,142157,
Krampe Fahrzeugbau GmbH,Aktiva,230770,81833,
Raytheon Anschütz GmbH,Aktiva,558750,528625,
Sikla GmbH,AKTIVA,158364,180291,
Rausch GmbH & Co. KG,Aktiva,188240,209368,
Terberg HS GmbH,AKTIVA,156483,161,
Deloro Wear Solutions GmbH,Aktiva,2166854,2483144,
Metalltechnik Schmidt GmbH & Co. KG,AKTIVA,315567,341637,
asphericon GmbH,Aktiva,1862439,2387796,
Hohenloher,Aktiva,4412,5680,
Gramm Technik GmbH,Aktiva:,726,,
HATEC GmbH,Aktiva,1051692,1344606,
RUFA Fahrzeugbau GmbH,Aktiva,192385,232095,
Wheelabrator Group GmbH,AKTIVA,307748,363843,
SCHRADER-T+A,Aktiva,871039,669058,
Deppe Backstein-Keramik GmbH,AKTIVA,1908848,1607934,
Klumpp Coatings GmbH,AKTIVA,661968,779,
DS Produkte GmbH,Aktiva,68875,76645,
Hilton Kommunal GmbH,Aktiva,38474,45832,
GIGANT GmbH,Aktiva,560766,536759,
Gelenkwellenwerk Stadtilm GmbH,Aktiva,7427964,8881,
GTP - Glastechnik Piesau GmbH & Co. KG,AKTIVA,3241096,3462,
Jacobi Tonwerke GmbH,AKTIVA,3887419,4550087,
TESCOM EUROPE GmbH & CO. KG,Aktiva,949552,991382,
Güde GmbH,Aktivseite,766715,738579,
Spenner GmbH & Co. KG,AKTIVA,372421,528130,
Josef Kotte Landtechnik GmbH & Co. KG,Aktiva,555322,605120,
Woco Eisenacher Kunststofftechnik GmbH,Aktiva,4603620,5169,
tesa-Werk Offenburg GmbH,AKTIVA,25043641,26022106,
ELH Waggonbau Niesky GmbH,Aktiva,6668416,1085006,
HECO-Schrauben GmbH & Co. KG,Aktiva,5912812,6670663,
Robert Bosch Lollar Guss GmbH,Aktiva,4486778,,
KHW Kunststoff- und,AKTIVA,968404,,
Touratech GmbH,Aktiva,1422953,1327965,
Juwö Poroton-Werke,Aktiva,2519732,1950643,
Schlie Hydraulik-Service GmbH,Aktiva,943720,1167685,
SCHÖLLY FIBEROPTIC GMBH,Unknown Table,628560,930524,
ELAC SONAR GmbH,Aktiva,117361,137280,
ADAC Heliservice GmbH,AKTIVA,70229,80,
Nielsen Design GmbH,Aktiva,1741418,1855196,
Wolz Nautic GmbH & Co. KG,AKTIVA,470390,103658,
VTN Wilthen GmbH,Unknown Table,1040912,973171,
HeiterBlick GmbH,Aktiva,564751,594143,
TSG Troeger Surface Group GmbH & Co. KG,Aktiva,268404,339518,
Brabus GmbH,Aktiva,22441,28489,
Zöller-Kipper GmbH,AKTIVA,882811,614831,
Robert E. Huber GmbH,Aktiva,718430,831433,
Curt Bauer GmbH,Angabe von Bilanzposten nach § 266 Abs. 2 und 3 HGB,3718735,4197936,
C. H. Müller GmbH,AKTIVA,1808234,2077743,
walther design GmbH & Co. KG,Aktiva,57546,71516,
Gebrüder Heymann GmbH,7. Zweigniederlassungsbericht,1478,12151,
JumboTec GmbH,Aktiva,864262,918275,
Rud. Prey GmbH,AKTIVA,184625,223517,
voestalpine High Performance Metals,Aktiva,6607230,3882807,8838450
LMG Manufacturing GmbH,AKTIVA,1067210,1213,
Fashy GmbH Produktion und Vertrieb,Aktiva,931110,1088,
EMS PreCab GmbH,Aktiva,360197,432985,
ITV-Industrieteile-Vertriebs GmbH,Aktiva,148036,129936,
Förster-Technik GmbH,Aktiva,859494,762880,
ARJES GmbH,Aktiva,783036,1000484,
SPL Powerlines Germany GmbH,Aktiva,388592,404,
Grob Aircraft SE,Aktiva,2036960,2577523,
Heuschkel & Barnickel GmbH,AKTIVA,3438305,3999212,
MGI-Imhäuser GmbH,AKTIVA,266732,164780,
Friedrich Binder GmbH & Co. KG,AKTIVA,1454849,1564,
Rauch Landmaschinenfabrik GmbH,AKTIVA,1913125,2274,
uhlsport GmbH,AKTIVA,236704,384836,
Hübschmann Aufzüge GmbH & Co. KG,Aktiva,29776,38206,
Hase Safety Gloves GmbH,Aktiva,333953,392395,
Dipl.-Ing. K. Dietzel GmbH,Aktiva,2052601,1517681,
b+b Burkhardt + Bischoff GmbH + Co. KG,Aktiva,18689,11166,
Bürstenmann GmbH,Aktivseite,563456,117131,
Bürstenhaus Redecker GmbH,Aktiva,286545,315646,
Tweer & Lösenbeck GmbH & Co. KG,Aktiva,1094459,554321,
Titan Intertractor GmbH,Aktiva,196036,225175,
d-i davit international-hische GmbH,Aktiva,1236700,1243386,
Schrauben Betzer GmbH & Co KG,Aktiva,178642,122661,
Nord-Micro AG & Co. OHG,Aktiva,1447038,1518963,
PS-Beton Piederstorfer Solnhofer,Aktiva,3655145,4570101,
Kennel & Schmenger Schuhfabrik GmbH,AKTIVA,84663,106604,
L&S Luddeneit und Scherf GmbH,Aktiva,211622,287,
Gottlieb Binder GmbH & Co. KG,AKTIVA,1454740,1184,
Latelec GmbH Gruppe Latecoere,Aktiva,57932,73979,
Hans Brunner GmbH,Aktiva,690960,725,
Telair International GmbH,A k t i v a,3198,2842,
Andritz Fabrics and Rolls AG,Unknown Table,3095332,3378764,
Waggonbau Graaff GmbH,Aktiva,2462024,2189999,
BGT Bischoff Glastechnik AG,Aktiva,620945,811485,
Lindnerhof-Taktik GmbH,Aktiva,47728,67016,
ZWEIWEG International GmbH & Co. KG,Aktiva,197920,217995,
Ricosta Schuhfabriken GmbH,Aktiva,318160,425,
Walther Dachziegel GmbH,Aktiva,345429,460349,
Karl Scheufele GmbH,Aktiva,2707686,1922633,
SUMIDA flexible connections GmbH,Aktiva,4141527,3864861,
ILB Industrielackierung Biedermann GmbH,Aktiva,19943,25243,
Kunststofftechnik Bernt GmbH,Unknown Table,7278163,6940903,
Norddeutsche Seekabelwerke GmbH,Aktiva,13991906,17913,
LTA Anlagentechnik GmbH,Aktivseite,1140448,267427,
DUSYMA Kindergartenbedarf GmbH,AKTIVA,56149,47520,
TERBERG Spezialfahrzeuge GmbH,AKTIVA,764333,804275,
Bodycote,Aktiva,2510986,3416633,
voestalpine Turnout Technology,AKTIVA,7633545,8444338,
Steiner GmbH & Co. KG,Aktiva,1186569,1574381,
Böcker Maschinenwerke GmbH,AKTIVA,883467,669,
SURFACTOR GERMANY GMBH,AKTIVA,4824588,5042103,
ENERGY Glas GmbH,AKTIVSEITE,2034736,2106396,
AS-Motor GmbH,AKTIVSEITE,291692,309294,
WAP Fahrzeugtechnik GmbH,Aktiva,6044,6756,
TEKA Maschinenbau GmbH,Aktiva,14033,13874,
Sicherheitsglastechnik Oelsnitz GmbH,Aktiva,5663604,5921823,
Pintsch GmbH,AKTIVA,1276,400,
LRP electronic GmbH,Aktiva,1450,3373,
ALFAGOMMA Germany GmbH,Aktiva,455528,472404,
Walzengießerei Coswig GmbH,AKTIVA,4597651,3962,
alfi GmbH Isoliergefäße Metall- und,Aktiva,1142,1387,
Hörter Tonwarenfabrik GmbH.,Aktiva,3553787,4129152,
GMEINDER LOKOMOTIVEN GmbH,Aktiva,96809,122474,
Walther - Nutzfahrzeugbau GmbH,Aktiva,248074,288508,
Walzen Irle GmbH,AKTIVA,2068810,2460,
