company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
Weckerle GmbH,Weilheim i.OB,NA,NA,NA,NA,-,-,
ZIERER Karussell-,Deggendorf,NA,NA,"42.070,99","67.275,71",01.01.2007,31.12.2007,bundesanzeiger_local_maschinenbau/ZIERER_Karussell-/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2007_bis_zum_31.12.2007
ALWID GmbH,Dinklage,NA,NA,"801.279,00","820.489,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/ALWID_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gebr. Ruberg GmbH und Co. KG,Nieheim,NA,NA,"202.551,00","17.000,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Gebr._Ruberg_GmbH_und_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
LKS Maschinenbau GmbH,Schwanewede,NA,NA,"536.555,00","592.092,00",01.01.2018,31.12.2018,bundesanzeiger_local_maschinenbau/LKS_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
Bock Maschinenbau GmbH.,Lorch,"2.425.262,00","2.757.703,00","2.694.554,00","3.083.408,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Bock_Maschinenbau_GmbH./Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FAWEMA GmbH,Engelskirchen,"74.274,00","70.327,00","162.005,00","177.185,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/FAWEMA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BAM GmbH,Weiden in der Oberpfalz,NA,NA,NA,NA,-,-,
Maschinenbau Kaltenbach GmbH,Neuenburg am Rhein,"344.436,00","414.232,00","2.374.060,06","2.544.415,39",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Maschinenbau_Kaltenbach_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ringfeder Power-Transmission GmbH,Groß-Umstadt,"1.410.300,05","1.627.262,01",2021,2020,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Ringfeder_Power-Transmission_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
vision-tec gmbH,Kassel,"228.043,00","212.638,50","347.283,02","371.434,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/vision-tec_gmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sielaff GmbH & Co. KG,Herrieden,"3.527.480,70",3.321,"52.271.578,37",51.410,01.01.2015,31.12.2015,bundesanzeiger_local_maschinenbau/Sielaff_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2015_bis_zum_31.12.2015
Water & Wastewater Technic WWT GmbH,Pleidelsheim,NA,NA,"2.215.598,70","2.314.523,70",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Water_and_Wastewater_Technic_WWT_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hans & Jos. Kronenberg GmbH,Bergisch Gladbach,"331.555,00","370.058,00","726.256,00","821.424,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Hans_and_Jos._Kronenberg_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ampack GmbH,Königsbrunn,"153.627,00","233.133,00","1.499.868,50","1.012.181,00",01.01.2013,31.12.2013,bundesanzeiger_local_maschinenbau/Ampack_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2013_bis_zum_31.12.2013
RAPID Maschinenbau GmbH,Grosselfingen,NA,NA,"56.333,51","69.440,51",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/RAPID_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SOMAtic GmbH,Harth-Pöllnitz,"255.277,00","23.551,00","408.949,00","114.440,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/SOMAtic_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WKB Systems GmbH,Hörstel,NA,NA,"1.387.383,90","1.443.933,90",01.07.2021,30.06.2022,bundesanzeiger_local_maschinenbau/WKB_Systems_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
FATH GmbH,Spalt,NA,NA,"31.865,00","33.962,14",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/FATH_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
GERB,Berlin,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/GERB/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Wolfgang Preinfalk GmbH,St. Ingbert,"5.281.209,00","4.968.570,00","13.459.030,36","13.809.930,86",01.01.2019,31.12.2019,bundesanzeiger_local_maschinenbau/Wolfgang_Preinfalk_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Gössling Verwaltungs - GmbH,Schermbeck,NA,NA,NA,NA,01.01.2011,31.12.2011,bundesanzeiger_local_maschinenbau/Goessling_Verwaltungs_-_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
schwartz GmbH,Simmerath,"2.622.956,50","1.931.207,50","3.325.693,00","3.625.498,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/schwartz_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Kienle + Spiess GmbH,Sachsenheim,"38.338.835,00","37.129.893,00","93.590.038,16","88.318.797,12",01.04.2021,31.03.2022,bundesanzeiger_local_maschinenbau/Kienle_+_Spiess_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Wilhelm Fischer,Durach,"655.651,00","753.248,00","8.979.930,03","9.353.704,03",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Wilhelm_Fischer/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BIESSE DEUTSCHLAND GmbH,Nersingen,"128.929,31","0,00","603.666,00","625.886,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/BIESSE_DEUTSCHLAND_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ATEC Pharmatechnik GmbH,Sörup,NA,NA,"5.694.859,60",4.739,01.01.2018,31.12.2018,bundesanzeiger_local_maschinenbau/ATEC_Pharmatechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
Buss-SMS-Canzler GmbH,Butzbach,2.533,1.814,9.535,8.445,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Buss-SMS-Canzler_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Pockauer Werkzeugbau Oertel GmbH,Pockau-Lengefeld,"7.269.373,46","352.853,05","1.924.559,02","1.919.752,22",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Pockauer_Werkzeugbau_Oertel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Manroland Sheetfed GmbH,Offenbach am Main,"5.751.728,00","6.612.454,00","7.642.438,00","8.252.991,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Manroland_Sheetfed_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Albert Koch,Baunatal,NA,NA,"383.607,93","350.803,93",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Albert_Koch/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Walter Blombach GmbH,Remscheid,NA,NA,"363.202,50","191.752,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Walter_Blombach_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Weimar-Werk GmbH,Weimar,NA,NA,"1.302.971,09","1.500.633,09",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Weimar-Werk_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Werner Maschinenbau GmbH,Wolfhagen,NA,NA,"328.271,00","362.861,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Werner_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Stahl- und Apparatebau,Saarbrücken,"466.309,40",693,"3.879.582,20",4.798,23.05.2007,31.12.2006,bundesanzeiger_local_maschinenbau/Stahl-_und_Apparatebau/Jahresabschluss_zum_31.12.2006
Comau Deutschland GmbH,Böblingen,NA,NA,"28.460,04",59,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Comau_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schneeberger GmbH,Höfen an der Enz,"9.307.831,20","11.816.882,88","31.990.136,36","35.116.491,81",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Schneeberger_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ohrmann GmbH,Möhnesee,NA,NA,"3.027.503,94","3.167.627,87",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Ohrmann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
UFT Umwelt- und Fluid-Technik,Bad Mergentheim,"44.660,63","49.964,63","3.758.137,32","3.787.631,75",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/UFT_Umwelt-_und_Fluid-Technik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ERKA Maschinenbau GmbH,Ahaus,NA,NA,"940.089,83","652.948,82",01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/ERKA_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
MB Bäuerle GmbH,St. Georgen im Schwarzwald,NA,NA,"55.846,76","103.735,84",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/MB_Baeuerle_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
VEIT GmbH,Landsberg am Lech,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/VEIT_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hiller GmbH,Vilsbiburg,"1.351.269,89","1.550.907,53","3.590.827,95","3.538.084,05",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Hiller_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Boma Maschinenbau GmbH,Borken,"3.052.164,00","3.385.820,00","9.205.089,61","9.722.838,61",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Boma_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Völker GmbH,Vechta,NA,NA,"1.407.152,34","1.151.094,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Voelker_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
LECHLER GmbH,Metzingen,"6.402.995,18","7.194.318,85","47.572.286,78","42.583.386,72",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/LECHLER_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schott & Meissner,Blaufelden,NA,NA,"1.222.416,00","1.367.115,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Schott_and_Meissner/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Müller Apparatebau GmbH,Kranzberg,NA,NA,"738.420,00","1.022.801,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Mueller_Apparatebau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schneider Werk St. Wendel,St. Wendel,NA,NA,"1.845.308,00","2.023.123,00",01.01.2018,31.12.2018,bundesanzeiger_local_maschinenbau/Schneider_Werk_St._Wendel/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
MAJA-Maschinenfabrik,Kehl,"2.217.484,50","2.404.796,50","9.897.289,97","9.533.563,87",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/MAJA-Maschinenfabrik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HOLZER GmbH,Herbrechtingen,"152.360,67","189.057,67","918.819,25","1.002.818,25",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/HOLZER_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Isimat GmbH Siebdruckmaschinen,Ellwangen (Jagst),NA,NA,"671.568,00","644.809,00",01.01.2016,31.12.2016,bundesanzeiger_local_maschinenbau/Isimat_GmbH_Siebdruckmaschinen/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2016_bis_zum_31.12.2016
Gottlob Stahl,Sindelfingen,"688.477,00","858.657,00","10.571.093,10","9.950.133,11",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Gottlob_Stahl/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
MPM Micro Präzision Marx GmbH,Erlangen,"653.088,26","637.959,76","3.372.823,24","3.422.723,24",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/MPM_Micro_Praezision_Marx_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PETERS Maschinenbau GmbH & Co. KG,Twist,NA,NA,"1.061.134,00","720.566,62",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/PETERS_Maschinenbau_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ERMAFA,Chemnitz,"584.647,00","574.167,00","31.592,00","0,00",31.12.2007,31.12.2007,bundesanzeiger_local_maschinenbau/ERMAFA/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2007_bis_zum_31.12.2007
Yamazaki Mazak Deutschland GmbH,Göppingen,NA,NA,18.911.918,18.985.680,01.04.2021,31.03.2022,bundesanzeiger_local_maschinenbau/Yamazaki_Mazak_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
AMIS Maschinen-Vertriebs- GmbH,Zuzenhausen,"0,00","284.235,00","1.206.045,85","1.317.869,85",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/AMIS_Maschinen-Vertriebs-_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Manfred Merklinger,Buchen (Odenwald),NA,NA,"989.854,19","1.253.669,19",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Manfred_Merklinger/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Wilhelm Möller,Lage,NA,NA,"34.702,00","35.122,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Wilhelm_Moeller/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Lock Antriebstechnik GmbH,Ertingen,"2.878.786,00","3.414.996,00","5.007.943,84","4.672.315,34",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Lock_Antriebstechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Mohr Hebetechnik GmbH,Horst (Holstein),NA,NA,"5.756.672,56","5.902.969,56",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Mohr_Hebetechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Herrmann Ultraschalltechnik,Karlsbad,"1.427.724,00","1.801.020,00","4.237.696,51","4.245.924,51",01.04.2011,31.03.2012,bundesanzeiger_local_maschinenbau/Herrmann_Ultraschalltechnik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2011_bis_zum_31.03.2012
LET Meschede GmbH,Meschede,NA,NA,"708.494,00","755.812,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/LET_Meschede_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Liebig GmbH,Bamberg,NA,NA,"1.068.213,00","1.382.836,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Liebig_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
seepex GmbH,Bottrop,"2.749.931,00","3.528.813,00","11.921.021,62","12.833.374,07",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/seepex_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Röltgen GmbH & Co. KG,Solingen,NA,NA,"170.994,74","182.320,74",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Roeltgen_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
German Bionic Systems GmbH,Augsburg,NA,NA,NA,NA,-,-,
Helmers Maschinenbau GmbH,Osnabrück,"28.775,00","30.357,00","177.954,00","164.353,00",31.12.2021,31.12.2020,bundesanzeiger_local_maschinenbau/Helmers_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Grün GmbH Spezialmaschinenfabrik,Wilnsdorf,"162.018,00","160.948,00","162.019,00","160.948,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Gruen_GmbH_Spezialmaschinenfabrik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
H. F. Meyer Maschinenbau GmbH & Co. KG,Neustadt in Holstein,"80.486,00",66,"6.231.056,60",5.071,31.12.2021,31.12.2021,bundesanzeiger_local_maschinenbau/H._F._Meyer_Maschinenbau_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Clemens GmbH & Co. KG,Wittlich,NA,NA,"25.000,00","281.935,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Clemens_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sumitomo (SHI),Markt Indersdorf,"6.462.793,00","6.834.400,00","61.593.186,14","58.769.698,57",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Sumitomo_(SHI)/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Merz Verpackungsmaschinen GmbH,Lich,"14,00","17,00","14.584.772,59","7.994.750,55",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Merz_Verpackungsmaschinen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SHW Werkzeugmaschinen GmbH,Aalen,"60.785,00","77.179,00","882.142,00","987.402,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/SHW_Werkzeugmaschinen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Wohlenberg Buchbindesysteme GmbH,Verden (Aller),NA,NA,NA,NA,-,-,
Dr. Schulze GmbH,Wilnsdorf,NA,NA,"1.614.148,34","1.635.283,34",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Dr._Schulze_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FilaTech Filament,Remagen,NA,NA,"2.564.113,00","2.667.312,00",31.12.2021,31.12.2020,bundesanzeiger_local_maschinenbau/FilaTech_Filament/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Pohle + Rehling GmbH,Oer-Erkenschwick,NA,NA,"2.672.103,00","2.831.194,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Pohle_+_Rehling_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
OLBRICH GmbH,Bocholt,"1.416.672,95","1.848.583,29","7.057.692,94","7.608.842,93",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/OLBRICH_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Pematech AG,Radolfzell am Bodensee,"203.476,87","143.049,31","2.583.319,97","2.614.954,90",01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/Pematech_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
MFT Maschinenfabrik Thale GmbH,Thale,"1.631.165,00","1.595.422,00","3.024.820,80","3.265.319,23",01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/MFT_Maschinenfabrik_Thale_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Rieckermann GmbH,Hamburg,NA,NA,"545.259,36","604.149,34",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Rieckermann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
KABATEC GmbH & Co. KG,Burghaun,"589.938,66","440.948,21","8.309.702,46","8.427.399,01",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/KABATEC_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Held Technologie GmbH,Trossingen,"2.197.848,66","2.409.814,11","5.753.465,54","5.926.296,40",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Held_Technologie_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SKET Verseilmaschinenbau GmbH,Magdeburg,"12.142,00","57.487,00","879.664,00","1.617.524,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/SKET_Verseilmaschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Renner Etikettiertechnik GmbH,Günzburg,NA,NA,NA,NA,01.10.2021,30.09.2022,bundesanzeiger_local_maschinenbau/Renner_Etikettiertechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Stahl- und Maschinenbau,Buchholz in der Nordheide,NA,NA,NA,NA,-,-,
TESOMA GmbH,Lichtenau,NA,NA,"2.213.860,56","2.467.232,56",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/TESOMA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Vulkan Technic GmbH,Wiesbaum,"146.441,00","163.867,00","3.868.889,18","3.884.273,48",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Vulkan_Technic_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sieber Maschinenbau GmbH,Hoya,NA,NA,"653.205,00","253.658,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Sieber_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
A & W Maschinenbau GmbH,Thyrnau,"2.704.364,00","3.083.161,00","10.470.641,78","11.168.190,91",01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/A_and_W_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Berg & Co. GmbH,Bielefeld,NA,NA,NA,NA,-,-,
