company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
Schauenburg Industrietechnik GmbH,Nürnberg,"616.502,86","593.166,39","2.099.799,89","1.643.372,70",01.01.2020,31.12.2020,bundesanzeiger_local_komponenten/Schauenburg_Industrietechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Andernach & Bleck GmbH & Co. KG,Hagen,NA,NA,NA,NA,-,-,
Willi Hahn GmbH,Wuppertal,"5.432.405,00","3.969.090,00","10.623.400,26",9.988,31.12.2021,31.12.2021,bundesanzeiger_local_komponenten/Willi_Hahn_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
P+S Polyurethan-Elastomere GmbH & Co. KG,Diepholz,"520.166,00","593.545,00","4.984.563,73","5.539.155,91",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/P+S_Polyurethan-Elastomere_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Blickle Räder+Rollen GmbH u. Co. KG,Rosenfeld,NA,NA,NA,NA,-,-,
JVK Filtration Systems GmbH,Georgensgmünd,"2.370.468,92","1.849.933,92","4.450.646,00","3.409.435,31",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/JVK_Filtration_Systems_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Pucaro Elektro-Isolierstoffe GmbH,Roigheim,47.641,654,11.168,11.142,01.04.2021,31.03.2022,bundesanzeiger_local_komponenten/Pucaro_Elektro-Isolierstoffe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
BRIDON INTERNATIONAL GMBH,Gelsenkirchen,"2.569.731,13","3.055.401,50","4.565.479,26","5.321.120,74",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/BRIDON_INTERNATIONAL_GMBH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SHZ Sächsische,Großröhrsdorf,NA,NA,"2.180.613,40","1.668.016,96",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/SHZ_Saechsische/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Zimmerlin GmbH Edelstahl-Technik,Bötzingen,"2.119.982,00","2.043.371,00","11.365.386,21",11.513,01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Zimmerlin_GmbH_Edelstahl-Technik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
MiniTec GmbH & Co. KG,Schönenberg-Kübelberg,NA,NA,"1,00","1,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/MiniTec_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gear Motion GmbH,Ehingen (Donau),NA,NA,NA,NA,-,-,
GBZ Mannheim GmbH & Co. KG,Frankenthal,NA,NA,"3.057.858,55","2.650.688,13",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/GBZ_Mannheim_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Braunschweiger Flammenfilter GmbH,Braunschweig,NA,NA,"319.606,28","455.256,25",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Braunschweiger_Flammenfilter_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Aventics GmbH,Laatzen,NA,NA,NA,NA,01.10.2021,30.09.2022,bundesanzeiger_local_komponenten/Aventics_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
STICHT Technologie GmbH,Schlangenbad,"2.857.035,62","5.040.413,02","5.646.848,59","8.074.866,99",01.07.2021,30.06.2022,bundesanzeiger_local_komponenten/STICHT_Technologie_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
Dockweiler Aktiengesellschaft,Neustadt-Glewe,"1.510.986,00",1.197,"7.856.463,06",6.972,01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Dockweiler_Aktiengesellschaft/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
GRIMM AG,Gosheim,"2.837.902,00","2.931.780,00","6.450.985,58","5.621.662,29",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/GRIMM_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
uemet GmbH,Uebigau-Wahrenbrück,"4.435.964,22","184.098,31","2.076.633,82","3.212.061,61",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/uemet_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hei-Mat,Stadtlohn,"227.280,00","120.257,00","542.020,50","441.030,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Hei-Mat/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SIEGMETALL GmbH,Haiger,"2.225.961,00","2.544.510,00","11.444.226,96","13.477.336,82",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/SIEGMETALL_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
f-tronic GmbH,Saarbrücken,"5.894.072,70","5.318.373,47","10.833.473,04","9.753.006,94",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/f-tronic_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Brugger GmbH,Hardt,"1.840.997,00","1.516.985,00","3.326.496,39","2.782.180,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Brugger_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Edwin Deutgen Kunststofftechnik GmbH,Südheide OT Hermannsburg,"4.411.525,01",4.730,"5.074.605,01",5.420,01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Edwin_Deutgen_Kunststofftechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HA-BE Gehäusebau GmbH,Essenbach OT Altheim,"1.425.808,00","2.343.952,00","2.195.845,42","2.968.951,67",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/HA-BE_Gehaeusebau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Julius Haupt GmbH,Idar-Oberstein,NA,NA,"1.234.999,00","681.632,50",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Julius_Haupt_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Urbanus GmbH,Arnsberg,NA,NA,"24.755,00","31.860,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Urbanus_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ennepetaler Sensenwerk KG,Arnsberg,NA,NA,"2.972,29","4.693,29",01.01.2008,31.12.2008,bundesanzeiger_local_komponenten/Ennepetaler_Sensenwerk_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2008_bis_zum_31.12.2008
BBM Buchmüller Metallwaren GmbH,Bad Honnef,NA,NA,"847.888,39","951.486,68",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/BBM_Buchmueller_Metallwaren_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
John Crane GmbH,Fulda,"370.480,90","251.868,27","1.937.414,86","1.621.242,17",01.08.2021,31.07.2022,bundesanzeiger_local_komponenten/John_Crane_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.08.2021_bis_zum_31.07.2022
Maschinenbau,Wanzleben-Börde,NA,NA,"14.049,00","7.465,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Maschinenbau/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
KNAPHEIDE SOLUTIONS GmbH,Beckum,NA,NA,NA,NA,-,-,
Bültmann-Gruppe GmbH,Leichlingen,NA,NA,NA,NA,-,-,
BBW Lasertechnik GmbH,Prutting,"2.809.432,00","2.683.581,00","11.894.288,03","11.384.627,50",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/BBW_Lasertechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Otto Markert & Sohn GmbH,Neumünster,NA,NA,NA,NA,-,-,
GEMTEC Aktiengesellschaft,Königs Wusterhausen,NA,NA,"7.133.569,80","5.021.606,32",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/GEMTEC_Aktiengesellschaft/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
MAAS Profilzentrum GmbH,Ilshofen,"195.075,00","232.268,00","926.699,96","944.952,16",01.09.2021,31.08.2022,bundesanzeiger_local_komponenten/MAAS_Profilzentrum_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.09.2021_bis_zum_31.08.2022
CVT-Capellmann GmbH & Co. KG,Gosheim,"5.611.706,01","5.613.437,00","7.004.020,01","7.091.021,20",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/CVT-Capellmann_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Xaloy Europe GmbH,Neckarsulm,"285.000,00","791.417,71","288.447,20","808.697,08",01.02.2021,31.12.2021,bundesanzeiger_local_komponenten/Xaloy_Europe_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.02.2021_bis_zum_31.12.2021
HIWIN GmbH,Offenburg,"6.620.806,00",6.796,"26.173.715,70",26.154,01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/HIWIN_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hutzel DrehTech GmbH,Steinenbronn,"5.679.364,02","4.601.060,53","7.575.758,14","6.796.778,06",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Hutzel_DrehTech_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Cytec Zylindertechnik GmbH,Jülich,"833.697,00","955.310,00","1.839.587,05","2.030.823,00",31.12.2021,31.12.2021,bundesanzeiger_local_komponenten/Cytec_Zylindertechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Spandex Deutschland GmbH,Achern,NA,NA,1.743.679,1.954.330,01.05.2021,30.04.2022,bundesanzeiger_local_komponenten/Spandex_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.05.2021_bis_zum_30.04.2022
Compressor Products International GmbH,Büttelborn,"1.075.597,90","1.140.860,16","1.223.836,61","1.458.462,12",01.01.2020,31.12.2020,bundesanzeiger_local_komponenten/Compressor_Products_International_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Athmer oHG,Arnsberg,NA,NA,NA,NA,-,-,
Julius Cronenberg oHG,Arnsberg,NA,NA,NA,NA,-,-,
Richard Bergner Holding GmbH & Co. KG,Schwabach,NA,NA,NA,NA,-,-,
Koepp Schaum GmbH,Lichtenfels,NA,NA,NA,NA,01.01.2017,31.12.2017,bundesanzeiger_local_komponenten/Koepp_Schaum_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
JU-Metallwarenfabrik GmbH,Gerabronn,NA,NA,"1.132.973,69","1.198.610,90",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/JU-Metallwarenfabrik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Planen Demuth GmbH & Co. KG,Freienorla,NA,NA,"1.660.421,00","1.749.921,40",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Planen_Demuth_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
OVALO GmbH,Limburg an der Lahn,"4.374.288,54","5.381.313,23","5.513.684,20","6.362.394,28",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/OVALO_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Desoi GmbH,Kalbach,"430.243,50","472.545,00","2.904.632,50","2.936.451,50",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Desoi_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Booster Precision Components,Schwanewede,"12.705.757,05","0,00","18.308.009,12","0,00",01.01.2015,31.03.2015,bundesanzeiger_local_komponenten/Booster_Precision_Components/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2015_bis_zum_31.03.2015
Endurance GmbH,Massenbachhausen,"12.709.650,00",13.108,"28.661.028,71",26.572,01.04.2021,31.03.2022,bundesanzeiger_local_komponenten/Endurance_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
TENTE-ROLLEN GmbH,Wermelskirchen,NA,NA,NA,NA,01.01.2013,31.12.2013,bundesanzeiger_local_komponenten/TENTE-ROLLEN_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2013_bis_zum_31.12.2013
RUD-SCHÖTTLER UMFORMTECHNIK &,Hagen,"676.255,22",906,"1.276.974,02",1.292,01.07.2021,30.06.2022,bundesanzeiger_local_komponenten/RUD-SCHOeTTLER_UMFORMTECHNIK_and/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
Poppe Elastomertechnik GmbH,Gießen,NA,NA,NA,NA,-,-,
Heinz Dreeskornfeld GmbH & Co. KG,Bielefeld,"2.695.335,00","2.832.914,00","3.897.242,00","4.113.735,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Heinz_Dreeskornfeld_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
INDUNORM Bewegungstechnik GmbH,Duisburg,"965.184,96","939.582,50","117.000,00","1.474.476,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/INDUNORM_Bewegungstechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Witte Barskamp GmbH & Co. KG,Bleckede,"1.279.913,20","931.884,70","6.493.819,43","7.008.236,38",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Witte_Barskamp_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Dümmler GmbH,Gerabronn,NA,NA,"301.419,29","336.373,79",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Duemmler_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Weppler Filter GmbH,Oberursel (Taunus),"538.541,66","0,00",647,115,01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Weppler_Filter_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ehlers Seilerwarenfabrik GmbH,Bad Bevensen,NA,NA,"1.156.950,00","1.022.102,61",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Ehlers_Seilerwarenfabrik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
NEUMO Armaturenfabrik-Apparatebau-,Knittlingen,"422.706,46",558,01.01.2021,31.12.2021,01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/NEUMO_Armaturenfabrik-Apparatebau-/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gebr. Rieger GmbH + Co KG,Aalen,"480.497,48","642.457,97","10.402.646,11",9.125,01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Gebr._Rieger_GmbH_+_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
DLB Oberviechtach GmbH & Co. KG,Oberviechtach,"2.692.504,26",2.933,"6.225.135,43",7.102,01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/DLB_Oberviechtach_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schock Metallwerk GmbH,Urbach (Rems),"106.346,00","145.247,00","783.385,63","1.027.610,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Schock_Metallwerk_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Edelstahl-Laser-Technik GmbH,Haselbachtal,"3.053.432,00","3.442.379,00","3.578.585,50","4.206.661,85",01.01.2020,31.12.2020,bundesanzeiger_local_komponenten/Edelstahl-Laser-Technik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
di-soric GmbH & Co. KG,Urbach (Rems),"389.716,00","466.230,00","1.496.464,00","1.744.368,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/di-soric_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Kurt Zecher GmbH,Paderborn,"2.182.015,01","2.441.214,00","3.404.646,71","3.304.775,81",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Kurt_Zecher_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Walter Steinbach GmbH & Co. KG,Donaueschingen,"1.531.987,65","1.535.078,61","2.967.332,09","2.781.454,74",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Walter_Steinbach_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Elsässer Filtertechnik GmbH,Nufringen,"10.146,04","10.146,04","108.987,94","108.987,94",20.05.2021,31.12.2021,bundesanzeiger_local_komponenten/Elsaesser_Filtertechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_20.05.2021_bis_zum_31.12.2021
Endter SinterTechnics GmbH & Co. KG,Densborn,NA,NA,NA,NA,-,-,
Bruks Klöckner GmbH,Alpenrod OT Hirtscheid,"80.230,34","110.546,34","3.667,65","5.978,65",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Bruks_Kloeckner_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
GMT-Gummi-Metall-Technik GmbH,Bühl,"725.398,50","548.721,00","5.354.628,30","4.697.110,30",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/GMT-Gummi-Metall-Technik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Spindelfabrik Suessen GmbH,Süßen,"3.565.924,00","4.445.216,40","7.622.268,68","8.130.816,97",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/Spindelfabrik_Suessen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Brady GmbH,Egelsbach,"880.409,09","860.616,76","956.546,36","1.040.259,03",01.08.2021,31.07.2022,bundesanzeiger_local_komponenten/Brady_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.08.2021_bis_zum_31.07.2022
ACE Advanced Composite Engineering GmbH,Salem,"1.776.069,00","1.419.447,01","3.168.843,36","3.100.103,01",31.12.2021,31.12.2021,bundesanzeiger_local_komponenten/ACE_Advanced_Composite_Engineering_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
NOVO-TECH GmbH & Co. KG,Aschersleben,NA,NA,NA,NA,-,-,
FSM Stamping GmbH,Hennigsdorf,NA,NA,"812,00","1.695,00",01.01.2021,31.12.2021,bundesanzeiger_local_komponenten/FSM_Stamping_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
