Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size,Maschinen_Park_var,hours_of_saving
Zeltwanger Maschinenbau GmbH,https://www.zeltwanger.de,True,Dichtheitsprüfungsgeräte,Fertigungsdienstleistungen,Thermomanagement-Lösungen,Dichtheitsprüfmaschinen,Fräsmaschinen,Thermomanagement-Maschinen,Fräsen,Prüfprozesse,Wärmebehandlungen,Tübingen,569919.0,10-15,10,3750
SCHEUERMANN + HEILIG GmbH,https://www.sh-gmbh.de,True,Baugruppen,Federn,Stanz-Biegeteile,Exzenterpressen,Multi-Bearbeitungszentren,NC-Fertigungssysteme,Biegen,Montagen,Schweißen,Buchen (Odenwald),7660199.0,200-350,200,75000
MHT Mold & Hotrunner Technology AG,https://www.mht-ag.de,False,Heisskanal-Systeme,Maschinenpartner,PET-Preform-Werkzeuge,,,,Blasformverfahren,Spritzgießverfahren,,Hochheim am Main,479408.0,10-15,10,3750
hapema GmbH,https://www.hapema-gmbh.de,True,Ersatz- / Verschleißteile,Prototypen-Fertigungen,Präzisions-Stanztechniken,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Montagen,Engelsbrand,499396.0,10-15,10,3750
Siegfried Hofmann GmbH,https://www.hofmann-impulsgeber.de,True,Multikavitäten-Werkzeuge,Sondermaschinen,Spritzgusswerkzeuge,Fräsmaschinen,Handlingsysteme,Roboterlinien,Entgraten,Fräsen,Kühlungen,Lichtenfels,6790933.0,200-350,200,75000
Neuhaus Metallproduktions-GmbH,https://www.neuhaus-metall.de,True,Abkanten,Laserschneiden,Laserschweißen,Abkantpressen,Laserschneidmaschinen,Laserschweißmaschinen,Biegen,Laserschneiden,Schweißen,Arnsberg,3562750.0,120-200,120,45000
WELLGO Gerätetechnik GmbH,https://www.wellgo.de,False,Antriebssysteme,Hygienespender,Sensorgriffe,Erodiermaschinen,Fräsmaschinen,Spritzgussmaschinen,Erodierverfahren,Fräsverfahren,Qualitätskontrollen,Nohfelden,1461530.0,40-60,40,15000
EWM AG,https://www.ewm-group.com/de/,False,Schweißbrenner,Schweißgeräte,Schweißzusatzwerkstoffe,,,,Schweißens,,,Mündersbach,174193.0,No Match,,
SD Automotive GmbH,https://www.sd-automotive.de,True,Ingenieuren,Karosseriebauten,Prototypenbauten,Biegen,CNC-Bearbeitungszentren,Fräsmaschinen,Biegens,Bohrens,Drehens,Georgsmarienhütte,2732554.0,120-200,120,45000
Alfred Konrad Veith GmbH & Co. KG,https://veith-kg.de,True,Eladurs,Federelemente,Formenbauten,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Biegemaschinen,Bohren,Erodieren,Öhringen,1034299.0,15-20,15,5625
Eckerle GmbH,https://eckerle-gmbh.de,True,Formen- und Werkzeugbauten,Industrielackierungen,Spritzgüsse,3D-Koordinaten-Messmaschinen,Erodiermaschinen,Fräsmaschinen,Erodieren,Fräsen,Funktionskontrollen,Beilngries,985131.0,21-40,21,7875
AWEBA Werkzeugbau GmbH Aue,https://www.aweba.de,True,Druckgießformen,Schneidwerkzeuge,Umformwerkzeuge,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Biegungen,Bohrungen,Drehungen,Aue-Bad Schlema,3602749.0,120-200,120,45000
Horst Scholz GmbH & Co. KG,https://www.scholz-htik.de,True,Medizintechniken,Mikrotechniken,Technische Präzisionsteile,Erodiermaschinen,Formenbaumaschinen,Fräsmaschinen,Erodierverfahren,Formenbauten,Fräsverfahren,Kronach,383039.0,10-15,10,3750
Johannes Meier Werkzeugbau GmbH,https://www.jmw-werkzeugbau.de,True,Leerklingen,Prototypwerkzeuge,Transferwerkzeuge,Presshärtungswerkzeuge,Warmumformwerkzeuge,hochmoderne Maschinen,Bearbeitungen,Designs,Kleinserienproduktionen,Hövelhof,2704537.0,120-200,120,45000
Lahnwerk GmbH,https://www.lahnwerk.de,True,Kokillen,Lehren und Vorrichtungen,Modelleinrichtungen,Biegemaschinen,Drehmaschinen,Erodiermaschinen,Biegungen,Bohrungen,Drehungen,Biedenkopf,1953568.0,80-120,80,30000
PFARR Stanztechnik GmbH,https://pfarr.de/de/,False,Bänder,Folien,Präzisionsstanzteile,,,,Legierungen,Plattierungen,Schneidungen,Buttlar,6121159.0,200-350,200,75000
Mürdter Metall-,https://muerdter.de/de/,True,Global Tooling-Lösungen,Leichtbau-Komponenten,Spritzgießwerkzeuge,,,,Lackierungen,Montagen,Spritzgießens,Mutlangen,334905.0,10-15,10,3750
Helmut Diebold GmbH & Co. Goldring-Werkzeugfabrik,https://www.hsk.com,True,Goldringe-Werkzeugaufnahmen,Messtechniken,Schrumpfgeräte,CNC-Bearbeitungszentren,CNC-Fräsmaschinen,Erodiermaschinen,Erodieren,Fräsen,Schleifen,Jungingen,1405749.0,40-60,40,15000
W.H. Augenstein GmbH,https://www.stanzteile-augenstein.de/de/,True,Steckkontakte,elektromagnetische Abschirmungen,technische Federn,Schnellläuferpressen,Transfer-Stanz-Biegeautomaten,,Biegetechniken,Stanzen,,Keltern,917628.0,21-40,21,7875
FKT Formenbau und Kunststofftechnik GmbH,http://www.fkt-triptis.de,True,Kunststoffkomponenten,Prototyping-Dienstleistungen,Spritzgießwerkzeuge,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Triptis,1303880.0,40-60,40,15000
SAV GmbH,https://www.sav.de/de/,False,Magnetsysteme,Spannfutter,Vorrichtungsbauten,,,,,,,Nürnberg,543908.0,10-15,10,3750
Jakob Lach GmbH & Co. KG,https://www.lach-diamant.de,True,DiamantenWerkzeuge,Fräser,Schleifscheiben,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Bohrungen,Drehungen,Erodierungen,Hanau,887185.0,15-20,15,5625
Heinz Schwarz GmbH & Co. KG,https://www.schwarz-werkzeugbau.de,True,Großwerkzeuge,Karosserieformen,Plattenschneidwerkzeuge,Abkantmaschinen,Biegemaschinen,Bohrmaschinen,Biegungen,Bohrungen,Drehungen,Preußisch Oldendorf,3171553.0,120-200,120,45000
Dienes Werke für Maschinenteile,https://www.dienes.de,False,Ersatzteile,Führungsleisten,Langmesser,,,,,,,Overath,1500756.0,10-15,10,3750
Modellbau Schönheide GmbH,https://www.mbschoenheide.de,False,Vorrichtungen,Werkzeuge,Zubehörteile,,,,,,,Schönheide,3108114.0,120-200,120,45000
Amberger Werkzeugbau GmbH,https://www.ambergerwerkzeugbau.de,False,,,,,,,,,,Sulzbach-Rosenberg,1249112.0,40-60,40,15000
BMI Technical Services GmbH,https://www.bmigroup.com,False,Abdichtungslösungen,Dachsysteme,Dachziegel,,,,,,,Oberursel (Taunus),2100361.0,80-120,80,30000
Modell Technik Formenbau GmbH,https://www.modelltechnik.com,False,,,,,,,,,,Sömmerda,3013673.0,No Match,,
PSM Protech GmbH & Co. KG,https://www.psm-protech.com,False,Band-zu-Band-überformte Kontaktteile,Baugruppen,Kunststoff-Metall-Verbundteile,,,,Ingenieure,Lieferkettenmanagement,Produktionen,Marktschellenberg,952669.0,No Match,,
CONCAD GmbH,https://www.concad-gmbh.de,True,Prototypen,Serienteile,Werkzeuge,Fräsmaschinen,Laserschneidanlagen,Pressen,Biegen,Fräsen,Laserschneiden,Walldürn,61891.0,No Match,,
Heckler Aktiengesellschaft,https://www.heckler.de,True,Fließpressteile,Kaltmassivumformungen von Stahl,Qualitätszertifikate,Fräsmaschinen,Schleifmaschinen,Spritzgießmaschinen,Kaltmassivumformungen,Schleifens,Spritzgießens,Niefern-Öschelbronn,5080464.0,200-350,200,75000
TRIBO Hartstoff GmbH,https://www.tribo.de/de/,False,Stäbe,Verschleiße,Zerspanungsrohlinge,,,,,,,Barchfeld-Immelborn,8498667.0,200-350,200,75000
CERATIZIT Deutschland GmbH,http://www.ceratizit.com,False,Dienstleistungen,Hartmateriallösungen,Schneidwerkzeugsysteme,,,,,,,Empfingen,5380865.0,200-350,200,75000
Agathon GmbH & Co. KG,https://www.agathon-moulds.com/de/,False,Formen,Maßgeschneiderte Lösungen,Schokoladenformen,Spritzgießmaschinen,,,Injektionen,Spritzgießens,,Bottrop,2982542.0,120-200,120,45000
PWG Profilrollen-Werkzeugbau GmbH,https://www.pwgnet.net,False,Dichtungshalteleisten,Führungsschienen,Spannbügel,Biegemaschinen,Fräsmaschinen,Prägemaschinen,Biegen,Eloxale,Fräsen,Föritztal,5036830.0,200-350,200,75000
TKW Molding GmbH,https://www.tkw-molding.com,True,Baugruppen,Musterteile,Prototypen,,,,After-Sales,Industrialisierungspartner,Prototypenfertigungen,Blankenhain,2904248.0,120-200,120,45000
FMF-WWF Werkzeug- und Prototypenbau GmbH,https://www.fmf-wwf.de,True,Kleinserien,Prototypen,Serienabsicherungswerkzeuge,Fräsmaschinen,Pressen,,Flächenaufbereitungen,Flächenrückführungen,Fräsen,Hardthausen am Kocher,1807594.0,80-120,80,30000
Finke Formenbau GmbH,https://www.finke-formenbau.de,True,Messvorrichtungen,Spritzformen,Stanzerkzeuge,Erodiermaschinen,Fräsmaschinen,,Erodierverfahren,Fräsverfahren,Spritzgießverfahren,Altenbeken,1343852.0,40-60,40,15000
Wink Stanzwerkzeuge GmbH & Co. KG,https://www.wink.de,False,Flexible Dies,Rotationszylinder,SmartGap® Systeme,,,,,,,Neuenhaus,7409330.0,200-350,200,75000
Manfred Albrecht GmbH,https://www.albrecht-solingen.de,False,,,,,,,,,,Solingen,893500.0,15-20,15,5625
Bacher GmbH Metallverarbeitung,https://bacher-gmbh.de,True,Konstruktionen,Lasern,Montagen,Biegemaschinen,Erodiermaschinen,Fräsmaschinen,Biegen,Erodieren,Fräsen,Bad Feilnbach,1999136.0,80-120,80,30000
MEBA-Metall-Bandsägemaschinen GmbH,https://meba-saw.com,True,Bandsägen,Gehrungsbandsägen,Metallsägen,,,,,,,Westerheim,1124202.0,21-40,21,7875
HAVLAT Präzisionstechnik GmbH,https://www.havlat.de,True,Baugruppenmontagen,Präzisionsbauteile,Werkzeuge,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehungen,Erodierungen,Fräsungen,Zittau,8728713.0,200-350,200,75000
Modell- und Formenbau Blasius Gerg GmbH,http://www.gerg.de,True,Designmodelle,Kleinserien,Prototypen,Autoklaven,CNC Portalmessmaschinen,Drehmaschinen,Biegen,Blasformen,Bohren,Tuntenhausen,12280898.0,350-600,350,131250
Paul Hafner GmbH Werkzeugbau,https://www.paul-hafner.de,True,Baugruppenfertigungen,Stanz- und Umformtechniken,Werkzeugbauten,,,,Biegungen,Bohrungen,Drehungen,Wellendingen,38200.0,No Match,,
Ebmeyer Werkzeugbau GmbH,https://www.ebmeyer.eu,True,Werkzeuge für die Blechumformungen,,,Erodiermaschinen,Fräsmaschinen,Hydraulikpressen,Erodieren,Fräsen,Pressen,Gütersloh,467343.0,10-15,10,3750
Kremann und Esser GmbH & Co. KG,https://www.kremann-esser.de,True,Blaswerkzeuge,Optische Messtechniken,Spritzgießwerkzeuge,CNC-Maschinen,Fräsmaschinen,Messmaschinen,3D-Messtechniken,Extrusionsblasformen,Spritzgießverfahren,Kierspe,2239275.0,80-120,80,30000
Heimberger GmbH,https://www.heimberger.de,True,Baugruppen,CNC-Drehteile,CNC-Frästeile,CNC-Drehmaschinen,CNC-Fräsmaschinen,Honmaschinen,Bohrungen,Drehungen,Fräsungen,Oberderdingen,4288577.0,120-200,120,45000
Seco Tools GmbH,https://www.secotools.com,False,Bohrwerkzeuge,Drehwerkzeuge,Fräswerkzeuge,,,,,,,Erkrath,512113.0,10-15,10,3750
Braunform GmbH,https://www.braunform.com/de/,True,Eigenprodukte,Kunststofftechniken,Spritzgießformen,CNC-Bearbeitungsmaschinen,Laserschneidmaschinen,Spritzgießmaschinen,CNC-Bearbeitungen,Laserschneidverfahren,Spritzgießverfahren,Bahlingen am Kaiserstuhl,9877906.0,200-350,200,75000
Color Metal GmbH,https://www.color-metal.de,True,Kunststoffteile,Präzisionsformen,Werkzeuge,Erodiermaschinen,Fräsmaschinen,,Drahtverfahren,Fräsverfahren,Spritzgießverfahren,Heitersheim,4162319.0,120-200,120,45000
Wilke Werkzeugbau GmbH,http://www.wilke-tec.com,True,Entwicklungsdienstleistungen,Serviceleistungen,Strangpresswerkzeuge,CNC-Maschinen,Erodiermaschinen,Fräsmaschinen,CAD-Systeme,CNC-Programmierung,Erodieren,Wuppertal,1671830.0,60-80,60,22500
Klaus Backes GmbH,http://www.backesgmbh.de,True,Präzisionsdrehteile,Stanzteile,Werkzeuge,CNC-Bearbeitungszentren,,,Biegetechniken,Drehungen,Entwicklungen,Bruchmühlbach-Miesau,294882.0,No Match,,
Postel Druckguß GmbH,http://www.postel.de,False,Beratungen,Konstruktionen,Produktionen,,,,,,,Köln,1655133.0,21-40,21,7875
S. Müller GmbH & Co. Werkzeugbau KG,http://www.wzb-mueller.de,False,Kunststoffteile,Magneten,Systeme,Spritzgießmaschinen,,,Spritzgießverfahren,,,Neunkirchen-Seelscheid,297435.0,No Match,,
pro forma concept GmbH,https://www.proforma-concept.de,True,Druckgießwerkzeuge,Presswerkzeuge,Spritzgießwerkzeuge,Erodiermaschinen,Fräsmaschinen,,Spritzgießens,,,Radeburg,3572543.0,120-200,120,45000
Zimmermann Formen- und Werkzeugbau GmbH,https://ziform.de,True,Einzelkomponenten,Lohnbearbeitungen,Spritzgusswerkzeuge,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Erodierens,Fräsens,Spritzgießens,Gladenbach,3533034.0,120-200,120,45000
Josef Weischer GmbH & Co. KG,https://www.weischer.de,True,Automatisierte Produktionsanlagen,Lehren,Werkzeuge,Biege- und Abkantmaschinen,Erodiermaschinen,Fräsmaschinen,Biegungen,Bohrungen,Drehungen,Emsdetten,1711030.0,60-80,60,22500
Wohlhaupter GmbH,http://www.wohlhaupter.de,False,Bohrmaschinen,Bohrwerkzeuge,Sonderwerkzeuge,,,,,,,Frickenhausen,1707261.0,60-80,60,22500
Christian Dunkel GmbH,https://www.werkzeugbau-dunkel.de,True,Maschinen für Pipeline-Montage,Vorrichtungsdesigns,spezielle Maschinenkonstruktionen,Fräsmaschinen,Präzisionswerkzeugmaschinen,Schleifmaschinen,Fräsen,Präzisionsbearbeitungen,Schleifen,Berlin,903650.0,21-40,21,7875
BILZ WERKZEUGFABRIK GmbH & Co. KG,https://www.bilz.de,False,Gewindeschneidfutter,Schrumpfgeräte,Spannsysteme,,,,,,,Ostfildern,639468.0,No Match,,
Krämer + Grebe GmbH & Co. KG Modellbau,https://kraemer-grebe.de,True,Druckgussformen,Kokillen,Modelle + Kernformwerkzeuge,Biegemaschinen,Erodiermaschinen,Fräsmaschinen,Biegen,Erodieren,Fräsen,Biedenkopf,2463087.0,80-120,80,30000
WTE Präzisionstechnik GmbH,https://wte.mapal.com,False,Bohrfuttertechnologien,Hydraulikspannfutter,Mikroschraubfutter,,,,,,,Ehrenfriedersdorf,2013332.0,80-120,80,30000
Technolit GmbH,https://eshop.technolit.de,False,Chemisch-technische Produkte,Reinigungschemische Produkte,Technische Sprays,,,,,,,Großenlüder,267890.0,No Match,,
INGERSOLL Werkzeuge GmbH,https://www.ingersoll-imc.de,False,Aufnahmen,Bohrer,Dreh- und Stechwerkzeuge,,,,,,,Haiger,8339516.0,No Match,,
Werkzeug- und Gerätebau Klingenthal GmbH,https://www.wgb.de,True,Druckgieß-Formen,Kunststoffteile,Spritzgieß-Formen,Erodiermaschinen,Fräsmaschinen,Spritzgießmaschinen,Erodieren,Fräsen,Spritzgießen,Klingenthal,1804039.0,80-120,80,30000
MECO Maschinen-Elektro-Companie GmbH,http://www.meco-werkzeugbau.de,True,Blechbearbeitungsmaschinen,Blechbearbeitungswerkzeuge,Blechverarbeitungslösungen,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Biegearbeiten,Bohren,Erodieren,Waldershof,1916357.0,80-120,80,30000
a.i.m. all in metal GmbH,https://alles-in-metall.de,True,Karosseriebauteile,Komponenten,Normteile,CAD/CAM-Arbeitsplätze,Kaltfließpressverfahren,Laserschweißanlagen,Automatisierte Roboter Punktschweiß-Anlagen,CAD/CAM-Arbeitsplätze,Kaltfließpressen,Pockau-Lengefeld,11811006.0,350-600,350,131250
ISCAR Germany GmbH,https://www.iscar.de,False,Präzisions-Hartmetallwerkzeuge,Zerspanungsanwendungen,Zerspanungswerkzeuge,,,,,,,Ettlingen,1299896.0,No Match,,
KOMET Deutschland GmbH,https://cuttingtools.ceratizit.com/de/,False,,,,,,,,,,Besigheim,13677021.0,No Match,,
Tillmann Werkzeugbau Profiltechnik GmbH,https://tillmann-gruppe.de/de/,True,Komponenten,Oberflächenveredelungen,Profilrohre,Fräsmaschinen,Laserschneidmaschinen,Schweißmaschinen,Laserschneiden,Oberflächenbehandlungen,Schweißen,Arnsberg,4047222.0,120-200,120,45000
Spinner Werkzeugmaschinenfabrik GmbH,https://www.spinner.eu.com,False,Automationslösungen,Bearbeitungszentren,Drehmaschinen,Bearbeitungszentren,Drehmaschinen,Fräsmaschinen,Biegungen,Drehungen,Erodierungen,Sauerlach,2981925.0,120-200,120,45000
BKM Präzisionswerkzeuge,https://www.bkm-praezision.de,True,Prototypen,Stanz-Biegeteile,Stanzteile,Stanzanlagen,Stanzbiegeautomaten,Zusatzeinrichtungen für Gewinde,Biegeprozesse,Laserschneiden,Oberflächenbehandlungen,Schwabach,1161611.0,21-40,21,7875
Bharat Forge Daun GmbH,https://www.bf-daun.de,True,Aluminium-Techniken,Bahntechniken,Fahrzeugtechniken,,,,Biegungen,Bohrungen,Drehungen,Daun,2768665.0,120-200,120,45000
G - ELIT Präzisionswerkzeug-GmbH,https://g-elit.de,False,Hartstoffe,Karbidsorten für die AutomobilSektoren,,,,,Extrusionen,Trocknungen,,Berlin,3540040.0,120-200,120,45000
ASTOR Schneidwerkzeuge GmbH,https://www.astorblades.de,False,Abschneidemesser,Aufschnittmesser,Gattermesser,,,,,,,Storkow (Mark),1162959.0,21-40,21,7875
Preßwerkzeugbau Großdubrau GmbH,http://www.pwb-online.de,False,Formenbauten,Spritzgussformen,Werkzeuge,Bohrmaschinen,CNC-gesteuerte Werkzeugmaschinen,Drehmaschinen,Bohrungen,Drehungen,Fräsungen,Großdubrau,3286029.0,120-200,120,45000
Maucher Formenbau GmbH & Co. KG,https://www.maucher-kg.de,True,Kunststoffteile,Werkzeuge,technische Teile,CNC-Fräsmaschinen,,,Montagen,NC-Bearbeitungen,PU-Techniken,Meckenbeuren,2507129.0,120-200,120,45000
Herbert Kaut GmbH & Co. KG,http://www.kaut.info,True,Kunststofftechniken,Lohnfertigungen,Spritzgussformen,,,,CNC-Fräsen,Erodieren,Spritzgießverfahren,Sigmaringen,631228.0,10-15,10,3750
heimatec GmbH,https://heimatec.com,False,Präzisionswerkzeuge,Werkzeuge für Drehzentren,Werkzeuge für Langdrehautomaten,CNC-Bearbeitungszentren,CNC-Dreh-Fräszentren,CNC-Drehmaschinen,Biegungen,Bohrungen,Drehungen,Renchen,2564313.0,120-200,120,45000
Klaus Baier GmbH & Co. KG,http://www.klausbaier.de,True,Baugruppen,Stanzteile,Werkzeuge,3-D-Koordinaten-Messmaschinen,Erodiermaschinen,Fräsmaschinen,Erodieren,Fräsen,Messen,Pfronten,1142940.0,10-15,10,3750
MÜLLER WALLAU,http://www.mueller-wallau.de,True,Kunststoffbauteile,Prototypen,Spritzgussformen,Bohrungen,Erodiermaschinen,Fräsmaschinen,Bohrens,Erodierens,Fräsens,Biedenkopf,3745944.0,120-200,120,45000
Meissner AG Modell- und Werkzeugfabrik,https://www.meissner.eu,True,Blasformen,Gießereiwerkzeuge,"Schäum-, Stanz- und Press-Pinchwerkzeuge",5-Achs-Fräsmaschinen,Bohrwerke,CNC Dreh- und Fräszentren,Biegen,Blasformen,Bohren,Biedenkopf,1052341.0,21-40,21,7875
WOLF Werkzeugtechnologie GmbH,https://www.wolf-gruppe.com,True,PVD-Beschichtungslösungen,Schnitthilfen,komplette Maschinenteile,Biegen und Abkantmaschinen,Erodiermaschinen,Fräsmaschinen,Biegungen,Bohrungen,Drehungen,Bruchmühlbach-Miesau,3601846.0,120-200,120,45000
Wissler & Rademacher GmbH & Co. KG,https://www.wissler-rademacher.de,True,Druckgüsse,Formenbauten,Gießereien,Druckgießmaschinen,Entgratpressen,Oberflächenbehandlungsmaschinen,Endbearbeitungen,Gießens,Montagen,Velbert,1855228.0,80-120,80,30000
Wirth Werkzeugbau GmbH,https://werkzeugbau-wirth.de,True,Kunststoffteile,Spritzgießwerkzeuge,Spritzgusslösungen,,,,Bemusterungen,Konstruktionen,Serienfertigungen,Helmbrechts,2965296.0,120-200,120,45000
Ernst Klimmer GmbH,https://www.klimmer-gmbh.de,True,Flansche und Platten,Schellen,Ziehteile,Biegen,Laserschneidmaschinen,Montagemaschinen,Biegen,Feinschneiden,Laserschneiden,Burgau,200085.0,No Match,,
SULO Metall Systeme GmbH,https://sulo.de,False,Depotcontainer,Mülltonnen,Papierkörbe,,,,,,,Stadtlohn,438648.0,10-15,10,3750
WEBO Werkzeugbau Oberschwaben GmbH,http://www.webo.de.com,False,,,,,,,,,,Amtzell,3812632.0,120-200,120,45000
