company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
Metallux AG,Leutenbach,"206.642,37","203.672,33","8.116.959,55","8.183.909,73",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Metallux_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bircher Reglomat GmbH,Waldshut-Tiengen,NA,NA,NA,NA,01.01.2020,31.12.2020,bundesanzeiger_local_mess-regeltechnik/Bircher_Reglomat_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
MAGNA Telemotive GmbH,Mühlhausen im Täle,NA,NA,NA,NA,01.01.2019,31.12.2019,bundesanzeiger_local_mess-regeltechnik/MAGNA_Telemotive_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Esders GmbH,Haselünne,NA,NA,"757.353,00","775.075,84",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Esders_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Wöhler Technik GmbH,Bad Wünnenberg,"876.971,00","1.105.856,00","2.912.938,24","2.698.293,00",01.07.2021,30.06.2022,bundesanzeiger_local_mess-regeltechnik/Woehler_Technik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
Engelmann Sensor GmbH,Wiesloch,"703.077,42","767.391,84","3.380.648,81","3.395.733,71",31.03.2022,31.03.2021,bundesanzeiger_local_mess-regeltechnik/Engelmann_Sensor_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
ipf electronic gmbh,Altena,"139.943,00","41.573,00","1.080.405,00","1.025.934,00",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/ipf_electronic_gmbh/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
LEWA GmbH,Leonberg,"4.350.068,00","5.063.395,00","43.019.043,25","44.502.351,18",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/LEWA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
esz AG calibration & metrology,Eichenau,"0,00","46.000,00","3.184.981,19","1.448.819,65",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/esz_AG_calibration_and_metrology/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Lippok + Wolf GmbH,Welzheim,NA,NA,"45.330,00","81.713,00",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Lippok_+_Wolf_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
STEINEL Vertrieb GmbH,Herzebrock-Clarholz,"46.829,00","59.770,00","318.999,00","373.201,00",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/STEINEL_Vertrieb_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
AFRISO-EURO-INDEX GmbH,Güglingen,NA,NA,NA,NA,-,-,
BARTEC BENKE GmbH,Reinbek,"117.908,00","85.409,00","3.112.299,98","3.065.787,98",01.05.2021,30.04.2022,bundesanzeiger_local_mess-regeltechnik/BARTEC_BENKE_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.05.2021_bis_zum_30.04.2022
TAPROGGE GmbH,Wetter (Ruhr),NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/TAPROGGE_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Deutsche METROHM GmbH & Co. KG,Filderstadt,NA,NA,"186.301,91","209.164,12",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Deutsche_METROHM_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SEMPELL GmbH,Korschenbroich,"3.290.025,00","2.654.210,00","38.239.485,88","37.609.243,65",01.10.2021,30.09.2022,bundesanzeiger_local_mess-regeltechnik/SEMPELL_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
FARO Europe GmbH & Co. KG,Korntal-Münchingen,NA,NA,"2.583.483,09",3.733,01.01.2019,31.12.2019,bundesanzeiger_local_mess-regeltechnik/FARO_Europe_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
IGEMA GmbH,Münster,NA,NA,387692,307401,01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/IGEMA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
DSA Daten- und Systemtechnik GmbH,Aachen,"118.437,00","145.737,00","971.144,52","1.067.142,35",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/DSA_Daten-_und_Systemtechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
OTT Hydromet GmbH,Kempten (Allgäu),"129.320,46","170.105,51","961.412,43","995.036,39",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/OTT_Hydromet_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
OTT HydroMet Fellbach GmbH,Fellbach,"0,00","0,00","677.904,46","861.941,83",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/OTT_HydroMet_Fellbach_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Smartrac Technology GmbH,Leinfelden-Echterdingen,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Smartrac_Technology_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sensata Germany GmbH,Minden,"0,00","0,00","0,00","0,00",01.01.2019,31.12.2019,bundesanzeiger_local_mess-regeltechnik/Sensata_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
GÖTTFERT Werkstoff-Prüfmaschinen GmbH,Buchen (Odenwald),"320.614,00","397.013,00","3.906.523,46","4.200.598,46",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/GOeTTFERT_Werkstoff-Pruefmaschinen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Keysight Technologies Deutschland GmbH,Böblingen,"16.511.767,58","14.904.017,71","20.221.559,45","18.587.792,45",01.11.2021,31.10.2022,bundesanzeiger_local_mess-regeltechnik/Keysight_Technologies_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.11.2021_bis_zum_31.10.2022
Entegris GmbH,Dresden,"79.665,04","107.528,23","272.668,76","272.480,29",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Entegris_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
VEGA Grieshaber KG,Schiltach,NA,NA,NA,NA,-,-,
Minebea Intec GmbH,Hamburg,"1.068.543,00","962.373,00","53.106.999,37","53.097.802,95",31.03.2022,31.03.2022,bundesanzeiger_local_mess-regeltechnik/Minebea_Intec_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Lenord Bauer & Co. GmbH,Oberhausen,"447.771,23","751.702,16","1.794.539,45","2.410.880,23",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Lenord_Bauer_and_Co._GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
DMS Digitale Mess- und Steuersysteme AG,Ettlingen,NA,NA,"1.229.966,00","1.400.585,00",01.10.2021,30.09.2022,bundesanzeiger_local_mess-regeltechnik/DMS_Digitale_Mess-_und_Steuersysteme_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
Perrin GmbH,Nidderau,2.413,1.193,5.269,4.130,01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Perrin_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HORIBA FuelCon GmbH,Barleben,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/HORIBA_FuelCon_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HYDAC International GmbH,Sulzbach/Saar,NA,NA,NA,NA,-,-,
Novotechnik Messwertaufnehmer OHG,Ostfildern,NA,NA,NA,NA,-,-,
WEETECH GmbH,Wertheim,NA,NA,NA,NA,01.10.2021,30.09.2022,bundesanzeiger_local_mess-regeltechnik/WEETECH_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
UWT GmbH,Betzigau,NA,NA,"252.566,00","121.187,00",31.12.2006,31.12.2005,bundesanzeiger_local_mess-regeltechnik/UWT_GmbH/Jahresabschluss_zum_31._Dezember_2006
Hegewald & Peschke,Nossen,"271.113,00","273.019,00","1.553.044,30","1.592.497,80",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Hegewald_and_Peschke/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
H. Heinz Meßwiderstände GmbH,Elgersburg,"1.544.941,00","1.436.559,00","2.258.644,83","1.951.947,50",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/H._Heinz_Messwiderstaende_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Miltenyi Imaging GmbH,Radolfzell am Bodensee,"72.453,93",99,"283.605,57",339,01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Miltenyi_Imaging_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Eurotronic Technology GmbH,Steinau an der Straße,NA,NA,"1.084.574,00","1.324.291,00",01.04.2021,31.03.2022,bundesanzeiger_local_mess-regeltechnik/Eurotronic_Technology_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
GEMAC Chemnitz GmbH,Chemnitz,NA,NA,"1.670.187,00","1.650.804,42",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/GEMAC_Chemnitz_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
AIP GmbH & Co. KG,Haldenwang,"505.840,50","579.223,00","13.991.111,98","16.104.780,38",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/AIP_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bopp & Reuther Valves GmbH,Mannheim,NA,NA,NA,NA,-,-,
ARGO-HYTOS GMBH,Kraichtal,"1.574.407,00","1.714.935,00","12.791.904,54","12.665.890,64",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/ARGO-HYTOS_GMBH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
CAPTRON Electronic GmbH,Olching,"449.258,50","378.665,00","2.499.876,00","1.026.097,63",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/CAPTRON_Electronic_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Wöhwa GmbH,Pfedelbach,NA,NA,"441.241,58","490.105,40",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Woehwa_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ROTA YOKOGAWA GmbH & Co. KG,Wehr,"5.182.678,20","5.628.030,44","10.287.502,60","10.880.827,14",31.03.2022,31.03.2021,bundesanzeiger_local_mess-regeltechnik/ROTA_YOKOGAWA_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
TetraTec Instruments GmbH,Steinenbronn,NA,NA,"310.536,00","406.062,00",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/TetraTec_Instruments_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Temperaturmeßtechnik Geraberg GmbH,Martinroda,NA,NA,NA,NA,-,-,
IDENTA Ausweissysteme GmbH,Villingen-Schwenningen,"615.239,00","532.753,00","2.827.332,68","2.268.050,68",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/IDENTA_Ausweissysteme_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
EPHY-MESS Gesellschaft für,Wiesbaden,"278.730,00","38.075,00","1.038.627,00","873.747,00",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/EPHY-MESS_Gesellschaft_fuer/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HIGHVOLT Prüftechnik Dresden GmbH,Dresden,NA,NA,NA,NA,-,-,
FRENCO GmbH,Altdorf bei Nürnberg,NA,NA,"1.183.559,29","839.029,29",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/FRENCO_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WIKA Mobile Control GmbH & Co. KG,Ettlingen,NA,NA,NA,NA,-,-,
EP EHRLER PRÜFTECHNIK ENGINEERING GMBH,Niederstetten,NA,NA,"1.109.092,00","1.228.946,00",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/EP_EHRLER_PRUeFTECHNIK_ENGINEERING_GMBH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bieler + Lang GmbH,Achern,"488.991,00","569.742,00","3.673.870,11","3.781.177,11",01.01.2021,31.12.2021,bundesanzeiger_local_mess-regeltechnik/Bieler_+_Lang_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
