company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
Alfred Konrad Veith GmbH &Co. KG,Öhringen,"880.799,00","1.034.299,35","6.132.329,00","6.144.583,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Alfred_Konrad_Veith_GmbH_andCo._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ASTOR Schneidwerkzeuge GmbH,Storkow (Mark),"1.162.959,00","969.101,00","3.810.552,00","3.806.835,34",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/ASTOR_Schneidwerkzeuge_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Johs. Boss GmbH & Co. KG,Albstadt,NA,NA,NA,NA,-,-,
Braunform GmbH,Bahlingen am Kaiserstuhl,"9.200.406,43","9.877.906,31","13.836.992,80","12.355.256,02",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Braunform_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HEBRA GmbH,Alfeld,NA,NA,"7.517.721,50","3.851.556,41",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/HEBRA_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
CONCAD GmbH,Walldürn,"61.891,00","60.032,00","310.440,00","351.954,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/CONCAD_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ASB-Anlagentechnik GmbH,Saerbeck,NA,NA,"476.386,50","528.828,50",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/ASB-Anlagentechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Meissner AG Modell- und Werkzeugfabrik,Biedenkopf,"1.052.341,00","1.014.791,00","5.211.519,70","5.503.717,18",01.09.2021,31.08.2022,bundesanzeiger_local_werkzeugbau/Meissner_AG_Modell-_und_Werkzeugfabrik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.09.2021_bis_zum_31.08.2022
Carl Hilzinger-Thum GmbH & Co. KG,Tuttlingen,"1.584.795,00","2.968.645,00",31.12.2021,31.12.2020,01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Carl_Hilzinger-Thum_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ACTech GmbH,Freiberg,"6.753.106,49","7.232.946,47","19.969.088,35","20.463.735,42",01.01.2017,30.09.2017,bundesanzeiger_local_werkzeugbau/ACTech_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_30.09.2017
August Beck GmbH & Co. KG,Winterlingen,"2.319.138,00","2.239.374,00","4.913.220,85","4.998.291,21",31.12.2013,31.12.2013,bundesanzeiger_local_werkzeugbau/August_Beck_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2013_bis_zum_31.12.2013
BKM Präzisionswerkzeuge,Schwabach,"1.161.611,00","1.105.146,00","1.245.334,00","1.220.611,00",31.12.2016,31.12.2016,bundesanzeiger_local_werkzeugbau/BKM_Praezisionswerkzeuge/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2016_bis_zum_31.12.2016
Fred Sieder & Co. GmbH,Schleusegrund OT Schönbrunn,NA,NA,"1.966,00","3.106,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Fred_Sieder_and_Co._GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
AWEBA Werkzeugbau GmbH Aue,Aue-Bad Schlema,"3.602.749,30","3.478.255,00","14.630.966,75","18.611.968,91",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/AWEBA_Werkzeugbau_GmbH_Aue/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ITW Dynatec GmbH,Mettmann,NA,NA,NA,NA,-,-,
WESKO GmbH,Stollberg/Erzgeb.,NA,NA,NA,NA,-,-,
Erwes Reifenberg GmbH & Co. KG,Finnentrop,NA,NA,NA,NA,-,-,
Christian Dunkel GmbH,Berlin,"543.503,00","903.650,00","697.856,00","1.108.127,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Christian_Dunkel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Fischer GmbH & Co. KG,Sinsheim,NA,NA,NA,NA,-,-,
Fischer GmbH,Geringswalde,NA,NA,"2.597.465,09","2.803.490,09",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Fischer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ebmeyer Werkzeugbau GmbH,Gütersloh,"464.994,00","467.343,00","997.400,50","997.771,50",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Ebmeyer_Werkzeugbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Frank Produktgestaltung GmbH,Cadolzburg,NA,NA,"1.156.068,12","1.076.223,92",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Frank_Produktgestaltung_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HAVLAT Präzisionstechnik GmbH,Zittau,"6.518.788,00","8.728.713,50","13.228.938,80","15.812.272,02",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/HAVLAT_Praezisionstechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HFM Modell- und Formenbau GmbH,Ostrach,NA,NA,"2.723.936,71","2.870.045,65",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/HFM_Modell-_und_Formenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Pfletschinger & Gauch Betriebs-GmbH,Plochingen,NA,NA,"440.123,43","482.923,05",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Pfletschinger_and_Gauch_Betriebs-GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Diamant - Gesellschaft Tesch GmbH,Ludwigsburg,NA,NA,"3.871.123,34","2.858.934,50",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Diamant_-_Gesellschaft_Tesch_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gindele GmbH,Neuhausen (Enzkreis),NA,NA,"533.050,00","485.393,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Gindele_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PLS GmbH,Heilbronn,NA,NA,"1.264.354,80","1.256.970,80",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/PLS_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
POLAR-FORM Werkzeugbau GmbH,Lahr/Schwarzwald,NA,NA,NA,NA,-,-,
Dornbusch GmbH,Buchholz (Westerwald),NA,NA,"2.312.924,50","2.463.362,50",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Dornbusch_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Grunewald GmbH & Co. KG,Bocholt,NA,NA,"0,00","21,50",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Grunewald_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Color Metal GmbH,Heitersheim,"3.123.375,00","4.162.319,00","5.714.634,00","6.903.899,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Color_Metal_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Werkzeugbau Berger GmbH,Salzkotten,NA,NA,"332.142,00","356.014,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Werkzeugbau_Berger_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SIEBER Forming Solutions GmbH,Henstedt-Ulzburg,NA,NA,"891.032,00","249.097,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/SIEBER_Forming_Solutions_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Alfred Härer GmbH,Lorch,NA,NA,"1.085.599,02","1.238.004,02",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Alfred_Haerer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Draxinger GmbH,Hauzenberg,"5.763.816,72","41.989,11","5.694.320,10","6.022.013,94",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Draxinger_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HK Werkzeug- und Vorrichtungsbau GmbH,Rehlingen-Siersburg,NA,NA,NA,NA,-,-,
Kennametal Deutschland GmbH,Rosbach v. d. Höhe,NA,NA,NA,NA,-,-,
Henkel Modellbau GmbH,Biedenkopf,NA,NA,"486.520,50","537.390,50",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Henkel_Modellbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HEMA,Jena,NA,NA,"1.675.888,33","1.657.805,33",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/HEMA/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hesse Stanzwerkzeuge GmbH,Alfeld (Leine),NA,NA,"613.288,91","736.716,03",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Hesse_Stanzwerkzeuge_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Betek GmbH & Co. KG,Aichhalden,NA,NA,NA,NA,-,-,
TKW Molding GmbH,Blankenhain,"2.904.248,95","1.494.663,28","8.556.856,74","7.184.202,28",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/TKW_Molding_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hippold GmbH,Kraftisried,NA,NA,"5.211.478,00","4.314.089,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Hippold_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Kummer GmbH & Co. KG,Ötisheim,NA,NA,NA,NA,-,-,
Mieruch & Hofmann GmbH Werkzeugbau,Limbach-Oberfrohna,NA,NA,"580.213,01","492.956,33",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Mieruch_and_Hofmann_GmbH_Werkzeugbau/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Finke Formenbau GmbH,Altenbeken,"1.343.852,54","1.326.770,54","2.552.862,61","2.477.652,54",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Finke_Formenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FKT Formenbau und Kunststofftechnik GmbH,Triptis,"1.303.880,94","1.138.741,29","1.865.406,07","1.835.133,11",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/FKT_Formenbau_und_Kunststofftechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FERRATEC Werkzeug-,Hösbach,"1.083.476,00","911.969,50","3.724.423,44","3.683.301,94",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/FERRATEC_Werkzeug-/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FMF-WWF Werkzeug- und Prototypenbau GmbH,Hardthausen am Kocher,"1.563.110,56","1.807.594,05","2.162.135,56","2.512.829,05",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/FMF-WWF_Werkzeug-_und_Prototypenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ZETKA Stanz- und Biegetechnik,Füssen,NA,NA,NA,NA,-,-,
SULO Metall Systeme GmbH,Stadtlohn,"270.019,00","438.648,00","631.367,68","732.584,76",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/SULO_Metall_Systeme_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Knebel Metalltechnik GmbH,Frankfurt am Main,NA,NA,"2.910.797,00","2.923.920,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Knebel_Metalltechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PASS Stanztechnik AG,Creußen,"3.471.066,25","3.259.603,25","9.503.362,97","9.202.724,58",01.08.2021,31.07.2022,bundesanzeiger_local_werkzeugbau/PASS_Stanztechnik_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.08.2021_bis_zum_31.07.2022
Keller GmbH,Alsdorf,NA,NA,"331.446,00","399.903,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Keller_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Kiefer Werkzeugbau GmbH,Schwaigern,NA,NA,"1.610.797,00","1.571.712,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Kiefer_Werkzeugbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ackermann & Hertel GmbH,St. Ingbert,NA,NA,"1.028.866,00","1.163.991,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Ackermann_and_Hertel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hoffner GmbH,Waghäusel,NA,NA,NA,NA,01.07.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Hoffner_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_31.12.2021
Ernst Klimmer,Burgau,"200.085,00","150.362,00","1.493.090,00","1.354.857,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Ernst_Klimmer/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Arthur Klink GmbH,Pforzheim,"18.121.549,55","122.708,06","12.094.967,09","13.124.623,97",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Arthur_Klink_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
C. HOHAGE GmbH & Co. KG,Altena,NA,NA,"1.614.239,25","1.631.028,55",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/C._HOHAGE_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
TKM GmbH,Remscheid,NA,NA,NA,NA,-,-,
Müller-Technik GmbH,Steinfeld (Oldenburg),NA,NA,"11.042.193,74",11.471,01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Mueller-Technik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Walter Pottiez GmbH,Sulzfeld,"7.729.848,77","172.089,29","1.301.258,65","1.574.444,35",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Walter_Pottiez_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Kölle GmbH Werkzeugbau und Stanzerei,Vaihingen an der Enz,"426.631,00","498.183,00","843.098,20",845,01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Koelle_GmbH_Werkzeugbau_und_Stanzerei/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Korte Gravier- und Werkzeugtechnik GmbH,Plettenberg,NA,NA,"31.594,00","38.575,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Korte_Gravier-_und_Werkzeugtechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Heckler Aktiengesellschaft,Niefern-Öschelbronn,"3.881.699,00","5.080.464,00","10.456.082,75","11.708.319,83",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Heckler_Aktiengesellschaft/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
heimatec GmbH,Renchen,"1.883.097,00","2.564.313,00","8.472.264,41","9.007.901,41",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/heimatec_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Technolit GmbH,Großenlüder,"225.217,00","267.890,50","1.598.616,04","1.504.533,67",01.01.2015,31.12.2015,bundesanzeiger_local_werkzeugbau/Technolit_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2015_bis_zum_31.12.2015
MECO Maschinen-Elektro-Companie GmbH,Waldershof,"1.618.360,00","1.916.357,33","5.652.796,98","5.709.883,46",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/MECO_Maschinen-Elektro-Companie_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
quattro-form GmbH Präzisionsformenbau,Ettenheim,NA,NA,"1.854.109,00","2.264.712,00",01.01.2020,31.12.2020,bundesanzeiger_local_werkzeugbau/quattro-form_GmbH_Praezisionsformenbau/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Formenbau Wollscheid GmbH,Nonnweiler,NA,NA,"987.370,40","886.606,40",31.12.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Formenbau_Wollscheid_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Cewesta Werkzeugbau GmbH,Salzkotten,NA,NA,"297.895,00","358.762,50",01.01.2020,31.12.2020,bundesanzeiger_local_werkzeugbau/Cewesta_Werkzeugbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Helmut Diebold GmbH & Co.,Jungingen,"1.098.861,51","1.405.749,51","1.290.518,86","1.936.088,01",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Helmut_Diebold_GmbH_and_Co./Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Werkzeugbau Leiss GmbH,Ludwigsstadt,NA,NA,"2.960.584,00","3.178.426,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Werkzeugbau_Leiss_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BRAUN CarTec GmbH,Saarlouis,NA,NA,"0,00","8.256,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/BRAUN_CarTec_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Barth & Neuffer GmbH,Altbach,NA,NA,"7.425,00","41.986,00",01.01.2019,31.12.2019,bundesanzeiger_local_werkzeugbau/Barth_and_Neuffer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Johannes Meier Werkzeugbau GmbH,Hövelhof,"2.137.283,50","2.704.537,50","5.283.796,93","6.049.388,93",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Johannes_Meier_Werkzeugbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schmitt und Meissner GmbH,Sinsheim,NA,NA,"3.367.381,00","3.491.247,00",01.01.2011,31.12.2011,bundesanzeiger_local_werkzeugbau/Schmitt_und_Meissner_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
Messer Räumtechnik GmbH & Co. KG,Neulingen,NA,NA,"200.355,00","226.297,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Messer_Raeumtechnik_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Heinz Schwarz GmbH & Co. KG,Preußisch Oldendorf,"2.766.418,00","3.171.553,00","6.379.758,77","6.793.981,77",31.12.2013,31.12.2012,bundesanzeiger_local_werkzeugbau/Heinz_Schwarz_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2013_bis_zum_31.12.2013
Porsche Werkzeugbau GmbH,Schwarzenberg,NA,NA,NA,NA,-,-,
WIKUS-Sägenfabrik,Spangenberg,NA,NA,NA,NA,01.01.2015,31.12.2015,bundesanzeiger_local_werkzeugbau/WIKUS-Saegenfabrik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2015_bis_zum_31.12.2015
Synventive Molding Solutions GmbH,Bensheim,"0,00","397.446,86","589.246,32","911.676,45",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Synventive_Molding_Solutions_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Horst Scholz GmbH & Co. KG,Kronach,"4.577.430,44","4.232.593,98","13.158.595,60","12.158.212,64",31.12.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Horst_Scholz_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Mürdter Metall-,Mutlangen,"246.286,00","334.905,50","11.413.484,81","12.294.937,31",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Muerdter_Metall-/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
CIRP GmbH,Heimsheim,NA,NA,"1.248.190,00","1.337.249,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/CIRP_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Neuhaus Metallproduktions-GmbH,Arnsberg,"3.228.017,67","3.562.750,01","8.170.926,38","8.285.808,56",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Neuhaus_Metallproduktions-GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ZINSER GmbH,Albershausen,"573.602,02","673.638,02","869.171,99",917,01.08.2021,31.07.2022,bundesanzeiger_local_werkzeugbau/ZINSER_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.08.2021_bis_zum_31.07.2022
Oskar Frech GmbH + Co. KG,Schorndorf,NA,NA,NA,NA,-,-,
SAINT-GOBAIN Diamantwerkzeuge GmbH,Norderstedt,"2.686.489,00","1.609.876,00","6.744.833,14","5.618.153,13",01.01.2015,31.12.2015,bundesanzeiger_local_werkzeugbau/SAINT-GOBAIN_Diamantwerkzeuge_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2015_bis_zum_31.12.2015
Jakob Lach GmbH & Co. KG,Hanau,"860.889,35","887.185,83","8.874.710,44","9.046.865,93",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Jakob_Lach_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Pakulla GmbH,Bergisch Gladbach,NA,NA,"729.977,39","1.033.737,49",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/Pakulla_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Werkzeug- und Gerätebau Klingenthal GmbH,Klingenthal,"1.804.039,57","1.293.555,35","2.611.799,52","2.986.215,23",24.02.2022,23.03.2022,bundesanzeiger_local_werkzeugbau/Werkzeug-_und_Geraetebau_Klingenthal_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
hp-polytechnik GmbH & Co. KG,Iserlohn,NA,NA,"1.225.763,50","921.513,00",01.01.2021,31.12.2021,bundesanzeiger_local_werkzeugbau/hp-polytechnik_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SiTec Präzisionstechnik Handels- und,Korntal-Münchingen,NA,NA,NA,NA,-,-,
