Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size
Kremer-Kautschuk-Kunststoff,https://www.kremer.de,True,Elastomeren,Flüssigsilikonen,Thermoplasten,,,,,,,Bad Soden-Salmünster,368667.0,10-15
Rüde Gruppe,https://www.ruede.de,True,Betonprodukte,Kunststoffprofile,Stahlprodukte,Formenbaumaschinen,Spritzgießmaschinen,Werkzeugmaschinen,Formenbauten,Spritzgießens,Werkzeugbauten,Laufenburg (Baden),3947751.0,120-200
Hörl Kunststofftechnik GmbH & Co. KG,https://www.hoerl.de,True,Hochkavitätige-Spritzgüsse,Kontaktkomponenten,Präzisions-Spritzgüsse,Montagemaschinen,Spritzgussmaschinen,Werkzeugmaschinen,Montagen,Spritzgießens,Werkzeugbauten,Laufen,1204071.0,40-60
Menke-Kunststoffe GmbH & Co. KG,http://www.mk-profile.de,True,Dächer & Fassaden,Fensterzubehöre,Gartensysteme,Extrusionsmaschinen,Folierbeschichtungsmaschinen,Spritzgießmaschinen,Extrusionen,Folierbeschichtungen,Spritzgießungen,Warstein,1340008.0,40-60
Mecalit GmbH Kunststoffverarbeitung,https://www.mecalit.com/de/,False,,,,,,,,,,Lichtenau,4873039.0,120-200
Burkhardt Kunststoffverarbeitung GmbH,https://www.burkhardt-kunststoff.de,False,,,,,,,,,,Vaihingen an der Enz,2935184.0,120-200
Lehmann & Frommelt Thermoformung GmbH,https://lefro-thermoformung.de/de/,False,Thermoformteile,Trays,Verpackungen,Formenbaumaschinen,Konfektioniermaschinen,Thermoformmaschinen,Konfektionieren,Nachbearbeitungen,Tiefziehen,Neustadt i. Sa.,1392374.0,40-60
Eckerle Holding GmbH,https://www.eckerle-gruppe.com,False,Bürstenkarten,Hybriden,bürstenlose Komponenten,CNCs,Spritzguss,Stanzungen,Kunststoffspritzgussformen,Montagen,Stanzteile,Ottersweier,40030.0,No Match
JACO Dr. Jaeniche GmbH & Co. KG,https://jaco.de,True,Röhren,Verpackungslösungen,Werkzeuge,Druckmaschinen,IML-Anlagen,Spritzgussmaschinen,Drucken,IMLs,Spritzgießens,Kehl,2109662.0,80-120
Mouldtec Kunststoff - GmbH,https://www.mouldtec.de,False,Einkaufskörbe,Lebensmittelindustrien,Technische Teile,,,,,,,Kaufbeuren,2792054.0,120-200
GEMA - Technik GmbH,https://www.gema-technik.de,True,Betriebsmittel,Spritzgussteile,Spulen,Automatisierungsanlagen,Spritzgussmaschinen,Werkzeugmaschinen,Automatisierungen,Spritzgießens,Werkzeugbauten,Bruckmühl,148639.0,No Match
NOVAPAX Kunststofftechnik Steiner,https://www.novapax.de,True,Formen,Komponenten,Kunststoffteile,Oberflächenbehandlungsmaschinen,Qualitätssicherungsmaschinen,Spritzgießmaschinen,Oberflächenbehandlungen,Qualitätssicherungen,Spritzgießens,Berlin,3586931.0,120-200
Polyblend GmbH,https://www.polyblend.de,True,Lohnverarbeitungsprodukte,Masterbatches,Verbindungen,,,,,,,Bad Sobernheim,1289965.0,40-60
Wilkes GmbH,https://www.wilkes.de,False,Kunststoffhalbzeuge,Profile,Verbundplatten,,,,,,,Schwelm,226681.0,No Match
Hartmann Kunststofftechnik GmbH & Co. KG,https://www.hartmann-kunststofftechnik.de/de/,False,Befestigungselemente,Endpunktlager,Kunststofffederleisten,,,,,,,Herford,969523.0,21-40
microart GmbH & Co. KG,https://microart-roding.de,True,Intelligente Lösungen,Präzisionsbauteile,Präzisionssysteme,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Roding,8665456.0,200-350
Gerodur MPM,https://www.gerodur.de,False,Geothermiesysteme,Heizungs- und Sanitärsysteme,Rohrleitungssysteme,Extruder,Schneidemaschinen,Spritzgießmaschinen,Extrudierungen,Spritzgießungen,Tiefziehungen,Neustadt in Sachsen,12057596.0,350-600
Mast Kunststoffe GmbH,https://www.mast-kunststoffe.de,False,Antriebselemente,Baugruppen,Gehäuse,,,,,,,Bad Waldsee,1501484.0,60-80
Kunststofftechnik Krug GmbH,https://www.krug-breidenbach.de,True,Druckgussformen,Formen,Spritzgussformen,Druckgießmaschinen,Fräsmaschinen,Spritzgießmaschinen,Druckgießens,Fräsens,Spritzgießens,Breidenbach,3819177.0,120-200
FRÖTEK-Kunststofftechnik GmbH,https://www.froetek.shop/de/,False,,,,,,,,,,Osterode am Harz,23770.0,No Match
Cetto Kunststoffverarbeitung GmbH,https://www.cetto-group.de,True,Kunststoffteile,Montagedienstleistungen,Veredelungsdienstleistungen,Montagemaschinen,Spritzgussmaschinen,Werkzeugmaschinen,Montagen,Spritzgießens,Werkzeugbauten,Saal an der Donau,1406106.0,40-60
Indorama Ventures Polymers Germany GmbH,https://www.indoramaventures.com/en/,False,Harze,Recycling,Verpackungen,,,,Fertigungen,Recycling,Verarbeitungen,Hattersheim am Main,3537965.0,120-200
Reinhard Bretthauer GmbH,http://www.bretthauer.de,True,Baugruppen,Komponenten,Kunststoffteile,Prüfmaschinen,Spritzgießmaschinen,Werkzeugmaschinen,Montagen,Spritzgießens,Werkstoffverarbeitungen,Dillenburg OT Frohnhausen,805893.0,15-20
Gramß GmbH Kunststoffverarbeitung,https://www.gramss-gmbh.de,False,Komponenten,Kunststoffverschlüsse,Verpackungen,Laserschneidmaschinen,Spritzgießmaschinen,Wasserstrahlschneidmaschinen,Laserschneidverfahren,Spritzgießverfahren,Wasserstrahlschneidverfahren,Sonneberg,4721802.0,120-200
Wefapress Beck + Co. GmbH,https://www.wefapress.com,True,Halbzeuge,Kunststoffteile,Profile,Drehmaschinen,Fräsmaschinen,Laserschneidmaschinen,Drehen,Fräsen,Laserschneiden,Vreden,2667157.0,120-200
Woco Kronacher Kunststoffwerk GmbH,https://www.wocogroup.com,False,Komponenten,Lösungen,Teile,Extrudiermaschinen,Montagemaschinen,Spritzgießmaschinen,Extrudierens,Montagen,Spritzgießens,Kronach,6859342.0,200-350
Terbrack Kunststoff GmbH & Co. KG,https://www.terbrack.de,False,Fertigteile,Halbzeuge,Kunststoffe,Formpressen,Ram-Extrusionen,Vario-Pressen,Extrusionen,Fräsbearbeitungen,Pressen,Vreden,169928.0,No Match
hünersdorff GmbH,https://www.huenersdorff.de,False,Boxen,Kanister,Kisten,,,,,,,Ludwigsburg,1528035.0,60-80
REKU Thermoforming Reckermann GmbH,https://www.reku.net,True,Baugruppen,Teile,Verpackungen,CNC-Fräsmaschinen,Thermoformmaschinen,Werkzeugmaschinen,Fräsen,Thermoformen,Werkzeugbauten,Vlotho,1850056.0,80-120
Formex Plastik GmbH,http://www.formex.de,False,Faltboxen,Kunststoff-Produkte,Ladungsträger,Roboter,Spritzguss-Maschinen,Spritzguss-Werkzeuge,Bedruckens,Montagen,Spritzgießens,Kevelaer,1762717.0,60-80
SCHAUENBURG Ruhrkunststoff GmbH,https://www.schauenburg-rk.com,False,Profilschläuche,Schläuche,Spiralschläuche,,,,,,,Mülheim an der Ruhr,528009.0,10-15
Zittauer Kunststoff GmbH,http://www.zik-kt.de,False,Automotive,Hygiene/Elektronik,Spielwaren,Spritzgießmaschinen,,,Montagen,Spritzgießens,,Zittau,1560457.0,60-80
S & W GmbH Präzisionskunststoffspritzguß,http://www.suw-plastics.de,True,2K-Spritzgüsse,Kunststoffspritzgüsse,Präzisionsspritzgüsse,CNC-Maschinen,Roboter,Spritzgussmaschinen,Montagen,Qualitätssicherungen,Spritzgießens,Hebertshausen,3444331.0,120-200
Joma-Polytec GmbH,https://www.joma-polytec.de,True,Komponenten,Pumpen,Systeme,Extrusionsmaschinen,Hydraulikpressen,Spritzgießmaschinen,Extrudierens,Hydrauliken,Spritzgießens,Bodelshausen,3071760.0,120-200
Häfner & Krullmann GmbH,https://www.hafner-spools.com,False,Anfragen,Medibins,Spulen,Spritzgussmaschinen,,,Spritzgießverfahren,,,Leopoldshöhe,3383713.0,120-200
Bernd Meffle Kunststoffverarbeitung GmbH,https://www.meffle.de,False,Baugruppen,Design-Teile,Mehrkomponenten,,,,,,,Westerheim,1741025.0,60-80
Lätzsch GmbH Kunststoffverarbeitung,https://www.laetzsch.de,False,Büromöbelzubehör,Fahrzeugkomponenten,Reisebuskomponenten,,,,,,,Kitzscher,2744881.0,120-200
Jordan Spritzgusstechnik GmbH,http://www.jordan-spritzguss.de,True,Komplexe Strukturkomponenten,Oberflächenbehandlungen,Spritzgussbauteile,Montagemaschinen,Oberflächenbehandlungsmaschinen,Spritzgießmaschinen,Montagen,Oberflächenbehandlungen,Spritzgießverfahren,Iserlohn,639508.0,10-15
epsotech Germany GmbH,https://epsotech.com/de/,False,Kunststofffolien,Kunststoffkomponenten,Kunststoffplatten,Extrusionsmaschinen,Spritzgießmaschinen,Thermoformmaschinen,Extrusionen,Spritzgießverfahren,Thermoformen,Jülich,4049920.0,120-200
Trygonal Group GmbH,https://www.trygonal.com,False,Dichtungsmaterialien,O-Ringe,Robben,CNC-Maschinen,Gummipressen,Spritzgießmaschinen,Extrudierens,Pressens,Spritzgießens,Sachsenheim,709198.0,15-20
SEALABLE Solutions GmbH,https://seal-able.com,False,Dichtungen,Profile,,,,,,,,Waltershausen,2929550.0,120-200
KKT Kaller Kunststoff Technik GmbH,https://www.kkt-kall.de/de/,False,Flaschen,Tiegel,Verpackungen,Extrusionsmaschinen,Spritzgießmaschinen,Streckblasmaschinen,Extrudierens,Spritzgießens,Streckblasens,Kall,1370419.0,40-60
Dietrich Lüttgens GmbH & Co. KG,https://www.luettgens.de,True,Baugruppen,Bauteile,Spritzgießteile,Qualitätskontrollsysteme,Spritzgießmaschinen,Werkzeugmaschinen,Qualitätsmanagements,Spritzgießens,Werkzeugbauten,Heiligenhaus,296090.0,No Match
OMEGA TECHNOLOGY GmbH & Co. KG,https://www.omega-technology.de,True,Automotives,Kunststoffteile,Nutzfahrzeuge,Montagemaschinen,Prüfmaschinen,Spritzgussmaschinen,Montagen,Qualitätskontrollen,Spritzgießens,Diepholz,1510480.0,60-80
VACU-FORM Wischemann GmbH & Co KG,https://www.vacu-form.de,True,Fahrzeugteile,Luftkammerplatten,Photovoltaikwannen,CNC-Maschinen,Extrusionsmaschinen,Tiefziehmaschinen,CNC-Bearbeitungen,Extrudieren,Tiefziehens,Salzbergen,1844597.0,80-120
CT Formpolster GmbH,https://www.ct-formpolster.de,True,Konfektionen,Matratzen,Schaumtypen,Extrudiermaschinen,Spritzgießmaschinen,Trockner,Extrudierens,Spritzgießens,Trocknens,Löhne,757013.0,15-20
satek gmbh,https://www.satek.de,False,Sanitär-Nasszellen,Tankanlagen,Türsysteme,,,,,,,Salach,624519.0,10-15
Werner Schmid GmbH,https://www.werner-schmid.de/de/,True,Formteile,Metallbearbeitungen,Werkzeugbau,Erodiermaschinen,Fräsmaschinen,Spritzgießmaschinen,Erodieren,Fräsen,Spritzgießen,Fulda,656919.0,10-15
Semperit Profiles Deggendorf GmbH,https://www.semperitprofiles.com,False,Dichtungen,Fenster,Rahmen,,,,,,,Deggendorf,5328216.0,200-350
SLG Kunststoff GmbH,https://www.slg-kunststoff.de,False,Kunststoffspritzgussteile,,,Spritzgussmaschinen,,,Spritzgießens,,,Bernau im Schwarzwald,4565910.0,120-200
WEIDPLAS Germany GmbH,https://weidplas.com/de/,False,Lösungen,Oberflächen,Systeme,,,,,,,Treuen,9435678.0,200-350
IPT - Pergande Gesellschaft,http://www.pergande.de,True,Entstaubungstechniken,Filteranlagen,Wirbelschicht-Anlagen,,,,Granulationen,Trocknungen,Verpackungen,Südliches Anhalt,4496216.0,120-200
Aldoplastic GmbH & Co. KG,https://www.aldoplastic.de,False,Dehnschläuche,Flachfolien,Schrumpfschläuche,Druckmaschinen,Extrusionsmaschinen,Konfektionierungsautomaten,Drucken,Extrudierungen,Konfektionierungen,Alsdorf,803491.0,15-20
ROMIRA Gesellschaft für Vertrieb,https://www.romira.de,False,CRE.ACTIVE-Lösungen,Mischungen,Verbindungen,,,,,,,Pinneberg,1698097.0,60-80
Fibox GmbH,http://www.fibox.de,False,Gehäuse,Lösungen,Schutzsysteme,,,,,,,Porta Westfalica,298526.0,No Match
Riel Kunststoffverarbeitung,https://www.riel.de,False,Montagetechniken,Präzisionsformenbauten,Spritzgüsse,,,,Formenbauten,Montagen,Spritzgießens,Oberderdingen,1560856.0,60-80
Gentner GmbH,https://www.gentner-gmbh.de,True,Belederungen,Lackierungen,Spritzgussteile,Lackieranlagen,Montagemaschinen,Spritzgussmaschinen,Lackierens,Montagen,Spritzgießens,Kammerstein,1007503.0,21-40
Metak GmbH & Co. KG,https://www.metak.de,True,Baugruppen,Oberflächenveredelungen,Spritzgussteile,3D-Drucker,Spritzgießmaschinen,Werkzeugmaschinen,Montagen,Oberflächenbehandlungen,Spritzgießens,Burgwald,413119.0,10-15
RF Plast GmbH,http://www.rf-plast.de,True,Komponenten,Produkte,Werkzeuge,Montagemaschinen,Spritzgussmaschinen,Werkzeugmaschinen,Montagen,Spritzgießens,Werkzeugbauten,Gunzenhausen,2390480.0,80-120
HEMA Maschinen- und Apparateschutz GmbH,https://www.hema-group.com,False,Klemmsysteme,Schutzsysteme,Sichtsysteme,,,,,,,Seligenstadt,299696.0,No Match
KABO-PLASTIC GmbH,https://www.kabo-plastic.de,True,Kunststoffteile,Spritzgussteile,Zweikomponenten-Spritzgussteile,Automatisierungsmaschinen,Spritzgussmaschinen,Thermoplastemaschinen,Automatisierungen,Spritzgießens,Thermoplastverarbeitungen,Hartheim am Rhein,1062866.0,21-40
BBP Kunststoffwerk Marbach Baier GmbH,https://www.bbp-online.de,True,Büromöbel,Formenbauten,Kunststoffteile,Fräsmaschinen,Laserschneidmaschinen,Spritzgießmaschinen,Fräsens,Laserschneidens,Spritzgießens,Marbach am Neckar,4547398.0,120-200
emano Kunststofftechnik GmbH,https://www.emano.de,False,Leistungen,Produkte,Werkzeugbauten,,,,Kunststoffrotationen,Kunststofftechniken,Rotationsgüsse,Teterow,4277699.0,120-200
STAR Piping Systems GmbH,http://www.star-kunststoffe.de,False,Formteile,Maschinen,Rohrsysteme,Elektroschweißgeräte,Schälgeräte,Stumpfschweißmaschinen,Extrusionen,Montagen,Schweißungen,Wesel,2415043.0,80-120
M + S Silicon GmbH & Co. KG,https://www.ms-silicon.de,False,Silicon-Profile,Silicon-Schläuche,Silicon-Schäume,,,,,,,Dortmund,993749.0,21-40
Bergmann Spritzguss und Formenbau,https://spritzguss-bergmann.de,True,Konstruktionen,Projektmanagemente,Werkzeugbauten,Lasermaschinen,Montagemaschinen,Spritzgussmaschinen,Laserschneidens,Montagen,Spritzgießens,Telgte,2413205.0,80-120
