Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size,Maschinen_Park_var,hours_of_saving
TVI Entwicklung und Produktion GmbH,https://tvi-gmbh.de,False,Einlegesysteme,Portioniersysteme,Temperiersysteme,Einlegemaschinen,Portioniermaschinen,Temperiermaschinen,Einlegungen,Portionierungen,Temperierungen,Bruckmühl,739675.0,15-20,15,5625
Gottlob Stahl Wäschereimaschinenbau GmbH,https://stahl-waeschereimaschinen.de,False,Trockenschränke,Waschmaschinen,Wäschetrockner,,,,,,,Sindelfingen,858657.0,15-20,15,5625
VetterTec GmbH,http://www.vettertec.de,False,Brauereiausrüstungen,Komplexe Trocknungssysteme,Mechanische Entwässerungsanlagen,,,,,,,Kassel,541067.0,10-15,10,3750
Krallmann GmbH,https://www.krallmann.de,False,Anlaufprozesse,Innovationsgestaltungen,Kunststoffverarbeitungen,,,,Kunststoffspritzgießverfahren,Werkzeugbauten,,Hiddenhausen,35348.0,No Match,,
Reich GmbH,http://www.reich-gmbh.com,False,Drehteile,Komponenten für Einspritzanlagen,Kugellager,,,,,,,Mellrichstadt,34365840.0,350-600,350,131250
bielomatik GmbH,http://www.bielomatik.com/en/,False,Automatisierungs- und Endbearbeitungssysteme,Kunststoffschweißsysteme,Technologiezentren,,,,2-Schritt-Laserschweißen,Heißplattenschweißen,Infrarotschweißen,Römerstein,921672.0,21-40,21,7875
Alfred H. Schütte GmbH & Co. KG,https://www.schuette.de,True,Mehrspindel-Drehautomaten,Schleifmaschinen,Software,,,,,,,Köln,2525224.0,120-200,120,45000
SKR Antriebstechnik GmbH,https://www.skr.biz,False,Keil-/Keilrippenriemen,Riemenscheiben,Zahnriemen,CNC-Maschinen,Erodiermaschinen,Fräsmaschinen,CNC-Bearbeitungen,Erodierungen,Fräsen,Gomadingen,1367234.0,40-60,40,15000
STEINERT GmbH,https://steinertglobal.com/de/,False,Magnetabscheider,STEINERT.digital,Sensorsortiersysteme,,,,,,,Köln,3403839.0,120-200,120,45000
RONO Maschinenbau GmbH,https://ro-no.com,False,Dienstleistungen,Ersatzteile,Maschinen,Pilotanlagen,Prozessmodule,Verfahrenstechnikmaschinen,Lebensmitteltechnologien,Prozesstechniken,Verfahrenstechniken,Selmsdorf,1279107.0,40-60,40,15000
Buhmann Systeme GmbH,https://buhmann.com,True,Automatisierungslösungen für Verpackungsprozesse,Endverpackungsmaschinen,Formenbauten für Silikonformteile,,,,,,,Weiler-Simmerberg,438164.0,10-15,10,3750
MSB GmbH & Co. KG,https://www.schmittwerke.com,True,Sondermaschinen,Teilefertigungen im Kundenauftrag,Werkzeug-und Werkstück-Handling Systeme,,,,,,,Bischofsheim a.d.Rhön,319169.0,10-15,10,3750
IPTE Germany GmbH,https://www.ipte.com,False,Montagelösungen,Produktionssysteme,Testlösungen,,,,,,,Heroldsberg,77238.0,No Match,,
PLAKOMA GmbH,https://www.plakoma.de/de/,True,Fertigungslösungen,Maschinen- und Anlagenbauten,Montage- und Instandhaltungsdienstleistungen,,,,,,,Nalbach,398293.0,No Match,,
Andreas Hofer Hochdrucktechnik GmbH,https://www.hofer-hochdrucktechnik.de,False,Elektrolyseure,Kompressoren & Kompressoranlagen,Wasserstofftankstellen,,,,,,,Mülheim an der Ruhr,818972.0,15-20,15,5625
WIMA Wilsdruffer,http://www.wima-maschinen.de,True,Dichtetrenner,Doppelschwertwäschen,Lamellenabschneider,,,,,,,Wilsdruff,290634.0,No Match,,
Gehring Technologies GmbH,https://www.gehring-group.com,True,E-Mobilitätslösungen,Honmaschinen,Laseranlagen,Erodiermaschinen,Fräsmaschinen,Lasermaschinen,Honen,Laserschweißen,Laserstrukturieren,Ostfildern,1073571.0,10-15,10,3750
Mall + Herlan GmbH,http://www.mall-herlan.de,False,AluminiumAerosoldosenlinien,Aluminium-Flaschenlinien,komplette Linien oder einzelne Maschinen,,,,Dekorationsanwendungen,Halsungen und Qualitätskontrollen,Materialzufuhren,Pfinztal,132506.0,No Match,,
Huning Maschinenbau GmbH,https://www.huning-maschinenbau.de,True,Anlagenbauten,Blechbearbeitungen,Metallverarbeitungsmaschinen,Abkantmaschinen,Drehmaschinen,Fräsmaschinen,Abkanttechniken,Drehtechniken,Frästechniken,Melle,2286933.0,80-120,80,30000
MINDA Industrieanlagen GmbH,https://www.minda.com/de/,False,Anlagen für die Bahntechnik,Anlagen für die Intralogistik,Anlagenbaulösungen,,,,,,,Minden,619982.0,10-15,10,3750
RB Solutions GmbH & Co. KG,https://rbs-germany.de,True,Anlagen,Baugruppen,Sondermaschinen,Fräsmaschinen,Montagemaschinen,Schweißmaschinen,Fräsen,Montagen,Schweißen,Ortenberg,286356.0,No Match,,
Heidrive GmbH,https://www.heidrive.com,False,Asynchronprodukte,Servoregler,Synchron-Servoprodukte,,,,,,,Kelheim,2499740.0,80-120,80,30000
MFT Maschinenfabrik Thale GmbH,http://www.mft-thale.de,True,Ersatzteile,Reparaturen,maschinentechnische Ausrüstungen,Drehmaschinen,Fräsmaschinen,Schweißmaschinen,Herstellungen,Konstruktionen,Montagen,Thale,1631165.0,60-80,60,22500
schwartz GmbH,https://schwartz-wba.com,False,Thermo-Inline-Printer,Wärmebehandlungsanlagen für Aluminium,Wärmebehandlungsanlagen für das Presshärten,,,,,,,Simmerath,2622956.0,120-200,120,45000
ALD Vacuum Technologies GmbH,https://www.ald-vt.com,True,Vakuummetallurgiesysteme,Vakuumwärmebehandlungssysteme,Wärmebehandlungsdienstleistungen,Beschichtungsanlagen,Gießsysteme,Vakuumöfen,Sintern,Vakuummetallurgien,Vakuumwärmebehandlungen,Hanau,1671686.0,60-80,60,22500
Pipetronics GmbH & Co. KG,https://www.pipetronics.de,False,SpachtelSysteme,elektrische Fräsroboter,hydraulische Fräsroboter,,,,,,,Stutensee,2446168.0,80-120,80,30000
UFT Umwelt- und Fluid-Technik,https://www.uft.eu,False,Elektrotechniken,Hydro-Mechaniken,Prozessleittechniken,,,,,,,Bad Mergentheim,49964.0,No Match,,
DIRKRA Sondermaschinenbau GmbH & Co. KG,https://dirkra.de,True,Reinigungstechnologien,Schleifzentren,Sondermaschinen,,,,,,,Stolberg (Rheinland),1469927.0,40-60,40,15000
Stahl- und Apparatebau Hans Leffer GmbH & Co. KG,https://www.leffer.de/de/,False,Druckbehälter,Reaktoren,Wärmeaustauscher,,,,,,,Saarbrücken,466309.0,No Match,,
Dürkopp Fördertechnik GmbH,http://www.duerkopp-web.de,False,Materialhandhabungen,Software,Sortiersysteme,,,,,,,Bielefeld,1860172.0,80-120,80,30000
Adolf Müller GmbH u. Co. KG,https://www.mueller-machines.com,False,After-Sales-Services,Schneidemaschinen,Wickelmaschinen,Laminiermaschinen,Rollenschneider,Schmalschneidmaschinen,Automatisierungstechniken,Elektromontagen,Pneumatiken,Scheeßel,158310.0,No Match,,
Amada Machinery Europe GmbH,https://amada-machinery.com,False,Bandsägemaschinen,Kreissägemaschinen,Sägebänder,Fräsmaschinen,Schleifmaschinen,,Fräsen,Schleifen,Sägen,Haan,418176.0,10-15,10,3750
KRACHT GmbH,https://www.kracht.eu,False,Fluidmessgeräte,Pumpen,Ventile,,,,,,,Werdohl,9783393.0,200-350,200,75000
Werkzeugmaschinenfabrik WALDRICH COBURG,https://www.waldrich-coburg.de,True,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Coburg,1250366.0,15-20,15,5625
Gebrüder Tigges GmbH & Co. KG,https://tigges.com,True,Eisengussteile,Kettenrollen,Landmaschinen,Bearbeitungsmaschinen,Gießmaschinen,Wärmebehandlungsmaschinen,Gussverfahren,Mechanische Bearbeitungen,Wärmebehandlungen,Oelde,481855.0,10-15,10,3750
SEALPAC GmbH,https://www.sealpac.de,False,Thermoformer,Traysealder,Verpackungslösungen,Thermoformer,Traysealer,,,,,Oldenburg (Oldenburg),1817135.0,No Match,,
AMADA WELD TECH GmbH,https://www.amadaweldtech.eu,False,Lasermarkiergeräte,Laserschneidgeräte,Laserschweißgeräte,,,,Lasermarkierungen,Laserschneidungen,Laserschweißen,Puchheim,295047.0,No Match,,
Maschinenbau Hellwig GmbH,https://hellwig-gmbh.de,False,Aufarbeitungen von Werkzeugmaschinen,Modernisierungen von Werkzeugmaschinen,Spezial-Kabelsysteme und Sonderleitungen,,,,,,,Sprockhövel,150187.0,No Match,,
SOLAYER GmbH,https://solayer.de,False,Funktionale Schichten,Sputtertechnologien,Vakuumbeschichtungssysteme,,,,Plasmatechnologien,Vakuumbeschichtungen,,Karlstein am Main,95288.0,No Match,,
Mayr & Wilhelm GmbH & Co. KG,https://mayr-wilhelm.de,False,Helix-Rohrbündel®,Twisted Tubes®,Wärmetauscher,Fertigungsanlagen,Schweißmaschinen,,Fertigungsverfahren,Schweißens,,Buchholz in der Nordheide,681053.0,10-15,10,3750
RSGetriebe GmbH,https://www.rsgetriebe.de,True,Extrudergetriebe,Flachgetriebe,Prüfstandsgetriebe,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Montagen,Qualitätssicherungen,Zerspanungen,Sonthofen,2549491.0,120-200,120,45000
KOBRA Formen GmbH,https://www.kobragroup.com,False,Betonsteinformen,Härtestandards,Technologien,Fräsmaschinen,,,Fräsbearbeitungen,,,Lengenfeld,13496640.0,350-600,350,131250
A & W Maschinenbau GmbH,https://www.a-w-maschinenbau.de,True,Behälter,Blechbearbeitungen,Stahlbauten,Drehmaschinen,Erodiermaschinen,Fräsmaschinen,Drehen,Erodieren,Fräsen,Thyrnau,3480240.0,No Match,,
KOEPFER Zahnrad- und Getriebetechnik,https://www.koepfer.com,False,Getriebekomponenten,Kettenräder,Zahnräder,,,,Hartbearbeitung,"Messen, Prüfen, Montieren                    ",Weichbearbeitung,Furtwangen im Schwarzwald,9152115.0,No Match,,
Eugen Arnold GmbH,https://www.arnoldgroup.com,False,Elektrische Begleitheizsysteme,Isoliersysteme,Vor-Ort-Bearbeitungen,,,,,,,Filderstadt,1024707.0,15-20,15,5625
Lang Technik GmbH,https://lang-technik.de,False,Automatisierungssysteme,Nullpunktspannsysteme,Werkstückspanntechniken,,,,,,,Holzmaden,6059698.0,200-350,200,75000
Schnaithmann Maschinenbau GmbH,https://www.schnaithmann.de,False,Anlagenbauten,Arbeitsplätze,Transfersysteme,,,,,,,Remshalden,449551.0,10-15,10,3750
Fritz Werner Industrie-Ausrüstungen GmbH,https://www.fritz-werner.com,False,Fälle,Kugeln,Tassen,Bandverkettungsmaschinen,Bleikernpressen,Boden- und Halspressen,Bandverkettungen,Bleikernpressen,Boden- und Halspressen,Geisenheim,71559.0,No Match,,
PFAFF Industriesysteme und Maschinen,https://www.pfaff-industrial.de,True,Nähmaschinen,Robotiken,Schweißmaschinen,Nähmaschinen,Roboter,Schweißmaschinen,Automatisierungen,Nähen,Schweißen,Kaiserslautern,693306.0,10-15,10,3750
Fertigungstechnik Weißenfels GmbH,https://www.ftw.info,False,Mehrachsschwenksysteme,NC-Rundtischsysteme mit HIRTH-Klemmungen / Baureihen TT,NC-Rundtischsysteme mit NC-Klemmungen,,,,,,,Weißenfels,771538.0,15-20,15,5625
Günther Maschinenbau GmbH,https://www.guenther-maschinenbau.de,False,Injektoren,Lakeaufbereitungen,Tumbler,,,,,,,Eppertshausen,49374.0,No Match,,
Prima Power GmbH,https://www.primapower.com/de/,False,Automatisierungslösungen,Blechbearbeitungsmaschinen,Softwarelösungen,Biegemaschinen,Laserschneidmaschinen,Stanzmaschinen,Biegeprozesse,Laserschneiden,Stanzen,Neufahrn bei Freising,380471.0,10-15,10,3750
Schneeberger GmbH,https://www.schneeberger.com/de/,False,Kugelgewindetriebe,Linearführungen,Profilschienenführungen,,,,,,,Höfen an der Enz,11816882.0,200-350,200,75000
SAMAG Saalfelder Werkzeugmaschinen GmbH,https://www.samag.de,False,,,,,,,,,,Saalfeld/Saale,18380516.0,350-600,350,131250
Baljer & Zembrod GmbH & Co. KG,https://www.bz.ag,False,Holzbearbeitungsmaschinen,Schrott- und Abfallbehandlungsmaschinen,Sondermaschinen,CNC-Fräsmaschinen,Debarking-Maschinen,Schwerlastkrane,CNC-Bearbeitungen,Debarkings,Schwerlasthandhabungen,Altshausen,465667.0,10-15,10,3750
Gala Kunststoff- und Kautschukmaschinen,https://maag.com,False,Filtrationssysteme,Pelletierungssysteme,Pumpsysteme,Filtriermaschinen,Pelletisierungsmaschinen,Pumpen,Extrusionen,Pelletierungen,Recycling,Xanten,436840.0,No Match,,
Winkler und Dünnebier Süßwarenmaschinen GmbH,https://www.w-u-d.com/de/,False,Fertigungsanlagen für Gummi und Gelee,Fertigungsanlagen für Hartbonbons,Fertigungsanlagen für Schokolade,Formen,Gießstationen,Zubehör,Formen,Gießens,Nachbehandlungen,Rengsdorf,323253.0,10-15,10,3750
Erwin Junker Maschinenfabrik GmbH,https://www.junker-group.com,False,Filtrationssysteme,Hochpräzise Schleifmaschinen,Schleifmaschinen,,,,,,,Nordrach,1969415.0,80-120,80,30000
Haugg-Kühlerfabrik GmbH,https://www.haugg-group.com,False,Autokühler und KFZ-Klimaanlagen,Industriekühler,Kühlerreparatur und Instandsetzung,,,,,,,Aachen,389112.0,10-15,10,3750
Wieneke Anlagenbau und Verfahrenstechnik GmbH,https://www.wieneke.de,True,Entwicklungen,Konzeptionen,Logistiklösungen,Abkantmaschinen,Bolzenschweißmaschinen,Gesenkbiegemaschinen,Abkanten/Gesenkbiegen,Bolzenschweißen,Oberflächenbehandlungen,Bad Driburg,868683.0,15-20,15,5625
BHS-Sonthofen GmbH,https://www.bhs-sonthofen.de,False,Filtriermaschinen,Mischer,Trockner,,,,Filtrierungen,Mischungen,Trocknungen,Sonthofen,3593608.0,120-200,120,45000
Flottweg SE,https://www.flottweg.com/de/,False,Decanterzentrifugen,Separatoren,Tricanter®,,,,,,,Vilsbiburg,8794116.0,200-350,200,75000
ASYS Automatic Systems GmbH & Co. KG,https://www.asys-micro.de,False,Einzelkomponenten,Micronicfabs,Roboter,,,,,,,Schorndorf,239777.0,No Match,,
Häcker Automation GmbH,https://www.haecker-automation.de/en/,True,Dosiersysteme,Laserlötmaschinen,PCB-Baugruppen und 3D-Baugruppen,Lötmaschinen,Montagemaschinen,Prüfmaschinen,3D-Montagen,Dosierprozesse,PCB-Montagen,Waltershausen,851836.0,15-20,15,5625
GHH Rand Schraubenkompressoren GmbH,https://oem-solutions.ingersollrand.com,False,,,,,,,,,,Oberhausen,37440.0,No Match,,
Brosa GmbH,https://www.brosa.net,False,Kraftmessachsen,Kraftmesshülsen,Kraftmessringe,,,,,,,Tettnang,1367054.0,40-60,40,15000
Hanke Crimp-Technik GmbH,http://www.hankect.de,False,Crimppressen,Crimpwerkzeuge,Sonderanlagen,,,,,,,Zittau,828291.0,15-20,15,5625
Mayer & Cie. GmbH & Co. KG,https://www.mayercie.com,False,Ersatzteile,Flechtmaschinen,Rundstrickmaschinen,,,,,,,Albstadt,378176.0,No Match,,
KIEFEL GmbH,https://www.kiefel.com,False,Faserverpackungen,Kunststoffverpackungen,Medizinische und pharmazeutische Lösungen,Hochfrequenzschweißmaschinen,Thermoformmaschinen,,Hochfrequenzschweißen,Thermoformen,,Freilassing,8177044.0,200-350,200,75000
G. Staehle GmbH u. Co. KG,https://www.columbus-clean.com,False,Einscheibenmaschinen,Kehrmaschinen,Reinigungsautomaten,,,,,,,Stuttgart,5907309.0,200-350,200,75000
TURBOMACH GmbH,https://www.solarturbines.com,False,Gaskompressoren,Gasturbinen,Stromgeneratoren,,,,,,,Griesheim,53308.0,No Match,,
Michael Glatt Maschinenbau GmbH,https://www.glattistgutgmbh.de,False,Apparate,Behälter,Sonderbauten,Bearbeitungszentren,Erodiermaschinen,Fräsmaschinen,Auslieferungen,Konstruktionen,Planungen,Abensberg,1834111.0,80-120,80,30000
WINKEL GmbH,https://www.winkel.de,False,Linearachsen,Linearführungen,Schlauchtrommeln,,,,,,,Illingen,3443600.0,120-200,120,45000
Heinz & Feld GmbH Präzisions- und Sondermaschinenbau,https://www.heinz-feld.de,True,Automatisierungslösungen,Montageanlagen,Sondermaschinen,CNC-Maschinen,Messtechnikanlagen,Robotersysteme,Dreharbeiten,Fräsarbeiten,Schleifarbeiten,Saarwellingen,643569.0,10-15,10,3750
W. MÜLLER GmbH,https://www.w-mueller-gmbh.de,False,Blasformen,Extrusionsschlauchköpfe,Hohlkörper,,,,Extrusionsblasformen,,,Troisdorf,1716805.0,60-80,60,22500
IWK Verpackungstechnik GmbH,https://www.iwk.de,False,Kartoniermaschinen,Tubenfüllmaschinen,Verpackungsmaschinen,,,,,,,Stutensee,1570182.0,60-80,60,22500
CFT GmbH - Compact Filter Technic,https://cft-gmbh.de,False,Entstaubungsanlagen,Ventilatoren,Wetterkühlsysteme,,,,,,,Gladbeck,809984.0,15-20,15,5625
Gerätebau Wiedtal Schützeichel GmbH & Co. KG,https://www.schuetzeichel.de,True,Bohrdienstleistungen,Diamantwerkzeuge,Maschinenbaulösungen,,,,,,,Neustadt (Wied),1572812.0,60-80,60,22500
